Date;Sanofi
2018-03-02;73.72867874502873
2018-03-05;80.89674473412875
2018-03-06;84.9927824421859
2018-03-07;89.08882015024305
2018-03-08;82.94476358815731
2018-03-09;75.7766975990573
2018-03-12;96.25688613934307
2018-03-13;82.94476358815731
2018-03-14;84.9927824421859
2018-03-15;84.9927824421859
2018-03-16;77.82471645308588
2018-03-19;64.51259390190013
2018-03-20;87.04080129621447
2018-03-21;83.9687730151716
2018-03-22;74.75268817204301
2018-03-23;72.70466931801444
2018-03-26;76.80070702607159
2018-03-27;82.94476358815731
2018-03-28;79.87273530711445
2018-03-29;81.92075416114304
2018-04-03;77.82471645308588
2018-04-04;84.9927824421859
2018-04-05;87.04080129621447
2018-04-06;75.7766975990573
2018-04-09;86.01679186920018
2018-04-10;86.01679186920018
2018-04-11;81.92075416114304
2018-04-12;87.04080129621447
2018-04-13;78.84872588010016
2018-04-16;86.01679186920018
2018-04-17;102.40094270142879
2018-04-18;97.28089556635734
2018-04-19;83.9687730151716
2018-04-20;77.82471645308588
2018-04-23;81.92075416114304
2018-04-24;96.25688613934307
2018-04-25;92.16084843128591
2018-04-26;79.87273530711445
2018-04-27;92.16084843128591
2018-04-30;74.75268817204301
2018-05-02;80.89674473412875
2018-05-03;74.75268817204301
2018-05-04;67.584622182943
2018-05-07;86.01679186920018
2018-05-08;83.9687730151716
2018-05-09;87.04080129621447
2018-05-10;70.65665046398587
2018-05-11;78.84872588010016
2018-05-14;80.89674473412875
2018-05-15;72.70466931801444
2018-05-16;82.94476358815731
2018-05-17;74.75268817204301
2018-05-18;75.7766975990573
2018-05-21;75.7766975990573
2018-05-22;77.82471645308588
2018-05-23;86.01679186920018
2018-05-24;86.01679186920018
2018-05-25;76.80070702607159
2018-05-28;71.5642951833849
2018-05-29;87.27353071144499
2018-05-30;174.54706142288998
2018-05-31;136.14670790985417
2018-06-01;76.80070702607159
2018-06-04;76.80070702607159
2018-06-05;85.5280600972161
2018-06-06;75.05523641184269
2018-06-07;87.27353071144499
2018-06-08;64.5824127264693
2018-06-11;89.01900132567388
2018-06-12;89.01900132567388
2018-06-13;80.29164825452939
2018-06-14;83.78258948298719
2018-06-15;89.01900132567388
2018-06-18;87.27353071144499
2018-06-19;85.5280600972161
2018-06-20;76.80070702607159
2018-06-21;85.5280600972161
2018-06-22;69.81882456915599
2018-06-25;83.78258948298719
2018-06-26;85.5280600972161
2018-06-27;78.5461776403005
2018-06-28;83.78258948298719
2018-06-29;80.29164825452939
2018-07-02;68.07335395492709
2018-07-03;82.03711886875828
2018-07-04;78.5461776403005
2018-07-05;83.78258948298719
2018-07-06;78.5461776403005
2018-07-09;97.74635439681839
2018-07-10;109.96464869642068
2018-07-11;78.5461776403005
2018-07-12;85.5280600972161
2018-07-13;90.76447193990279
2018-07-16;80.29164825452939
2018-07-17;89.01900132567388
2018-07-18;80.29164825452939
2018-07-19;85.5280600972161
2018-07-20;61.091471498011494
2018-07-23;80.29164825452939
2018-07-24;85.5280600972161
2018-07-25;83.78258948298719
2018-07-26;83.78258948298719
2018-07-27;89.01900132567388
2018-07-30;75.05523641184269
2018-07-31;101.23729562527619
2018-08-01;102.98276623950508
2018-08-02;94.25541316836059
2018-08-03;73.30976579761379
2018-08-06;80.29164825452939
2018-08-07;78.5461776403005
2018-08-08;71.5642951833849
2018-08-09;75.05523641184269
2018-08-10;71.5642951833849
2018-08-13;66.3278833406982
2018-08-14;68.07335395492709
2018-08-15;68.07335395492709
2018-08-16;76.80070702607159
2018-08-17;68.07335395492709
2018-08-20;80.29164825452939
2018-08-21;80.29164825452939
2018-08-22;82.03711886875828
2018-08-23;76.80070702607159
2018-08-24;60.68204011936521
2018-08-27;69.21545201115094
2018-08-28;83.43780516412717
2018-08-29;72.05992264174618
2018-08-30;77.74886390293668
2018-08-31;61.630196996230296
2018-09-03;67.31913825742078
2018-09-04;83.43780516412717
2018-09-05;76.80070702607159
2018-09-06;83.43780516412717
2018-09-07;72.05992264174618
2018-09-10;73.95623639547635
2018-09-11;78.69702077980176
2018-09-12;78.69702077980176
2018-09-13;89.12674642531765
2018-09-14;66.3709813805557
2018-09-17;80.59333453353192
2018-09-18;74.90439327234144
2018-09-19;87.2304326715875
2018-09-20;78.69702077980176
2018-09-21;69.21545201115094
2018-09-24;75.85255014920651
2018-09-25;81.541491410397
2018-09-26;69.21545201115094
2018-09-27;75.85255014920651
2018-09-28;84.38596204099225
2018-10-01;86.28227579472241
2018-10-02;83.43780516412717
2018-10-03;79.64517765666685
2018-10-04;84.38596204099225
2018-10-05;69.21545201115094
2018-10-08;76.80070702607159
2018-10-09;76.80070702607159
2018-10-10;73.95623639547635
2018-10-11;87.2304326715875
2018-10-12;69.21545201115094
2018-10-15;76.80070702607159
2018-10-16;79.64517765666685
2018-10-17;83.43780516412717
2018-10-18;83.43780516412717
2018-10-19;68.26729513428586
2018-10-22;84.38596204099225
2018-10-23;82.48964828726209
2018-10-24;78.69702077980176
2018-10-25;75.85255014920651
2018-10-26;75.85255014920651
2018-10-29;69.21545201115094
2018-10-30;70.16360888801603
2018-10-31;85.33411891785732
2018-11-01;70.16360888801603
2018-11-02;68.26729513428586
2018-11-05;80.59333453353192
2018-11-06;82.48964828726209
2018-11-07;76.80070702607159
2018-11-08;72.05992264174618
2018-11-09;76.80070702607159
2018-11-12;79.64517765666685
2018-11-13;94.81568768650814
2018-11-14;86.28227579472241
2018-11-15;74.90439327234144
2018-11-16;69.21545201115094
2018-11-19;71.11176576488111
2018-11-20;70.16360888801603
2018-11-21;71.11176576488111
2018-11-22;61.45461238940343
2018-11-23;52.67538204806008
2018-11-26;64.96630452594077
2018-11-27;65.8442275600751
2018-11-28;69.35591969661245
2018-11-29;64.08838149180643
2018-11-30;61.45461238940343
2018-12-03;73.74553486728412
2018-12-04;83.4026882427618
2018-12-05;87.79230341343347
2018-12-06;71.98968879901544
2018-12-07;57.94292025286609
2018-12-10;72.86761183314978
2018-12-11;76.37930396968711
2018-12-12;71.11176576488111
2018-12-13;74.62345790141845
2018-12-14;59.69876632113476
2018-12-17;65.8442275600751
2018-12-18;68.4779966624781
2018-12-19;65.8442275600751
2018-12-20;67.60007362834378
2018-12-21;48.28576687738841
2018-12-24;28.09353709229871
2018-12-27;50.04161294565708
2018-12-28;50.04161294565708
2018-12-31;35.99484439950772
2019-01-02;57.064997218731754
2019-01-03;64.08838149180643
2019-01-04;63.2104584576721
2019-01-07;67.60007362834378
2019-01-08;70.23384273074677
2019-01-09;79.01307307209012
2019-01-10;69.35591969661245
2019-01-11;72.86761183314978
2019-01-14;64.96630452594077
2019-01-15;71.11176576488111
2019-01-16;73.74553486728412
2019-01-17;74.62345790141845
2019-01-18;65.8442275600751
2019-01-21;60.576689355269096
2019-01-22;72.86761183314978
2019-01-23;71.11176576488111
2019-01-24;67.60007362834378
2019-01-25;77.25722700382146
2019-01-28;69.35591969661245
2019-01-29;74.62345790141845
2019-01-30;70.23384273074677
2019-01-31;81.64684217449313
2019-02-01;66.72215059420944
2019-02-04;66.72215059420944
2019-02-05;64.08838149180643
2019-02-06;71.11176576488111
2019-02-07;86.0364573451648
2019-02-08;71.11176576488111
2019-02-11;69.35591969661245
2019-02-12;71.98968879901544
2019-02-13;71.11176576488111
2019-02-14;71.98968879901544
2019-02-15;64.96630452594077
2019-02-18;72.86761183314978
2019-02-19;73.74553486728412
2019-02-20;82.84992188793647
2019-02-21;81.029044483806
2019-02-22;69.19334135695794
2019-02-25;75.56641227141459
2019-02-26;76.47685097347983
2019-02-27;71.92465746315365
2019-02-28;69.19334135695794
2019-03-01;71.01421876108842
