Date;L'oreal
2018-01-25;93.39619576253978
2018-01-26;96.34554931293576
2018-01-29;88.48060651187978
2018-01-30;91.42996006227578
2018-01-31;85.53125296148379
2018-02-01;89.46372436201177
2018-02-02;89.46372436201177
2018-02-05;86.51437081161579
2018-02-06;86.51437081161579
2018-02-07;91.42996006227578
2018-02-08;94.37931361267177
2018-02-09;90.44684221214378
2018-02-12;86.51437081161579
2018-02-13;87.49748866174778
2018-02-14;82.5818994110878
2018-02-15;85.53125296148379
2018-02-16;92.41307791240777
2018-02-19;83.5650172612198
2018-02-20;85.53125296148379
2018-02-21;90.44684221214378
2018-02-22;90.44684221214378
2018-02-23;87.49748866174778
2018-02-26;87.86201550505515
2018-02-27;87.86201550505515
2018-02-28;85.71903951712699
2018-03-01;88.93350349901925
2018-03-02;95.36243146280377
2018-03-05;88.93350349901925
2018-03-06;95.36243146280377
2018-03-07;95.36243146280377
2018-03-08;97.50540745073195
2018-03-09;98.57689544469604
2018-03-12;94.29094346883969
2018-03-13;94.29094346883969
2018-03-14;88.93350349901925
2018-03-15;94.29094346883969
2018-03-16;92.14796748091152
2018-03-19;92.14796748091152
2018-03-20;90.00499149298334
2018-03-21;95.36243146280377
2018-03-22;90.00499149298334
2018-03-23;95.36243146280377
2018-03-26;90.00499149298334
2018-03-27;90.00499149298334
2018-03-28;93.2194554748756
2018-03-29;96.43391945676785
2018-04-03;90.00499149298334
2018-04-04;96.43391945676785
2018-04-05;97.50540745073195
2018-04-06;95.36243146280377
2018-04-09;96.43391945676785
2018-04-10;99.64838343866012
2018-04-11;98.57689544469604
2018-04-12;94.29094346883969
2018-04-13;96.43391945676785
2018-04-16;93.2194554748756
2018-04-17;86.79052751109107
2018-04-18;90.00499149298334
2018-04-19;93.2194554748756
2018-04-20;85.71903951712699
2018-04-23;84.6475515231629
2018-04-24;87.86201550505515
2018-04-25;87.86201550505515
2018-04-26;82.50457553523472
2018-04-27;86.79052751109107
2018-04-30;81.43308754127064
2018-05-02;81.43308754127064
2018-05-03;85.71903951712699
2018-05-04;90.00499149298334
2018-05-07;84.6475515231629
2018-05-08;90.00499149298334
2018-05-09;93.2194554748756
2018-05-10;87.86201550505515
2018-05-11;95.36243146280377
2018-05-14;80.36159954730655
2018-05-15;87.86201550505515
2018-05-16;93.2194554748756
2018-05-17;96.43391945676785
2018-05-18;97.50540745073195
2018-05-21;84.6475515231629
2018-05-22;87.86201550505515
2018-05-23;86.79052751109107
2018-05-24;86.79052751109107
2018-05-25;93.2194554748756
2018-05-28;89.07636856488114
2018-05-29;88.04059683738251
2018-05-30;84.93328165488666
2018-05-31;87.0048251098839
2018-06-01;92.18368374737699
2018-06-04;88.04059683738251
2018-06-05;87.0048251098839
2018-06-06;88.04059683738251
2018-06-07;91.14791201987836
2018-06-08;93.2194554748756
2018-06-11;85.96905338238528
2018-06-12;91.14791201987836
2018-06-13;98.3983141123687
2018-06-14;93.2194554748756
2018-06-15;84.93328165488666
2018-06-18;82.86173819988943
2018-06-19;80.79019474489219
2018-06-20;82.86173819988943
2018-06-21;88.04059683738251
2018-06-22;87.0048251098839
2018-06-25;80.79019474489219
2018-06-26;85.96905338238528
2018-06-27;91.14791201987836
2018-06-28;85.96905338238528
2018-06-29;95.29099892987284
2018-07-02;82.86173819988943
2018-07-03;84.93328165488666
2018-07-04;85.96905338238528
2018-07-05;91.14791201987836
2018-07-06;79.75442301739356
2018-07-09;85.96905338238528
2018-07-10;88.04059683738251
2018-07-11;96.32677065737145
2018-07-12;94.25522720237421
2018-07-13;89.07636856488114
2018-07-16;85.96905338238528
2018-07-17;91.14791201987836
2018-07-18;91.14791201987836
2018-07-19;91.14791201987836
2018-07-20;89.07636856488114
2018-07-23;91.14791201987836
2018-07-24;88.04059683738251
2018-07-25;93.2194554748756
2018-07-26;89.07636856488114
2018-07-27;87.0048251098839
2018-07-30;103.57717274986177
2018-07-31;96.32677065737145
2018-08-01;95.29099892987284
2018-08-02;92.18368374737699
2018-08-03;88.04059683738251
2018-08-06;87.0048251098839
2018-08-07;84.93328165488666
2018-08-08;90.11214029237975
2018-08-09;84.93328165488666
2018-08-10;87.0048251098839
2018-08-13;92.18368374737699
2018-08-14;89.07636856488114
2018-08-15;90.11214029237975
2018-08-16;87.0048251098839
2018-08-17;87.0048251098839
2018-08-20;85.96905338238528
2018-08-21;77.68287956239634
2018-08-22;81.8259664723908
2018-08-23;83.89750992738804
2018-08-24;85.89506968756395
2018-08-27;86.8938495676519
2018-08-28;90.88896908800372
2018-08-29;91.88774896809167
2018-08-30;90.88896908800372
2018-08-31;87.89262944773986
2018-09-03;86.8938495676519
2018-09-04;82.89873004730009
2018-09-05;87.89262944773986
2018-09-06;84.896289807476
2018-09-07;84.896289807476
2018-09-10;82.89873004730009
2018-09-11;84.896289807476
2018-09-12;87.89262944773986
2018-09-13;83.89750992738804
2018-09-14;84.896289807476
2018-09-17;79.90239040703624
2018-09-18;79.90239040703624
2018-09-19;82.89873004730009
2018-09-20;87.89262944773986
2018-09-21;79.90239040703624
2018-09-24;78.90361052694828
2018-09-25;83.89750992738804
2018-09-26;85.89506968756395
2018-09-27;87.89262944773986
2018-09-28;81.89995016721214
2018-10-01;87.89262944773986
2018-10-02;86.8938495676519
2018-10-03;81.89995016721214
2018-10-04;86.8938495676519
2018-10-05;87.89262944773986
2018-10-08;85.89506968756395
2018-10-09;94.88408860835553
2018-10-10;93.88530872826757
2018-10-11;92.88652884817962
2018-10-12;93.88530872826757
2018-10-15;85.89506968756395
2018-10-16;85.89506968756395
2018-10-17;91.88774896809167
2018-10-18;86.8938495676519
2018-10-19;99.8779880087953
2018-10-22;89.89018920791577
2018-10-23;85.89506968756395
2018-10-24;83.89750992738804
2018-10-25;87.89262944773986
2018-10-26;88.89140932782782
2018-10-29;84.896289807476
2018-10-30;84.896289807476
2018-10-31;85.89506968756395
2018-11-01;81.89995016721214
2018-11-02;90.88896908800372
2018-11-05;87.89262944773986
2018-11-06;83.89750992738804
2018-11-07;82.89873004730009
2018-11-08;88.89140932782782
2018-11-09;90.88896908800372
2018-11-12;85.89506968756395
2018-11-13;87.89262944773986
2018-11-14;81.89995016721214
2018-11-15;81.89995016721214
2018-11-16;87.89262944773986
2018-11-19;85.89506968756395
2018-11-20;88.89140932782782
2018-11-21;92.88652884817962
2018-11-22;91.7937461558481
2018-11-23;109.27826923315249
2018-11-26;81.95870192486437
2018-11-27;80.86591923253285
2018-11-28;84.14426730952742
2018-11-29;84.14426730952742
2018-11-30;88.51539807885352
2018-12-03;84.14426730952742
2018-12-04;85.23705000185895
2018-12-05;85.23705000185895
2018-12-06;91.7937461558481
2018-12-07;87.422615386522
2018-12-10;86.32983269419047
2018-12-11;87.422615386522
2018-12-12;86.32983269419047
2018-12-13;90.70096346351657
2018-12-14;88.51539807885352
2018-12-17;95.07209423284267
2018-12-18;91.7937461558481
2018-12-19;92.88652884817962
2018-12-20;91.7937461558481
2018-12-21;95.07209423284267
2018-12-24;83.0514846171959
2018-12-27;95.07209423284267
2018-12-28;95.07209423284267
2018-12-31;77.58757115553827
2019-01-02;79.77313654020132
2019-01-03;86.32983269419047
2019-01-04;85.23705000185895
2019-01-07;84.14426730952742
2019-01-08;86.32983269419047
2019-01-09;85.23705000185895
2019-01-10;88.51539807885352
2019-01-11;87.422615386522
2019-01-14;87.422615386522
2019-01-15;87.422615386522
2019-01-16;90.70096346351657
2019-01-17;85.23705000185895
2019-01-18;87.422615386522
2019-01-21;91.7937461558481
2019-01-22;90.70096346351657
2019-01-23;92.88652884817962
2019-01-24;93.97931154051115
2019-01-25;96.1648769251742
2019-01-28;97.25765961750572
2019-01-29;86.32983269419047
2019-01-30;92.88652884817962
2019-01-31;96.1648769251742
2019-02-01;95.07209423284267
2019-02-04;90.70096346351657
2019-02-05;91.7937461558481
2019-02-06;92.88652884817962
2019-02-07;95.07209423284267
2019-02-08;98.35044230983725
2019-02-11;88.51539807885352
2019-02-12;91.7937461558481
2019-02-13;97.25765961750572
2019-02-14;91.7937461558481
2019-02-15;86.32983269419047
2019-02-18;92.88652884817962
2019-02-19;91.7937461558481
2019-02-20;86.51824350321314
2019-02-21;89.68354509479411
2019-02-22;93.90394721690207
2019-02-25;87.57334403374014
2019-02-26;90.73864562532111
2019-02-27;93.90394721690207
2019-02-28;89.68354509479411
2019-03-01;93.90394721690207
