Date;Vinci
2017-08-02;67.07070707070707
2017-08-03;76.29292929292929
2017-08-04;68.74747474747474
2017-08-07;72.93939393939394
2017-08-08;66.23232323232322
2017-08-09;70.42424242424242
2017-08-10;67.07070707070707
2017-08-11;69.58585858585859
2017-08-14;69.58585858585859
2017-08-15;69.58585858585859
2017-08-16;73.77777777777777
2017-08-17;75.45454545454545
2017-08-18;68.74747474747474
2017-08-21;72.93939393939394
2017-08-22;72.93939393939394
2017-08-23;71.26262626262626
2017-08-24;68.74747474747474
2017-08-25;72.1010101010101
2017-08-28;80.48484848484848
2017-08-29;80.48484848484848
2017-08-30;88.53333333333333
2017-08-31;84.50909090909092
2017-09-01;84.50909090909092
2017-09-04;92.55757575757576
2017-09-05;84.50909090909092
2017-09-06;84.50909090909092
2017-09-07;88.53333333333333
2017-09-08;92.55757575757576
2017-09-11;96.58181818181819
2017-09-12;96.58181818181819
2017-09-13;92.55757575757576
2017-09-14;92.55757575757576
2017-09-15;88.53333333333333
2017-09-18;100.60606060606061
2017-09-19;92.55757575757576
2017-09-20;88.53333333333333
2017-09-21;92.55757575757576
2017-09-22;88.53333333333333
2017-09-25;88.53333333333333
2017-09-26;88.53333333333333
2017-09-27;92.55757575757576
2017-09-28;88.53333333333333
2017-09-29;96.58181818181819
2017-10-02;96.58181818181819
2017-10-03;104.63030303030304
2017-10-04;92.55757575757576
2017-10-05;96.58181818181819
2017-10-06;84.50909090909092
2017-10-09;88.53333333333333
2017-10-10;108.65454545454546
2017-10-11;104.63030303030304
2017-10-12;108.65454545454546
2017-10-13;92.55757575757576
2017-10-16;96.58181818181819
2017-10-17;104.63030303030304
2017-10-18;104.63030303030304
2017-10-19;104.63030303030304
2017-10-20;100.60606060606061
2017-10-23;96.58181818181819
2017-10-24;100.60606060606061
2017-10-25;96.58181818181819
2017-10-26;92.55757575757576
2017-10-27;92.55757575757576
2017-10-30;88.53333333333333
2017-10-31;84.50909090909092
2017-11-01;84.50909090909092
2017-11-02;88.53333333333333
2017-11-03;92.55757575757576
2017-11-06;96.58181818181819
2017-11-07;100.60606060606061
2017-11-08;100.60606060606061
2017-11-09;100.60606060606061
2017-11-10;84.50909090909092
2017-11-13;112.67878787878789
2017-11-14;104.63030303030304
2017-11-15;108.65454545454546
2017-11-16;402.42424242424244
2017-11-17;221.33333333333334
2017-11-20;120.72727272727273
2017-11-21;100.60606060606061
2017-11-22;104.63030303030304
2017-11-23;96.58181818181819
2017-11-24;92.55757575757576
2017-11-27;90.72299465240643
2017-11-28;94.45133689839574
2017-11-29;96.93689839572194
2017-11-30;88.23743315508023
2017-12-01;86.99465240641712
2017-12-04;88.23743315508023
2017-12-05;88.23743315508023
2017-12-06;90.72299465240643
2017-12-07;101.90802139037434
2017-12-08;96.93689839572194
2017-12-11;94.45133689839574
2017-12-12;91.96577540106952
2017-12-13;91.96577540106952
2017-12-14;89.48021390374332
2017-12-15;83.26631016042782
2017-12-18;88.23743315508023
2017-12-19;82.02352941176471
2017-12-20;89.48021390374332
2017-12-21;75.8096256684492
2017-12-22;77.05240641711231
2017-12-27;75.8096256684492
2017-12-28;72.0812834224599
2017-12-29;69.5957219251337
2018-01-02;77.05240641711231
2018-01-03;79.53796791443851
2018-01-04;80.78074866310162
2018-01-05;77.05240641711231
2018-01-08;89.48021390374332
2018-01-09;96.93689839572194
2018-01-10;91.96577540106952
2018-01-11;90.72299465240643
2018-01-12;89.48021390374332
2018-01-15;89.48021390374332
2018-01-16;89.48021390374332
2018-01-17;93.20855614973263
2018-01-18;91.96577540106952
2018-01-19;84.50909090909092
2018-01-22;88.23743315508023
2018-01-23;90.72299465240643
2018-01-24;86.99465240641712
2018-01-25;89.48021390374332
2018-01-26;91.96577540106952
2018-01-29;85.75187165775402
2018-01-30;88.23743315508023
2018-01-31;89.48021390374332
2018-02-01;95.69411764705883
2018-02-02;89.48021390374332
2018-02-05;88.23743315508023
2018-02-06;103.15080213903744
2018-02-07;103.15080213903744
2018-02-08;98.17967914438503
2018-02-09;94.45133689839574
2018-02-12;90.72299465240643
2018-02-13;88.23743315508023
2018-02-14;91.96577540106952
2018-02-15;90.72299465240643
2018-02-16;84.50909090909092
2018-02-19;86.99465240641712
2018-02-20;88.23743315508023
2018-02-21;90.72299465240643
2018-02-22;88.23743315508023
2018-02-23;86.99465240641712
2018-02-26;94.82957451755406
2018-02-27;96.0003100054251
2018-02-28;104.19545842052237
2018-03-01;117.07354878710379
2018-03-02;88.97589707819888
2018-03-05;90.14663256606991
2018-03-06;88.97589707819888
2018-03-07;98.34178098116718
2018-03-08;92.488103541812
2018-03-09;84.29295512671473
2018-03-12;100.68325195690926
2018-03-13;93.65883902968304
2018-03-14;103.02472293265133
2018-03-15;87.80516159032784
2018-03-16;81.95148415097265
2018-03-19;92.488103541812
2018-03-20;93.65883902968304
2018-03-21;99.51251646903822
2018-03-22;91.31736805394095
2018-03-23;88.97589707819888
2018-03-26;91.31736805394095
2018-03-27;87.80516159032784
2018-03-28;87.80516159032784
2018-03-29;84.29295512671473
2018-04-03;84.29295512671473
2018-04-04;94.82957451755406
2018-04-05;94.82957451755406
2018-04-06;84.29295512671473
2018-04-09;93.65883902968304
2018-04-10;98.34178098116718
2018-04-11;94.82957451755406
2018-04-12;87.80516159032784
2018-04-13;91.31736805394095
2018-04-16;98.34178098116718
2018-04-17;90.14663256606991
2018-04-18;88.97589707819888
2018-04-19;98.34178098116718
2018-04-20;98.34178098116718
2018-04-23;98.34178098116718
2018-04-24;93.65883902968304
2018-04-25;93.65883902968304
2018-04-26;90.14663256606991
2018-04-27;84.29295512671473
2018-04-30;83.12221963884369
2018-05-02;105.36619390839341
2018-05-03;91.31736805394095
2018-05-04;92.488103541812
2018-05-07;96.0003100054251
2018-05-08;86.6344261024568
2018-05-09;92.488103541812
2018-05-10;86.6344261024568
2018-05-11;88.97589707819888
2018-05-14;110.04913585987757
2018-05-15;101.8539874447803
2018-05-16;98.34178098116718
2018-05-17;88.97589707819888
2018-05-18;88.97589707819888
2018-05-21;96.0003100054251
2018-05-22;103.02472293265133
2018-05-23;101.8539874447803
2018-05-24;96.0003100054251
2018-05-25;85.46369061458576
2018-05-28;87.342013485236
2018-05-29;91.09865922653647
2018-05-30;91.09865922653647
2018-05-31;85.46369061458576
2018-06-01;86.40285204991088
2018-06-04;93.91614353251182
2018-06-05;87.342013485236
2018-06-06;92.03782066186159
2018-06-07;92.9769820971867
2018-06-08;80.76788343796017
2018-06-11;84.52452917926064
2018-06-12;89.22033635588623
2018-06-13;86.40285204991088
2018-06-14;80.76788343796017
2018-06-15;80.76788343796017
2018-06-18;79.82872200263505
2018-06-19;76.07207626133457
2018-06-20;76.07207626133457
2018-06-21;75.13291482600945
2018-06-22;72.3154305200341
2018-06-25;74.19375339068434
2018-06-26;72.3154305200341
2018-06-27;77.01123769665969
2018-06-28;74.19375339068434
2018-06-29;75.13291482600945
2018-07-02;70.43710764938386
2018-07-03;73.25459195535922
2018-07-04;77.95039913198481
2018-07-05;75.13291482600945
2018-07-06;72.3154305200341
2018-07-09;75.13291482600945
2018-07-10;76.07207626133457
2018-07-11;73.25459195535922
2018-07-12;81.70704487328528
2018-07-13;76.07207626133457
2018-07-16;77.01123769665969
2018-07-17;74.19375339068434
2018-07-18;77.95039913198481
2018-07-19;73.25459195535922
2018-07-20;74.19375339068434
2018-07-23;78.88956056730993
2018-07-24;77.01123769665969
2018-07-25;71.37626908470898
2018-07-26;75.13291482600945
2018-07-27;72.3154305200341
2018-07-30;79.82872200263505
2018-07-31;75.13291482600945
2018-08-01;76.07207626133457
2018-08-02;76.07207626133457
2018-08-03;77.01123769665969
2018-08-06;74.19375339068434
2018-08-07;71.37626908470898
2018-08-08;76.07207626133457
2018-08-09;76.07207626133457
2018-08-10;68.55878477873362
2018-08-13;71.37626908470898
2018-08-14;76.07207626133457
2018-08-15;72.3154305200341
2018-08-16;72.3154305200341
2018-08-17;70.43710764938386
2018-08-20;79.82872200263505
2018-08-21;84.52452917926064
2018-08-22;80.76788343796017
2018-08-23;81.70704487328528
2018-08-24;81.70704487328528
2018-08-27;81.70704487328528
2018-08-28;75.65467117896786
2018-08-29;81.70704487328528
2018-08-30;81.70704487328528
2018-08-31;81.70704487328528
2018-09-03;87.75941856760272
2018-09-04;87.75941856760272
2018-09-05;90.78560541476143
2018-09-06;93.81179226192015
2018-09-07;81.70704487328528
2018-09-10;102.89035280339628
2018-09-11;90.78560541476143
2018-09-12;93.81179226192015
2018-09-13;90.78560541476143
2018-09-14;84.733231720444
2018-09-17;96.83797910907886
2018-09-18;87.75941856760272
2018-09-19;90.78560541476143
2018-09-20;87.75941856760272
2018-09-21;90.78560541476143
2018-09-24;302.61868471587144
2018-09-25;166.4402765937293
2018-09-26;108.94272649771372
2018-09-27;93.81179226192015
2018-09-28;84.733231720444
2018-10-01;87.75941856760272
2018-10-02;90.78560541476143
2018-10-03;90.78560541476143
2018-10-04;90.78560541476143
2018-10-05;84.733231720444
2018-10-08;90.78560541476143
2018-10-09;87.75941856760272
2018-10-10;90.78560541476143
2018-10-11;90.78560541476143
2018-10-12;93.81179226192015
2018-10-15;96.83797910907886
2018-10-16;93.81179226192015
2018-10-17;111.96891334487243
2018-10-18;90.78560541476143
2018-10-19;93.81179226192015
2018-10-22;93.81179226192015
2018-10-23;90.78560541476143
2018-10-24;93.81179226192015
2018-10-25;81.70704487328528
2018-10-26;84.733231720444
2018-10-29;87.75941856760272
2018-10-30;84.733231720444
2018-10-31;84.733231720444
2018-11-01;78.68085802612657
2018-11-02;84.733231720444
2018-11-05;87.75941856760272
2018-11-06;87.75941856760272
2018-11-07;78.68085802612657
2018-11-08;93.81179226192015
2018-11-09;93.81179226192015
2018-11-12;93.81179226192015
2018-11-13;96.83797910907886
2018-11-14;87.75941856760272
2018-11-15;87.75941856760272
2018-11-16;81.70704487328528
2018-11-19;96.83797910907886
2018-11-20;99.86416595623757
2018-11-21;96.83797910907886
2018-11-22;94.61181866978968
2018-11-23;85.70717691263302
2018-11-26;95.72489888943427
2018-11-27;96.83797910907886
2018-11-28;103.51646042694637
2018-11-29;101.29029998765719
2018-11-30;92.38565823050052
2018-12-03;102.40338020730178
2018-12-04;95.72489888943427
2018-12-05;102.40338020730178
2018-12-06;103.51646042694637
2018-12-07;91.27257801085594
2018-12-10;97.95105932872345
2018-12-11;92.38565823050052
2018-12-12;94.61181866978968
2018-12-13;91.27257801085594
2018-12-14;91.27257801085594
2018-12-17;102.40338020730178
2018-12-18;102.40338020730178
2018-12-19;90.15949779121135
2018-12-20;87.93333735192218
2018-12-21;81.25485603405467
2018-12-24;69.01097361796424
2018-12-27;81.25485603405467
2018-12-28;87.93333735192218
2018-12-31;70.12405383760883
2019-01-02;87.93333735192218
2019-01-03;84.59409669298843
2019-01-04;82.36793625369926
2019-01-07;97.95105932872345
2019-01-08;96.83797910907886
2019-01-09;102.40338020730178
2019-01-10;96.83797910907886
2019-01-11;94.61181866978968
2019-01-14;95.72489888943427
2019-01-15;95.72489888943427
2019-01-16;102.40338020730178
2019-01-17;94.61181866978968
2019-01-18;96.83797910907886
2019-01-21;94.61181866978968
2019-01-22;94.61181866978968
2019-01-23;93.49873845014511
2019-01-24;92.38565823050052
2019-01-25;90.15949779121135
2019-01-28;95.72489888943427
2019-01-29;90.15949779121135
2019-01-30;94.61181866978968
2019-01-31;111.30802196445846
2019-02-01;105.74262086623554
2019-02-04;100.17721976801262
2019-02-05;111.30802196445846
2019-02-06;105.74262086623554
2019-02-07;105.74262086623554
2019-02-08;102.40338020730178
2019-02-11;94.61181866978968
2019-02-12;94.61181866978968
2019-02-13;94.61181866978968
2019-02-14;92.38565823050052
2019-02-15;91.27257801085594
2019-02-18;93.49873845014511
2019-02-19;100.17721976801262
2019-02-20;99.08833694444726
2019-02-21;94.73280565018584
2019-02-22;95.8216884737512
2019-02-25;99.08833694444726
2019-02-26;93.64392282662048
2019-02-27;91.46615717948978
2019-02-28;94.73280565018584
2019-03-01;95.8216884737512
