Date;Michelin
2018-01-25;77.61107932193691
2018-01-26;78.97267720477791
2018-01-29;77.61107932193691
2018-01-30;81.6958729704599
2018-01-31;76.24948143909592
2018-02-01;80.3342750876189
2018-02-02;74.88788355625492
2018-02-05;136.15978828409985
2018-02-06;98.03504756455189
2018-02-07;89.8654602675059
2018-02-08;77.61107932193691
2018-02-09;83.05747085330091
2018-02-12;80.3342750876189
2018-02-13;83.05747085330091
2018-02-14;76.24948143909592
2018-02-15;77.61107932193691
2018-02-16;80.3342750876189
2018-02-19;100.75824333023388
2018-02-20;84.41906873614191
2018-02-21;83.05747085330091
2018-02-22;83.05747085330091
2018-02-23;84.41906873614191
2018-02-26;94.10586510263929
2018-02-27;87.22007009512909
2018-02-28;90.6629675988842
2018-03-01;91.81060010013589
2018-03-02;100.99166011014947
2018-03-05;94.10586510263929
2018-03-06;91.81060010013589
2018-03-07;88.3677025963808
2018-03-08;89.51533509763249
2018-03-09;89.51533509763249
2018-03-12;95.25349760389098
2018-03-13;97.54876260639438
2018-03-14;92.95823260138758
2018-03-15;91.81060010013589
2018-03-16;92.95823260138758
2018-03-19;104.43455761390457
2018-03-20;97.54876260639438
2018-03-21;95.25349760389098
2018-03-22;97.54876260639438
2018-03-23;97.54876260639438
2018-03-26;104.43455761390457
2018-03-27;110.17272012016306
2018-03-28;106.72982261640797
2018-03-29;105.58219011515627
2018-04-03;106.72982261640797
2018-04-04;109.02508761891137
2018-04-05;109.02508761891137
2018-04-06;104.43455761390457
2018-04-09;113.61561762391815
2018-04-10;113.61561762391815
2018-04-11;107.87745511765966
2018-04-12;104.43455761390457
2018-04-13;107.87745511765966
2018-04-16;106.72982261640797
2018-04-17;105.58219011515627
2018-04-18;98.69639510764608
2018-04-19;107.87745511765966
2018-04-20;103.28692511265287
2018-04-23;112.46798512266646
2018-04-24;109.02508761891137
2018-04-25;107.87745511765966
2018-04-26;111.32035262141476
2018-04-27;113.61561762391815
2018-04-30;106.72982261640797
2018-05-02;114.76325012516986
2018-05-03;105.58219011515627
2018-05-04;107.87745511765966
2018-05-07;104.43455761390457
2018-05-08;97.54876260639438
2018-05-09;102.13929261140117
2018-05-10;106.72982261640797
2018-05-11;99.84402760889778
2018-05-14;110.17272012016306
2018-05-15;99.84402760889778
2018-05-16;105.58219011515627
2018-05-17;102.13929261140117
2018-05-18;106.72982261640797
2018-05-21;96.40113010514268
2018-05-22;106.72982261640797
2018-05-23;106.72982261640797
2018-05-24;98.69639510764608
2018-05-25;105.58219011515627
2018-05-28;111.86684428867747
2018-05-29;104.32525928045202
2018-05-30;108.09605178456474
2018-05-31;108.09605178456474
2018-06-01;105.58219011515625
2018-06-04;114.38070595808594
2018-06-05;106.8391209498605
2018-06-06;106.8391209498605
2018-06-07;108.09605178456474
2018-06-08;110.60991345397322
2018-06-11;113.1237751233817
2018-06-12;110.60991345397322
2018-06-13;110.60991345397322
2018-06-14;103.06832844574778
2018-06-15;101.81139761104353
2018-06-18;111.86684428867747
2018-06-19;104.32525928045202
2018-06-20;104.32525928045202
2018-06-21;106.8391209498605
2018-06-22;103.06832844574778
2018-06-25;116.89456762749442
2018-06-26;106.8391209498605
2018-06-27;109.35298261926899
2018-06-28;110.60991345397322
2018-06-29;116.89456762749442
2018-07-02;111.86684428867747
2018-07-03;108.09605178456474
2018-07-04;118.15149846219867
2018-07-05;114.38070595808594
2018-07-06;103.06832844574778
2018-07-09;119.40842929690291
2018-07-10;106.8391209498605
2018-07-11;115.63763679279019
2018-07-12;119.40842929690291
2018-07-13;115.63763679279019
2018-07-16;114.38070595808594
2018-07-17;116.89456762749442
2018-07-18;116.89456762749442
2018-07-19;119.40842929690291
2018-07-20;119.40842929690291
2018-07-23;124.43615263571988
2018-07-24;118.15149846219867
2018-07-25;119.40842929690291
2018-07-26;119.40842929690291
2018-07-27;118.15149846219867
2018-07-30;125.69308347042411
2018-07-31;121.9222909663114
2018-08-01;116.89456762749442
2018-08-02;118.15149846219867
2018-08-03;123.17922180101563
2018-08-06;123.17922180101563
2018-08-07;114.38070595808594
2018-08-08;116.89456762749442
2018-08-09;115.63763679279019
2018-08-10;116.89456762749442
2018-08-13;120.66536013160714
2018-08-14;118.15149846219867
2018-08-15;108.09605178456474
2018-08-16;110.60991345397322
2018-08-17;115.63763679279019
2018-08-20;113.1237751233817
2018-08-21;114.38070595808594
2018-08-22;109.35298261926899
2018-08-23;105.58219011515625
2018-08-24;109.26528977033611
2018-08-27;108.03758988527616
2018-08-28;106.8098900002162
2018-08-29;104.35449023009629
2018-08-30;105.58219011515624
2018-08-31;105.58219011515624
2018-09-03;104.35449023009629
2018-09-04;108.03758988527616
2018-09-05;108.03758988527616
2018-09-06;114.17608931057593
2018-09-07;109.26528977033611
2018-09-10;109.26528977033611
2018-09-11;100.67139057491642
2018-09-12;104.35449023009629
2018-09-13;109.26528977033611
2018-09-14;111.72068954045602
2018-09-17;109.26528977033611
2018-09-18;103.12679034503633
2018-09-19;104.35449023009629
2018-09-20;104.35449023009629
2018-09-21;100.67139057491642
2018-09-24;103.12679034503633
2018-09-25;103.12679034503633
2018-09-26;103.12679034503633
2018-09-27;98.2159908047965
2018-09-28;105.58219011515624
2018-10-01;119.08688885081577
2018-10-02;110.49298965539607
2018-10-03;103.12679034503633
2018-10-04;104.35449023009629
2018-10-05;100.67139057491642
2018-10-08;101.89909045997638
2018-10-09;96.98829091973654
2018-10-10;99.44369068985647
2018-10-11;101.89909045997638
2018-10-12;100.67139057491642
2018-10-15;104.35449023009629
2018-10-16;104.35449023009629
2018-10-17;99.44369068985647
2018-10-18;101.89909045997638
2018-10-19;103.12679034503633
2018-10-22;111.72068954045602
2018-10-23;95.7605910346766
2018-10-24;95.7605910346766
2018-10-25;100.67139057491642
2018-10-26;98.2159908047965
2018-10-29;100.67139057491642
2018-10-30;106.8098900002162
2018-10-31;98.2159908047965
2018-11-01;93.30519126455668
2018-11-02;93.30519126455668
2018-11-05;96.98829091973654
2018-11-06;110.49298965539607
2018-11-07;99.44369068985647
2018-11-08;100.67139057491642
2018-11-09;98.2159908047965
2018-11-12;99.44369068985647
2018-11-13;103.12679034503633
2018-11-14;98.2159908047965
2018-11-15;98.2159908047965
2018-11-16;116.63148908069584
2018-11-19;115.4037891956359
2018-11-20;106.8098900002162
2018-11-21;122.76998850599563
2018-11-22;122.76998850599563
2018-11-23;109.84683182115398
2018-11-26;100.15446430752274
2018-11-27;101.76985889312796
2018-11-28;101.76985889312796
2018-11-29;100.15446430752274
2018-11-30;106.61604264994358
2018-12-03;96.92367513631234
2018-12-04;96.92367513631234
2018-12-05;92.07749137949672
2018-12-06;93.69288596510192
2018-12-07;90.46209679389152
2018-12-10;92.07749137949672
2018-12-11;90.46209679389152
2018-12-12;88.84670220828632
2018-12-13;92.07749137949672
2018-12-14;88.84670220828632
2018-12-17;113.0776209923644
2018-12-18;92.07749137949672
2018-12-19;93.69288596510192
2018-12-20;88.84670220828632
2018-12-21;88.84670220828632
2018-12-24;69.46196718102384
2018-12-27;98.53906972191754
2018-12-28;95.30828055070714
2018-12-31;74.30815093783946
2019-01-02;96.92367513631234
2019-01-03;96.92367513631234
2019-01-04;96.92367513631234
2019-01-07;92.07749137949672
2019-01-08;92.07749137949672
2019-01-09;93.69288596510192
2019-01-10;90.46209679389152
2019-01-11;95.30828055070714
2019-01-14;98.53906972191754
2019-01-15;95.30828055070714
2019-01-16;92.07749137949672
2019-01-17;93.69288596510192
2019-01-18;95.30828055070714
2019-01-21;161.53945856052056
2019-01-22;117.92380474918001
2019-01-23;98.53906972191754
2019-01-24;96.92367513631234
2019-01-25;96.92367513631234
2019-01-28;96.92367513631234
2019-01-29;95.30828055070714
2019-01-30;96.92367513631234
2019-01-31;93.69288596510192
2019-02-01;95.30828055070714
2019-02-04;98.53906972191754
2019-02-05;98.53906972191754
2019-02-06;96.92367513631234
2019-02-07;95.30828055070714
2019-02-08;95.30828055070714
2019-02-11;95.30828055070714
2019-02-12;93.69288596510192
2019-02-13;93.69288596510192
2019-02-14;95.30828055070714
2019-02-15;100.15446430752274
2019-02-18;121.15459392039043
2019-02-19;106.61604264994358
2019-02-20;98.08675923794809
2019-02-21;99.15291966444752
2019-02-22;105.54988222344414
2019-02-25;97.02059881144865
2019-02-26;105.54988222344414
2019-02-27;98.08675923794809
2019-02-28;94.88827795844978
2019-03-01;102.35140094394583
