Date;Axa
2017-03-01;90.0
2017-03-02;88.0
2017-03-03;82.0
2017-03-06;94.0
2017-03-07;90.0
2017-03-08;88.0
2017-03-09;90.0
2017-03-10;76.0
2017-03-13;85.0
2017-03-14;91.0
2017-03-15;86.0
2017-03-16;84.0
2017-03-17;77.0
2017-03-20;89.0
2017-03-21;92.0
2017-03-22;87.0
2017-03-23;84.0
2017-03-24;76.0
2017-03-27;95.0
2017-03-28;88.0
2017-03-29;85.0
2017-03-30;86.0
2017-03-31;80.0
2017-04-03;94.0
2017-04-04;86.0
2017-04-05;89.0
2017-04-06;91.0
2017-04-07;75.0
2017-04-10;92.0
2017-04-11;91.0
2017-04-12;81.0
2017-04-13;76.0
2017-04-18;91.0
2017-04-19;89.0
2017-04-20;84.0
2017-04-21;83.0
2017-04-24;87.0
2017-04-25;90.0
2017-04-26;89.0
2017-04-27;87.0
2017-04-28;82.0
2017-05-02;100.0
2017-05-03;87.0
2017-05-04;92.0
2017-05-05;85.0
2017-05-08;89.0
2017-05-09;99.0
2017-05-10;96.0
2017-05-11;87.0
2017-05-12;83.0
2017-05-15;90.0
2017-05-16;91.0
2017-05-17;87.0
2017-05-18;87.0
2017-05-19;78.0
2017-05-22;95.0
2017-05-23;88.0
2017-05-24;82.0
2017-05-25;60.0
2017-05-26;74.0
2017-05-29;95.0
2017-05-30;96.0
2017-05-31;89.8723404255319
2017-06-01;82.72340425531914
2017-06-02;78.63829787234042
2017-06-05;71.48936170212765
2017-06-06;98.04255319148936
2017-06-07;90.89361702127658
2017-06-08;83.74468085106382
2017-06-09;80.68085106382978
2017-06-12;95.99999999999999
2017-06-13;90.89361702127658
2017-06-14;84.7659574468085
2017-06-15;76.59574468085106
2017-06-16;72.51063829787233
2017-06-19;89.8723404255319
2017-06-20;89.8723404255319
2017-06-21;86.80851063829786
2017-06-22;81.70212765957446
2017-06-23;73.53191489361701
2017-06-26;91.91489361702126
2017-06-27;94.9787234042553
2017-06-28;91.91489361702126
2017-06-29;86.80851063829786
2017-06-30;78.63829787234042
2017-07-03;90.89361702127658
2017-07-04;102.12765957446808
2017-07-05;90.89361702127658
2017-07-06;88.85106382978722
2017-07-07;83.74468085106382
2017-07-10;93.95744680851062
2017-07-11;94.9787234042553
2017-07-12;90.89361702127658
2017-07-13;85.78723404255318
2017-07-14;68.42553191489361
2017-07-17;92.93617021276594
2017-07-18;90.89361702127658
2017-07-19;87.82978723404254
2017-07-20;82.72340425531914
2017-07-21;73.53191489361701
2017-07-24;90.89361702127658
2017-07-25;90.89361702127658
2017-07-26;83.74468085106382
2017-07-27;88.85106382978722
2017-07-28;78.63829787234042
2017-07-31;100.08510638297872
2017-08-01;91.91489361702126
2017-08-02;86.80851063829786
2017-08-03;89.8723404255319
2017-08-04;75.57446808510637
2017-08-07;88.85106382978722
2017-08-08;83.74468085106382
2017-08-09;82.72340425531914
2017-08-10;82.72340425531914
2017-08-11;76.59574468085106
2017-08-14;73.53191489361701
2017-08-15;63.31914893617021
2017-08-16;87.82978723404254
2017-08-17;82.72340425531914
2017-08-18;71.48936170212765
2017-08-21;82.72340425531914
2017-08-22;85.78723404255318
2017-08-23;82.72340425531914
2017-08-24;76.59574468085106
2017-08-25;72.51063829787233
2017-08-28;88.85106382978722
2017-08-29;89.83829787234042
2017-08-30;86.87659574468084
2017-08-31;81.94042553191488
2017-09-01;79.9659574468085
2017-09-04;95.76170212765956
2017-09-05;96.74893617021276
2017-09-06;92.79999999999998
2017-09-07;93.78723404255318
2017-09-08;81.94042553191488
2017-09-11;98.72340425531914
2017-09-12;91.8127659574468
2017-09-13;86.87659574468084
