Date;Dassault Systemes
2019-01-21;94.2743690501975
2019-01-22;96.08733768577822
2019-01-23;96.08733768577822
2019-01-24;97.90030632135895
2019-01-25;105.15218086368183
2019-01-28;76.1446826943903
2019-01-29;79.77061996555173
2019-01-30;88.83546314345534
2019-01-31;110.591086770424
2019-02-01;83.39655723671318
2019-02-04;126.90780449065049
2019-02-05;77.95765132997101
2019-02-06;157.72827129552275
2019-02-07;181.29686355807212
2019-02-08;99.71327495693967
2019-02-11;99.71327495693967
2019-02-12;103.33921222810112
2019-02-13;97.90030632135895
2019-02-14;114.21702404158545
2019-02-15;105.15218086368183
2019-02-18;72.51874542322885
2019-02-19;83.39655723671318
2019-02-20;73.99976205511169
2019-02-21;77.52356024821225
2019-02-22;81.04735844131281
2019-02-25;77.52356024821225
2019-02-26;109.23774398611727
2019-02-27;95.14255121371504
2019-02-28;76.34896085051207
2019-03-01;77.52356024821225
