Date;Safran
2017-12-14;106.1267142560943
2017-12-15;98.45490358697906
2017-12-18;90.7830929178638
2017-12-19;81.83264713722934
2017-12-20;92.061728029383
2017-12-21;88.22582269482538
2017-12-22;90.7830929178638
2017-12-27;76.71810669115251
2017-12-28;80.55401202571014
2017-12-29;81.83264713722934
2018-01-02;72.88220135659489
2018-01-03;79.27537691419093
2018-01-04;86.94718758330617
2018-01-05;79.27537691419093
2018-01-08;101.01217381001747
2018-01-09;97.17626847545985
2018-01-10;83.11128224874855
2018-01-11;83.11128224874855
2018-01-12;92.061728029383
2018-01-15;126.58487604040164
2018-01-16;95.89763336394064
2018-01-17;95.89763336394064
2018-01-18;90.7830929178638
2018-01-19;90.7830929178638
2018-01-22;95.89763336394064
2018-01-23;84.38991736026776
2018-01-24;84.38991736026776
2018-01-25;83.11128224874855
2018-01-26;76.71810669115251
2018-01-29;93.34036314090223
2018-01-30;90.7830929178638
2018-01-31;81.83264713722934
2018-02-01;81.83264713722934
2018-02-02;81.83264713722934
2018-02-05;101.01217381001747
2018-02-06;92.061728029383
2018-02-07;88.22582269482538
2018-02-08;76.71810669115251
2018-02-09;85.66855247178697
2018-02-12;88.22582269482538
2018-02-13;89.50445780634459
2018-02-14;102.29080892153668
2018-02-15;83.11128224874855
2018-02-16;95.89763336394064
2018-02-19;97.17626847545985
2018-02-20;92.061728029383
2018-02-21;95.89763336394064
2018-02-22;94.61899825242143
2018-02-23;93.34036314090223
2018-02-26;100.06891839988036
2018-02-27;110.46568914272507
2018-02-28;94.870533028458
2018-03-01;96.17012937131359
2018-03-02;80.57497325704652
2018-03-05;93.5709366856024
2018-03-06;106.5669001141583
2018-03-07;84.47376228561329
2018-03-08;87.07295497132446
2018-03-09;106.5669001141583
2018-03-12;109.16609279986947
2018-03-13;105.2673037713027
2018-03-14;89.67214765703564
2018-03-15;90.97174399989123
2018-03-16;88.37255131418006
2018-03-19;80.57497325704652
2018-03-20;100.06891839988036
2018-03-21;96.17012937131359
2018-03-22;88.37255131418006
2018-03-23;87.07295497132446
2018-03-26;100.06891839988036
2018-03-27;100.06891839988036
2018-03-28;85.77335862846887
2018-03-29;92.27134034274683
2018-04-03;90.97174399989123
2018-04-04;107.86649645701388
2018-04-05;85.77335862846887
2018-04-06;89.67214765703564
2018-04-09;94.870533028458
2018-04-10;80.57497325704652
2018-04-11;80.57497325704652
2018-04-12;97.46972571416917
2018-04-13;79.27537691419093
2018-04-16;80.57497325704652
2018-04-17;96.17012937131359
2018-04-18;92.27134034274683
2018-04-19;83.1741659427577
2018-04-20;80.57497325704652
2018-04-23;85.77335862846887
2018-04-24;101.36851474273594
2018-04-25;90.97174399989123
2018-04-26;83.1741659427577
2018-04-27;100.06891839988036
2018-04-30;100.06891839988036
2018-05-02;94.870533028458
2018-05-03;103.96770742844711
2018-05-04;92.27134034274683
2018-05-07;77.97578057133533
2018-05-08;120.86245988556978
2018-05-09;129.9596342855589
2018-05-10;88.37255131418006
2018-05-11;92.27134034274683
2018-05-14;96.17012937131359
2018-05-15;90.97174399989123
2018-05-16;97.46972571416917
2018-05-17;79.27537691419093
2018-05-18;84.47376228561329
2018-05-21;75.37658788562416
2018-05-22;111.76528548558065
2018-05-23;103.96770742844711
2018-05-24;103.96770742844711
2018-05-25;107.86649645701388
2018-05-28;100.98140093848107
2018-05-29;109.01401237676934
2018-05-30;102.12891685823654
2018-05-31;107.86649645701388
2018-06-01;95.24382133970374
2018-06-04;106.7189805372584
2018-06-05;114.75159197554667
2018-06-06;91.80127358043734
2018-06-07;106.7189805372584
2018-06-08;109.01401237676934
2018-06-11;83.76866214214907
2018-06-12;97.53885317921467
2018-06-13;102.12891685823654
2018-06-14;91.80127358043734
2018-06-15;88.35872582117094
2018-06-18;88.35872582117094
2018-06-19;107.86649645701388
2018-06-20;94.09630541994827
2018-06-21;88.35872582117094
2018-06-22;83.76866214214907
2018-06-25;83.76866214214907
2018-06-26;99.83388501872561
2018-06-27;84.91617806190453
2018-06-28;87.21120990141547
2018-06-29;83.76866214214907
2018-07-02;81.47363030263814
2018-07-03;92.9487895001928
2018-07-04;94.09630541994827
2018-07-05;102.12891685823654
2018-07-06;88.35872582117094
2018-07-09;86.06369398166001
2018-07-10;78.03108254337174
2018-07-11;88.35872582117094
2018-07-12;100.98140093848107
2018-07-13;94.09630541994827
2018-07-16;81.47363030263814
2018-07-17;87.21120990141547
2018-07-18;92.9487895001928
2018-07-19;96.3913372594592
2018-07-20;99.83388501872561
2018-07-23;89.50624174092641
2018-07-24;109.01401237676934
2018-07-25;90.65375766068188
2018-07-26;98.68636909897015
2018-07-27;96.3913372594592
2018-07-30;75.7360507038608
2018-07-31;89.50624174092641
2018-08-01;92.9487895001928
2018-08-02;94.09630541994827
2018-08-03;94.09630541994827
2018-08-06;84.91617806190453
2018-08-07;92.9487895001928
2018-08-08;74.58853478410533
2018-08-09;114.75159197554667
2018-08-10;84.91617806190453
2018-08-13;84.91617806190453
2018-08-14;84.91617806190453
2018-08-15;75.7360507038608
2018-08-16;82.6211462223936
2018-08-17;78.03108254337174
2018-08-20;73.44101886434987
2018-08-21;88.35872582117094
2018-08-22;98.68636909897015
2018-08-23;98.68636909897015
2018-08-24;104.32559019033987
2018-08-27;108.55500600886715
2018-08-28;112.78442182739445
2018-08-29;114.19422710023689
2018-08-30;115.6040323730793
2018-08-31;126.88247455581876
2018-09-03;98.68636909897015
2018-09-04;102.91578491749743
2018-09-05;118.42364291876417
2018-09-06;129.70208510150363
2018-09-07;139.57072201140062
2018-09-10;111.37461655455202
2018-09-11;111.37461655455202
2018-09-12;107.14520073602473
2018-09-13;129.70208510150363
2018-09-14;115.6040323730793
2018-09-17;121.24325346444904
2018-09-18;102.91578491749743
2018-09-19;115.6040323730793
2018-09-20;125.47266928297633
2018-09-21;117.01383764592174
2018-09-24;121.24325346444904
2018-09-25;124.0628640101339
2018-09-26;122.65305873729146
2018-09-27;109.96481128170959
2018-09-28;111.37461655455202
2018-10-01;126.88247455581876
2018-10-02;125.47266928297633
2018-10-03;119.8334481916066
2018-10-04;132.52169564718847
2018-10-05;128.29227982866118
2018-10-08;119.8334481916066
2018-10-09;117.01383764592174
2018-10-10;122.65305873729146
2018-10-11;124.0628640101339
2018-10-12;122.65305873729146
2018-10-15;117.01383764592174
2018-10-16;118.42364291876417
2018-10-17;129.70208510150363
2018-10-18;125.47266928297633
2018-10-19;128.29227982866118
2018-10-22;114.19422710023689
2018-10-23;118.42364291876417
2018-10-24;135.34130619287333
2018-10-25;128.29227982866118
2018-10-26;117.01383764592174
2018-10-29;124.0628640101339
2018-10-30;112.78442182739445
2018-10-31;122.65305873729146
2018-11-01;98.68636909897015
2018-11-02;109.96481128170959
2018-11-05;132.52169564718847
2018-11-06;122.65305873729146
2018-11-07;111.37461655455202
2018-11-08;140.98052728424307
2018-11-09;117.01383764592174
2018-11-12;139.57072201140062
2018-11-13;138.1609167385582
2018-11-14;121.24325346444904
2018-11-15;133.9315009200309
2018-11-16;124.0628640101339
2018-11-19;118.42364291876417
2018-11-20;119.8334481916066
2018-11-21;115.6040323730793
2018-11-22;106.71141449822704
2018-11-23;105.229311519085
2018-11-26;118.56823833136339
2018-11-27;99.30089960251684
2018-11-28;115.6040323730793
2018-11-29;134.87137110192586
2018-11-30;148.21029791420423
2018-12-03;128.9429591853577
2018-12-04;118.56823833136339
2018-12-05;108.1935174773691
2018-12-06;111.15772343565318
2018-12-07;105.229311519085
2018-12-10;118.56823833136339
2018-12-11;118.56823833136339
2018-12-12;137.83557706020994
2018-12-13;148.21029791420423
2018-12-14;131.90716514364178
2018-12-17;124.49665024793156
2018-12-18;117.08613535222135
2018-12-19;114.12192939393726
2018-12-20;103.74720853994296
2018-12-21;112.63982641479522
2018-12-24;134.87137110192586
2018-12-27;97.8187966233748
2018-12-28;109.67562045651114
2018-12-31;117.08613535222135
2019-01-02;100.78300258165888
2019-01-03;120.05034131050543
2019-01-04;105.229311519085
2019-01-07;114.12192939393726
2019-01-08;118.56823833136339
2019-01-09;124.49665024793156
2019-01-10;124.49665024793156
2019-01-11;112.63982641479522
2019-01-14;108.1935174773691
2019-01-15;121.53244428964747
2019-01-16;115.6040323730793
2019-01-17;100.78300258165888
2019-01-18;102.26510556080092
2019-01-21;111.15772343565318
2019-01-22;93.37248768594867
2019-01-23;120.05034131050543
2019-01-24;115.6040323730793
2019-01-25;112.63982641479522
2019-01-28;112.63982641479522
2019-01-29;118.56823833136339
2019-01-30;115.6040323730793
2019-01-31;120.05034131050543
2019-02-01;120.05034131050543
2019-02-04;112.63982641479522
2019-02-05;111.15772343565318
2019-02-06;118.56823833136339
2019-02-07;112.63982641479522
2019-02-08;111.15772343565318
2019-02-11;117.08613535222135
2019-02-12;108.1935174773691
2019-02-13;115.6040323730793
2019-02-14;112.63982641479522
2019-02-15;121.53244428964747
2019-02-18;111.15772343565318
2019-02-19;121.53244428964747
2019-02-20;118.29157910859021
2019-02-21;134.49590501387652
2019-02-22;131.25503983281928
2019-02-25;108.5689835654184
2019-02-26;134.49590501387652
2019-02-27;139.35720278546245
2019-02-28;162.0432590528633
2019-03-01;137.7367701949338
