Date;Arcelor Mittal
2018-01-24;26.12640692640693
2018-01-25;16.32900432900433
2018-01-26;17.961904761904762
2018-01-29;22.860606060606063
2018-01-30;22.860606060606063
2018-01-31;37.96493506493507
2018-02-01;29.392207792207795
2018-02-02;19.18658008658009
2018-02-05;25.718181818181822
2018-02-06;33.882683982683986
2018-02-07;40.82251082251083
2018-02-08;26.534632034632036
2018-02-09;20.81948051948052
2018-02-12;20.411255411255414
2018-02-13;22.044155844155846
2018-02-14;21.22770562770563
2018-02-15;15.104329004329006
2018-02-16;19.18658008658009
2018-02-19;27.759307359307364
2018-02-20;18.77835497835498
2018-02-21;20.81948051948052
2018-02-22;16.737229437229438
2018-02-23;15.920779220779222
2018-02-26;24.037254901960786
2018-02-27;20.915533486121724
2018-02-28;12.486885663356253
2018-03-01;23.100738477209067
2018-03-02;31.217214158390632
2018-03-05;22.164222052457347
2018-03-06;27.471148459383755
2018-03-07;21.22770562770563
2018-03-08;18.418156353450474
2018-03-09;22.788566335625163
2018-03-12;23.100738477209067
2018-03-13;30.905042016806725
2018-03-14;16.545123503947035
2018-03-15;19.042500636618286
2018-03-16;17.169467787114847
2018-03-19;19.979017061370005
2018-03-20;21.852049910873443
2018-03-21;20.915533486121724
2018-03-22;22.164222052457347
2018-03-23;22.164222052457347
2018-03-26;17.481639928698755
2018-03-27;22.788566335625163
2018-03-28;22.788566335625163
2018-03-29;22.476394194041255
2018-04-03;30.905042016806725
2018-04-04;26.222459893048132
2018-04-05;30.905042016806725
2018-04-06;17.481639928698755
2018-04-09;21.22770562770563
2018-04-10;19.979017061370005
2018-04-11;20.291189202953912
2018-04-12;22.788566335625163
2018-04-13;11.862541380188441
2018-04-16;18.730328495034378
2018-04-17;17.481639928698755
2018-04-18;22.164222052457347
2018-04-19;17.169467787114847
2018-04-20;16.857295645530943
2018-04-23;16.545123503947035
2018-04-24;24.6615991851286
2018-04-25;19.042500636618286
2018-04-26;17.481639928698755
2018-04-27;13.735574229691878
2018-04-30;13.111229946524066
2018-05-02;12.79905780494016
2018-05-03;19.042500636618286
2018-05-04;11.862541380188441
2018-05-07;18.418156353450474
2018-05-08;19.666844919786097
2018-05-09;19.042500636618286
2018-05-10;11.550369238604533
2018-05-11;24.349427043544694
2018-05-14;28.719837025719382
2018-05-15;21.852049910873443
2018-05-16;18.418156353450474
2018-05-17;18.418156353450474
2018-05-18;18.418156353450474
2018-05-21;21.22770562770563
2018-05-22;21.852049910873443
2018-05-23;21.539877769289536
2018-05-24;22.476394194041255
2018-05-25;18.730328495034378
2018-05-28;20.29118920295391
2018-05-29;17.68975468975469
2018-05-30;19.770902300314063
2018-05-31;22.372336813513282
2018-06-01;29.656353450471094
2018-06-04;19.770902300314063
2018-06-05;19.770902300314063
2018-06-06;19.770902300314063
2018-06-07;19.770902300314063
2018-06-08;24.9737713267125
2018-06-11;33.81864867158985
2018-06-12;23.933197521432813
2018-06-13;16.12889398183516
2018-06-14;43.183812919107034
2018-06-15;20.81147610559375
2018-06-18;13.007172565996095
2018-06-19;15.08832017655547
2018-06-20;21.85204991087344
2018-06-21;26.01434513199219
2018-06-22;17.68975468975469
2018-06-25;19.25061539767422
2018-06-26;26.01434513199219
2018-06-27;21.331763008233594
2018-06-28;19.770902300314063
2018-06-29;22.892623716153125
2018-07-02;21.331763008233594
2018-07-03;26.534632034632033
2018-07-04;22.372336813513282
2018-07-05;11.446311858076562
2018-07-06;17.68975468975469
2018-07-09;19.25061539767422
2018-07-10;23.41291061879297
2018-07-11;24.45348442407266
2018-07-12;15.608607079195313
2018-07-13;34.85922247686953
2018-07-16;13.007172565996095
2018-07-17;23.933197521432813
2018-07-18;21.85204991087344
2018-07-19;20.29118920295391
2018-07-20;18.210041592394532
2018-07-23;24.45348442407266
2018-07-24;31.217214158390625
2018-07-25;29.136066547831252
2018-07-26;52.02869026398438
2018-07-27;29.656353450471094
2018-07-30;37.460656990068756
2018-07-31;41.6229522111875
2018-08-01;30.17664035311094
2018-08-02;34.33893557422969
2018-08-03;20.81147610559375
2018-08-06;28.095492742551563
2018-08-07;21.331763008233594
2018-08-08;23.933197521432813
2018-08-09;27.57520583991172
2018-08-10;33.81864867158985
2018-08-13;17.68975468975469
2018-08-14;28.095492742551563
2018-08-15;24.45348442407266
2018-08-16;24.45348442407266
2018-08-17;29.136066547831252
2018-08-20;20.29118920295391
2018-08-21;29.136066547831252
2018-08-22;27.05491893727188
2018-08-23;29.136066547831252
2018-08-24;34.53163442705926
2018-08-27;33.452520851213656
2018-08-28;16.726260425606828
2018-08-29;25.898725820294445
2018-08-30;31.294293699522456
2018-08-31;26.438282608217246
2018-09-03;16.726260425606828
2018-09-04;18.344930789375233
2018-09-05;32.37340727536805
2018-09-06;21.042714728989235
2018-09-07;26.977839396140048
2018-09-10;36.68986157875047
2018-09-11;30.215180123676852
2018-09-12;30.215180123676852
2018-09-13;51.25789485266609
2018-09-14;31.294293699522456
2018-09-17;21.042714728989235
2018-09-18;36.68986157875047
2018-09-19;23.20094188068044
2018-09-20;27.517396184062846
2018-09-21;14.568033273915624
2018-09-24;25.898725820294445
2018-09-25;27.517396184062846
2018-09-26;36.68986157875047
2018-09-27;18.88448757729803
2018-09-28;33.452520851213656
2018-10-01;23.20094188068044
2018-10-02;32.37340727536805
2018-10-03;25.359169032371643
2018-10-04;37.76897515459606
2018-10-05;26.977839396140048
2018-10-08;25.898725820294445
2018-10-09;22.66138509275764
2018-10-10;35.61074800290486
2018-10-11;24.280055456526043
2018-10-12;19.963601153143635
2018-10-15;48.02055412512928
2018-10-16;53.955678792280096
2018-10-17;40.46675909421007
2018-10-18;31.294293699522456
2018-10-19;35.07119121498206
2018-10-22;30.754736911599654
2018-10-23;37.229418366673265
2018-10-24;35.07119121498206
2018-10-25;25.898725820294445
2018-10-26;24.81961224444884
2018-10-29;9.172465394687617
2018-10-30;35.07119121498206
2018-10-31;41.00631588213287
2018-11-01;19.424044365220833
2018-11-02;27.517396184062846
2018-11-05;19.963601153143635
2018-11-06;23.20094188068044
2018-11-07;29.67562333575405
2018-11-08;27.517396184062846
2018-11-09;29.13606654783125
2018-11-12;23.20094188068044
2018-11-13;36.68986157875047
2018-11-14;26.438282608217246
2018-11-15;26.438282608217246
2018-11-16;21.582271516912037
2018-11-19;21.582271516912037
2018-11-20;32.91296406329086
2018-11-21;30.754736911599654
2018-11-22;32.01863020933663
2018-11-23;27.384354784301063
2018-11-26;23.171377125177823
2018-11-27;21.064888295616203
2018-11-28;21.90748382744085
2018-11-29;30.33343914568733
2018-11-30;13.48152850919437
2018-12-03;25.277865954739443
2018-12-04;30.754736911599654
2018-12-05;24.01397265700247
2018-12-06;21.90748382744085
2018-12-07;25.277865954739443
2018-12-10;27.805652550213388
2018-12-11;21.486186061528525
2018-12-12;18.115803934229934
2018-12-13;21.486186061528525
2018-12-14;29.490843613862683
2018-12-17;30.754736911599654
2018-12-18;29.06954584795036
2018-12-19;16.85191063649296
2018-12-20;18.115803934229934
2018-12-21;20.222292763791554
2018-12-24;13.060230743282045
2018-12-27;19.379697231966905
2018-12-28;9.26855085007113
2018-12-31;14.324124041019017
2019-01-02;24.01397265700247
2019-01-03;21.064888295616203
2019-01-04;26.541759252476414
2019-01-07;24.435270422914794
2019-01-08;30.754736911599654
2019-01-09;27.805652550213388
2019-01-10;23.171377125177823
2019-01-11;31.17603467751198
2019-01-14;29.490843613862683
2019-01-15;29.490843613862683
2019-01-16;22.7500793592655
2019-01-17;26.12046148656409
2019-01-18;28.22695031612571
2019-01-21;25.277865954739443
2019-01-22;25.699163720651768
2019-01-23;26.96305701838874
2019-01-24;19.80099499787923
2019-01-25;27.805652550213388
2019-01-28;42.12977659123241
2019-01-29;34.9677145707229
2019-01-30;28.22695031612571
2019-01-31;24.85656818882712
2019-02-01;32.43992797524895
2019-02-04;27.384354784301063
2019-02-05;26.12046148656409
2019-02-06;32.86122574116128
2019-02-07;33.70382127298592
2019-02-08;26.541759252476414
2019-02-11;37.91679893210917
2019-02-12;26.541759252476414
2019-02-13;31.17603467751198
2019-02-14;26.12046148656409
2019-02-15;26.96305701838874
2019-02-18;37.91679893210917
2019-02-19;30.33343914568733
2019-02-20;42.203045767912805
2019-02-21;41.543623177789165
2019-02-22;49.456694259272815
2019-02-25;27.695748785192777
2019-02-26;60.00745570125102
2019-02-27;19.12325511358549
2019-02-28;65.94225901236376
2019-03-01;29.014593965440053
