Date;Schneider Electric
2018-01-24;108.03030303030303
2018-01-25;105.7317859445519
2018-01-26;74.70180528691166
2018-01-29;83.89587362991618
2018-01-30;101.13475177304964
2018-01-31;99.98549323017409
2018-02-01;81.59735654416505
2018-02-02;89.64216634429401
2018-02-05;114.92585428755642
2018-02-06;94.23920051579626
2018-02-07;93.0899419729207
2018-02-08;95.38845905867183
2018-02-09;86.19439071566731
2018-02-12;108.03030303030303
2018-02-13;101.13475177304964
2018-02-14;96.53771760154739
2018-02-15;94.23920051579626
2018-02-16;85.04513217279175
2018-02-19;74.70180528691166
2018-02-20;103.43326885880077
2018-02-21;110.32882011605416
2018-02-22;93.0899419729207
2018-02-23;91.94068343004514
2018-02-26;88.87599398237695
2018-02-27;85.54314420803782
2018-02-28;79.98839458413926
2018-03-01;86.65409413281753
2018-03-02;71.10079518590156
2018-03-05;75.5445948850204
2018-03-06;86.65409413281753
2018-03-07;77.76649473457984
2018-03-08;72.21174511068128
2018-03-09;71.10079518590156
2018-03-12;81.09934450891896
2018-03-13;77.76649473457984
2018-03-14;92.20884375671609
2018-03-15;86.65409413281753
2018-03-16;64.43509563722328
2018-03-19;98.87454330539435
2018-03-20;89.98694390715666
2018-03-21;101.09644315495377
2018-03-22;84.4321942832581
2018-03-23;68.87889533634214
2018-03-26;83.3212443584784
2018-03-27;89.98694390715666
2018-03-28;87.76504405759724
2018-03-29;78.87744465935954
2018-04-03;95.54169353105522
2018-04-04;91.09789383193637
2018-04-05;93.3197936814958
2018-04-06;75.5445948850204
2018-04-09;101.09644315495377
2018-04-10;104.42929292929291
2018-04-11;95.54169353105522
2018-04-12;94.43074360627551
2018-04-13;81.09934450891896
2018-04-16;68.87889533634214
2018-04-17;83.3212443584784
2018-04-18;87.76504405759724
2018-04-19;94.43074360627551
2018-04-20;77.76649473457984
2018-04-23;87.76504405759724
2018-04-24;82.21029443369868
2018-04-25;79.98839458413926
2018-04-26;74.4336449602407
2018-04-27;72.21174511068128
2018-04-30;65.546045562003
2018-05-02;111.09499247797119
2018-05-03;76.65554480980012
2018-05-04;82.21029443369868
2018-05-07;72.21174511068128
2018-05-08;85.54314420803782
2018-05-09;84.4321942832581
2018-05-10;61.10224586288415
2018-05-11;65.546045562003
2018-05-14;81.09934450891896
2018-05-15;85.54314420803782
2018-05-16;95.54169353105522
2018-05-17;77.76649473457984
2018-05-18;72.21174511068128
2018-05-21;76.65554480980012
2018-05-22;85.54314420803782
2018-05-23;91.09789383193637
2018-05-24;93.3197936814958
2018-05-25;76.65554480980012
2018-05-28;75.6600182538287
2018-05-29;96.56607592922872
2018-05-30;81.63317758965727
2018-05-31;90.59291659340015
2018-06-01;81.63317758965727
2018-06-04;81.63317758965727
2018-06-05;99.55265559714302
2018-06-06;81.63317758965727
2018-06-07;85.61528381354299
2018-06-08;82.6287041456287
2018-06-11;88.60186348145729
2018-06-12;87.60633692548585
2018-06-13;80.63765103368584
2018-06-14;79.64212447771442
2018-06-15;63.71369958217153
2018-06-18;72.6734385859144
2018-06-19;70.68238547397154
2018-06-20;86.61081036951443
2018-06-21;79.64212447771442
2018-06-22;65.70475269411439
2018-06-25;93.57949626131443
2018-06-26;82.6287041456287
2018-06-27;91.58844314937157
2018-06-28;77.65107136577156
2018-06-29;79.64212447771442
2018-07-02;79.64212447771442
2018-07-03;85.61528381354299
2018-07-04;79.64212447771442
2018-07-05;87.60633692548585
2018-07-06;68.69133236202867
2018-07-09;72.6734385859144
2018-07-10;75.6600182538287
2018-07-11;82.6287041456287
2018-07-12;84.61975725757156
2018-07-13;68.69133236202867
2018-07-16;92.58396970534301
2018-07-17;94.57502281728587
2018-07-18;93.57949626131443
2018-07-19;81.63317758965727
2018-07-20;77.65107136577156
2018-07-23;82.6287041456287
2018-07-24;88.60186348145729
2018-07-25;74.66449169785726
2018-07-26;93.57949626131443
2018-07-27;67.69580580605725
2018-07-30;86.61081036951443
2018-07-31;84.61975725757156
2018-08-01;83.62423070160013
2018-08-02;85.61528381354299
2018-08-03;80.63765103368584
2018-08-06;90.59291659340015
2018-08-07;82.6287041456287
2018-08-08;85.61528381354299
2018-08-09;74.66449169785726
2018-08-10;69.68685891800011
2018-08-13;83.62423070160013
2018-08-14;75.6600182538287
2018-08-15;63.71369958217153
2018-08-16;77.65107136577156
2018-08-17;64.70922613814295
2018-08-20;67.69580580605725
2018-08-21;73.66896514188583
2018-08-22;74.66449169785726
2018-08-23;83.62423070160013
2018-08-24;83.62423070160013
2018-08-27;82.49417352995688
2018-08-28;92.6646880747461
2018-08-29;93.79474524638934
2018-08-30;96.05485958967583
2018-08-31;72.32365898516768
2018-09-03;73.45371615681093
2018-09-04;77.9739448433839
2018-09-05;92.6646880747461
2018-09-06;96.05485958967583
2018-09-07;102.8352026195353
2018-09-10;113.00571716432451
2018-09-11;84.75428787324338
2018-09-12;88.14445938817312
2018-09-13;94.92480241803258
2018-09-14;89.27451655981636
2018-09-17;98.31497393296232
2018-09-18;91.53463090310285
2018-09-19;92.6646880747461
2018-09-20;91.53463090310285
2018-09-21;64.41325878366497
2018-09-24;82.49417352995688
2018-09-25;91.53463090310285
2018-09-26;72.32365898516768
2018-09-27;83.62423070160013
2018-09-28;67.8034302985947
2018-10-01;91.53463090310285
2018-10-02;77.9739448433839
2018-10-03;101.70514544789205
2018-10-04;96.05485958967583
2018-10-05;71.19360181352444
2018-10-08;85.88434504488663
2018-10-09;91.53463090310285
2018-10-10;91.53463090310285
2018-10-11;94.92480241803258
2018-10-12;85.88434504488663
2018-10-15;82.49417352995688
2018-10-16;88.14445938817312
2018-10-17;76.84388767174066
2018-10-18;68.93348747023795
2018-10-19;77.9739448433839
2018-10-22;85.88434504488663
2018-10-23;81.36411635831364
2018-10-24;100.5750882762488
2018-10-25;96.05485958967583
2018-10-26;93.79474524638934
2018-10-29;81.36411635831364
2018-10-30;97.18491676131907
2018-10-31;91.53463090310285
2018-11-01;72.32365898516768
2018-11-02;71.19360181352444
2018-11-05;74.58377332845417
2018-11-06;82.49417352995688
2018-11-07;79.10400201502715
2018-11-08;74.58377332845417
2018-11-09;65.54331595530822
2018-11-12;74.58377332845417
2018-11-13;85.88434504488663
2018-11-14;105.09531696282178
2018-11-15;85.88434504488663
2018-11-16;75.71383050009742
2018-11-19;82.49417352995688
2018-11-20;80.2340591866704
2018-11-21;84.75428787324338
2018-11-22;77.51916573772262
2018-11-23;51.67944382514841
2018-11-26;72.35122135520777
2018-11-27;77.51916573772262
2018-11-28;76.48557686121964
2018-11-29;77.51916573772262
2018-11-30;65.11609921968699
2018-12-03;81.65352124373449
2018-12-04;79.58634349072855
2018-12-05;82.68711012023745
2018-12-06;69.25045472569887
2018-12-07;68.2168658491959
2018-12-10;76.48557686121964
2018-12-11;73.38481023171074
2018-12-12;76.48557686121964
2018-12-13;80.61993236723151
2018-12-14;57.88097708416622
2018-12-17;65.11609921968699
2018-12-18;73.38481023171074
2018-12-19;77.51916573772262
2018-12-20;70.28404360220183
2018-12-21;48.5786771956395
2018-12-24;33.07484404809498
2018-12-27;45.477910566130596
2018-12-28;48.5786771956395
2018-12-31;33.07484404809498
2019-01-02;52.71303270165138
2019-01-03;72.35122135520777
2019-01-04;53.74662157815435
2019-01-07;81.65352124373449
2019-01-08;75.45198798471668
2019-01-09;83.72069899674042
2019-01-10;76.48557686121964
2019-01-11;77.51916573772262
2019-01-14;79.58634349072855
2019-01-15;75.45198798471668
2019-01-16;81.65352124373449
2019-01-17;89.92223225575823
2019-01-18;69.25045472569887
2019-01-21;79.58634349072855
2019-01-22;86.82146562624932
2019-01-23;87.8550545027523
2019-01-24;83.72069899674042
2019-01-25;64.08251034318403
2019-01-28;80.61993236723151
2019-01-29;79.58634349072855
2019-01-30;90.95582113226119
2019-01-31;79.58634349072855
2019-02-01;63.04892146668106
2019-02-04;80.61993236723151
2019-02-05;87.8550545027523
2019-02-06;80.61993236723151
2019-02-07;75.45198798471668
2019-02-08;78.55275461422558
2019-02-11;72.35122135520777
2019-02-12;84.75428787324338
2019-02-13;86.82146562624932
2019-02-14;103.35888765029682
2019-02-15;74.4183991082137
2019-02-18;80.61993236723151
2019-02-19;93.02299888526713
2019-02-20;93.02299888526713
2019-02-21;98.9606371119863
2019-02-22;82.13732880294863
2019-02-25;67.29323323615068
2019-02-26;89.06457340078768
2019-02-27;72.24126509175001
2019-02-28;75.2100842051096
2019-03-01;85.10614791630822
