Date;Unibail - Wfd Unibai
2018-06-12;132.09545173601657
2018-06-13;92.87961450188665
2018-06-14;92.87961450188665
2018-06-15;103.19957166876294
2018-06-18;88.75163163513614
2018-06-19;51.59978583438147
2018-06-20;68.11171730138355
2018-06-21;55.72776870113199
2018-06-22;61.91974300125777
2018-06-25;51.59978583438147
2018-06-26;63.98373443463303
2018-06-27;119.71150313576501
2018-06-28;43.343820100880436
2018-06-29;45.4078115342557
2018-07-02;51.59978583438147
2018-07-03;78.43167446825984
2018-07-04;53.66377726775673
2018-07-05;66.04772586800829
2018-07-06;35.0878543673794
2018-07-09;101.13558023538769
2018-07-10;41.27982866750518
2018-07-11;43.343820100880436
2018-07-12;45.4078115342557
2018-07-13;30.959871500628886
2018-07-16;47.47180296763096
2018-07-17;66.04772586800829
2018-07-18;57.79176013450725
2018-07-19;53.66377726775673
2018-07-20;37.15184580075466
2018-07-23;53.66377726775673
2018-07-24;74.30369160150931
2018-07-25;61.91974300125777
2018-07-26;84.62364876838562
2018-07-27;53.66377726775673
2018-07-30;43.343820100880436
2018-07-31;63.98373443463303
2018-08-01;80.49566590163509
2018-08-02;37.15184580075466
2018-08-03;61.91974300125777
2018-08-06;59.85575156788251
2018-08-07;33.02386293400414
2018-08-08;43.343820100880436
2018-08-09;24.767897200503107
2018-08-10;39.21583723412992
2018-08-13;26.831888633878364
2018-08-14;47.47180296763096
2018-08-15;61.91974300125777
2018-08-16;39.21583723412992
2018-08-17;47.47180296763096
2018-08-20;30.959871500628886
2018-08-21;66.04772586800829
2018-08-22;53.66377726775673
2018-08-23;53.66377726775673
2018-08-24;62.607740145716186
2018-08-27;73.7876937431655
2018-08-28;71.55170302367564
2018-08-29;131.92345244990196
2018-08-30;219.12709051000667
2018-08-31;122.97948957194251
2018-09-03;107.32755453551346
2018-09-04;201.23916475408774
2018-09-05;163.22732252276006
2018-09-06;143.10340604735129
2018-09-07;60.37174942622632
2018-09-10;71.55170302367564
2018-09-11;143.10340604735129
2018-09-12;122.97948957194251
2018-09-13;78.25967518214523
2018-09-14;67.07972158469592
2018-09-17;71.55170302367564
2018-09-18;89.43962877959456
2018-09-19;109.56354525500333
2018-09-20;64.84373086520606
2018-09-21;87.2036380601047
2018-09-24;91.67561949908442
2018-09-25;102.85557309653373
2018-09-26;38.011842231327684
2018-09-27;84.96764734061483
2018-09-28;60.37174942622632
2018-10-01;84.96764734061483
2018-10-02;122.97948957194251
2018-10-03;116.27151741347292
2018-10-04;165.4633132422499
2018-10-05;69.31571230418578
2018-10-08;136.39543388888168
2018-10-09;107.32755453551346
2018-10-10;98.383591657554
2018-10-11;127.45147101092223
2018-10-12;167.6993039617398
2018-10-15;147.575387486331
2018-10-16;131.92345244990196
2018-10-17;138.63142460837156
2018-10-18;107.32755453551346
2018-10-19;69.31571230418578
2018-10-22;98.383591657554
2018-10-23;136.39543388888168
2018-10-24;102.85557309653373
2018-10-25;223.5990719489864
2018-10-26;116.27151741347292
2018-10-29;93.91161021857428
2018-10-30;136.39543388888168
2018-10-31;53.66377726775673
2018-11-01;89.43962877959456
2018-11-02;98.383591657554
2018-11-05;114.03552669398306
2018-11-06;109.56354525500333
2018-11-07;100.61958237704387
2018-11-08;82.73165662112496
2018-11-09;89.43962877959456
2018-11-12;129.6874617304121
2018-11-13;64.84373086520606
2018-11-14;91.67561949908442
2018-11-15;140.8674153278614
2018-11-16;93.91161021857428
2018-11-19;78.25967518214523
2018-11-20;109.56354525500333
2018-11-21;93.91161021857428
2018-11-22;66.29054838958184
2018-11-23;80.10107930407806
2018-11-26;63.5284422066826
2018-11-27;49.717911292186386
2018-11-28;71.81476075538033
2018-11-29;129.81899059626446
2018-11-30;212.68217608324176
2018-12-03;104.96003495017125
2018-12-04;129.81899059626446
2018-12-05;104.96003495017125
2018-12-06;80.10107930407806
2018-12-07;82.8631854869773
2018-12-10;85.62529166987655
2018-12-11;116.00845968176823
2018-12-12;113.24635349886898
2018-12-13;102.197928767272
2018-12-14;93.91161021857428
2018-12-17;104.96003495017125
2018-12-18;82.8631854869773
2018-12-19;104.96003495017125
2018-12-20;113.24635349886898
2018-12-21;118.77056586466747
2018-12-24;63.5284422066826
2018-12-27;113.24635349886898
2018-12-28;124.29477823046595
2018-12-31;30.383168011891676
2019-01-02;63.5284422066826
2019-01-03;116.00845968176823
2019-01-04;102.197928767272
2019-01-07;85.62529166987655
2019-01-08;82.8631854869773
2019-01-09;146.3916276936599
2019-01-10;118.77056586466747
2019-01-11;121.5326720475667
2019-01-14;149.15373387655916
2019-01-15;102.197928767272
2019-01-16;96.67371640147353
2019-01-17;124.29477823046595
2019-01-18;85.62529166987655
2019-01-21;71.81476075538033
2019-01-22;82.8631854869773
2019-01-23;127.0568844133652
2019-01-24;146.3916276936599
2019-01-25;146.3916276936599
2019-01-28;127.0568844133652
2019-01-29;127.0568844133652
2019-01-30;82.8631854869773
2019-01-31;154.67794624235762
2019-02-01;104.96003495017125
2019-02-04;91.14950403567504
2019-02-05;162.96426479105537
2019-02-06;88.38739785277579
2019-02-07;107.7221411330705
2019-02-08;91.14950403567504
2019-02-11;74.57686693827958
2019-02-12;132.5810967791637
2019-02-13;223.7306008148387
2019-02-14;276.21061828992435
2019-02-15;165.7263709739546
2019-02-18;135.34320296206292
2019-02-19;138.10530914496218
2019-02-20;234.07679516095286
2019-02-21;234.07679516095286
2019-02-22;107.67532577403831
2019-02-25;161.51298866105748
2019-02-26;145.12761299979076
2019-02-27;110.01609372564783
2019-02-28;175.55759637071463
2019-03-01;180.2391322739337
