Date;Unibail - Wfd Unibai
2017-03-01;57.0
2017-03-02;62.0
2017-03-03;45.0
2017-03-06;66.0
2017-03-07;93.0
2017-03-08;44.0
2017-03-09;78.0
2017-03-10;66.0
2017-03-13;36.0
2017-03-14;44.0
2017-03-15;63.0
2017-03-16;45.0
2017-03-17;42.0
2017-03-20;64.0
2017-03-21;53.0
2017-03-22;59.0
2017-03-23;45.0
2017-03-24;51.0
2017-03-27;83.0
2017-03-28;50.0
2017-03-29;80.0
2017-03-30;90.0
2017-03-31;73.0
2017-04-03;59.0
2017-04-04;49.0
2017-04-05;49.0
2017-04-06;50.0
2017-04-07;62.0
2017-04-10;30.0
2017-04-11;45.0
2017-04-12;46.0
2017-04-13;32.0
2017-04-18;24.0
2017-04-19;44.0
2017-04-20;40.0
2017-04-21;47.0
2017-04-24;83.0
2017-04-25;34.0
2017-04-26;68.0
2017-04-27;54.0
2017-04-28;21.0
2017-05-02;39.0
2017-05-03;49.0
2017-05-04;50.0
2017-05-05;67.0
2017-05-08;74.0
2017-05-09;49.0
2017-05-10;69.0
2017-05-11;15.0
2017-05-12;62.0
2017-05-15;42.0
2017-05-16;100.0
2017-05-17;63.0
2017-05-18;58.0
2017-05-19;50.0
2017-05-22;53.0
2017-05-23;87.0
2017-05-24;27.0
2017-05-25;43.0
2017-05-26;40.0
2017-05-29;71.0
2017-05-30;37.0
2017-05-31;26.037037037037038
2017-06-01;17.814814814814817
2017-06-02;26.037037037037038
2017-06-05;20.555555555555557
2017-06-06;16.444444444444446
2017-06-07;26.037037037037038
2017-06-08;104.14814814814815
2017-06-09;49.333333333333336
2017-06-12;37.0
2017-06-13;20.555555555555557
2017-06-14;13.703703703703704
2017-06-15;31.51851851851852
2017-06-16;39.74074074074074
2017-06-19;54.81481481481482
2017-06-20;23.296296296296298
2017-06-21;35.62962962962963
2017-06-22;49.333333333333336
2017-06-23;20.555555555555557
2017-06-26;41.111111111111114
2017-06-27;34.25925925925926
2017-06-28;60.2962962962963
2017-06-29;31.51851851851852
2017-06-30;28.77777777777778
2017-07-03;38.370370370370374
2017-07-04;35.62962962962963
2017-07-05;46.592592592592595
2017-07-06;75.37037037037038
2017-07-07;61.66666666666667
2017-07-10;27.40740740740741
2017-07-11;34.25925925925926
2017-07-12;52.074074074074076
2017-07-13;38.370370370370374
2017-07-14;21.925925925925927
2017-07-17;45.22222222222223
2017-07-18;28.77777777777778
2017-07-19;20.555555555555557
2017-07-20;45.22222222222223
2017-07-21;43.851851851851855
2017-07-24;47.96296296296297
2017-07-25;82.22222222222223
2017-07-26;30.14814814814815
2017-07-27;20.555555555555557
2017-07-28;35.62962962962963
2017-07-31;47.96296296296297
2017-08-01;23.296296296296298
2017-08-02;28.77777777777778
2017-08-03;37.0
2017-08-04;137.03703703703704
2017-08-07;75.37037037037038
2017-08-08;74.0
2017-08-09;37.0
2017-08-10;57.55555555555556
2017-08-11;31.51851851851852
2017-08-14;38.370370370370374
2017-08-15;31.51851851851852
2017-08-16;34.25925925925926
2017-08-17;23.296296296296298
2017-08-18;34.25925925925926
2017-08-21;35.62962962962963
2017-08-22;9.592592592592593
2017-08-23;30.14814814814815
2017-08-24;23.296296296296298
2017-08-25;27.40740740740741
2017-08-28;34.25925925925926
2017-08-29;18.38301716350497
2017-08-30;30.08130081300813
2017-08-31;25.903342366757002
2017-09-01;43.450767841011746
2017-09-04;38.43721770551039
2017-09-05;43.450767841011746
2017-09-06;83.55916892502259
2017-09-07;55.984643179765136
2017-09-08;22.5609756097561
2017-09-11;43.450767841011746
2017-09-12;35.93044263775971
2017-09-13;46.79313459801265
2017-09-14;32.58807588075881
2017-09-15;41.779584462511295
2017-09-18;61.83378500451671
2017-09-19;54.313459801264685
2017-09-20;69.35411020776874
2017-09-21;55.14905149051491
2017-09-22;56.82023486901536
2017-09-25;32.58807588075881
2017-09-26;21.725383920505873
2017-09-27;29.245709123757905
2017-09-28;47.62872628726287
2017-09-29;42.61517615176152
2017-10-02;43.450767841011746
2017-10-03;40.10840108401084
2017-10-04;25.067750677506776
2017-10-05;44.28635953026197
2017-10-06;52.642276422764226
2017-10-09;32.58807588075881
2017-10-10;45.95754290876242
2017-10-11;35.93044263775971
2017-10-12;36.76603432700994
2017-10-13;56.82023486901536
2017-10-16;42.61517615176152
2017-10-17;53.477868112014455
2017-10-18;54.313459801264685
2017-10-19;47.62872628726287
2017-10-20;53.477868112014455
2017-10-23;39.272809394760614
2017-10-24;35.09485094850949
2017-10-25;56.82023486901536
2017-10-26;50.971093044263775
2017-10-27;34.25925925925926
2017-10-30;31.752484191508582
2017-10-31;32.58807588075881
2017-11-01;25.903342366757002
2017-11-02;40.10840108401084
2017-11-03;55.984643179765136
2017-11-06;66.84733514001807
2017-11-07;31.752484191508582
2017-11-08;42.61517615176152
2017-11-09;35.09485094850949
2017-11-10;50.971093044263775
2017-11-13;52.642276422764226
2017-11-14;48.4643179765131
2017-11-15;17.547425474254744
2017-11-16;48.4643179765131
2017-11-17;36.76603432700994
2017-11-20;45.1219512195122
2017-11-21;48.4643179765131
2017-11-22;52.642276422764226
2017-11-23;25.067750677506776
2017-11-24;36.76603432700994
2017-11-27;35.09485094850949
2017-11-28;35.09485094850949
2017-11-29;46.79313459801265
2017-11-30;35.09485094850949
2017-12-01;35.09485094850949
2017-12-04;29.245709123757905
2017-12-05;23.396567299006325
2017-12-06;40.943992773261066
2017-12-07;40.943992773261066
2017-12-08;35.09485094850949
2017-12-11;40.943992773261066
2017-12-12;584.9141824751581
2017-12-13;269.0605239385727
2017-12-14;70.18970189701898
2017-12-15;70.18970189701898
2017-12-18;93.5862691960253
2017-12-19;58.49141824751581
2017-12-20;35.09485094850949
2017-12-21;52.64227642276423
2017-12-22;52.64227642276423
2017-12-27;11.698283649503162
2017-12-28;17.547425474254744
2017-12-29;29.245709123757905
2018-01-02;35.09485094850949
2018-01-03;29.245709123757905
2018-01-04;46.79313459801265
2018-01-05;23.396567299006325
2018-01-08;46.79313459801265
2018-01-09;40.943992773261066
2018-01-10;46.79313459801265
2018-01-11;87.73712737127371
2018-01-12;52.64227642276423
2018-01-15;58.49141824751581
2018-01-16;64.3405600722674
2018-01-17;52.64227642276423
2018-01-18;64.3405600722674
2018-01-19;52.64227642276423
2018-01-22;64.3405600722674
2018-01-23;46.79313459801265
2018-01-24;58.49141824751581
2018-01-25;64.3405600722674
2018-01-26;40.943992773261066
2018-01-29;64.3405600722674
2018-01-30;64.3405600722674
2018-01-31;64.3405600722674
2018-02-01;81.88798554652213
2018-02-02;58.49141824751581
2018-02-05;46.79313459801265
2018-02-06;70.18970189701898
2018-02-07;70.18970189701898
2018-02-08;58.49141824751581
2018-02-09;81.88798554652213
2018-02-12;64.3405600722674
2018-02-13;58.49141824751581
2018-02-14;64.3405600722674
2018-02-15;52.64227642276423
2018-02-16;52.64227642276423
2018-02-19;40.943992773261066
2018-02-20;70.18970189701898
2018-02-21;46.79313459801265
2018-02-22;70.18970189701898
2018-02-23;52.64227642276423
2018-02-26;59.820768662232084
2018-02-27;65.13817032109715
2018-02-28;67.7968711505297
2018-03-01;33.23376036790671
2018-03-02;98.37193068900386
2018-03-05;46.5272645150694
2018-03-06;89.06647778598999
2018-03-07;77.10232405354357
2018-03-08;51.84466617393447
2018-03-09;41.209862856204325
2018-03-12;81.09037529769238
2018-03-13;55.83271741808328
2018-03-14;59.820768662232084
2018-03-15;99.70128110372013
2018-03-16;66.46752073581342
2018-03-19;57.16206783279954
2018-03-20;63.80881990638089
2018-03-21;94.38387944485505
2018-03-22;78.43167446825984
2018-03-23;63.80881990638089
2018-03-26;99.70128110372013
2018-03-27;112.99478525088281
2018-03-28;94.38387944485505
2018-03-29;91.72517861542252
2018-04-03;77.10232405354357
2018-04-04;74.44362322411104
2018-04-05;53.17401658865074
2018-04-06;46.5272645150694
2018-04-09;86.40777695655746
2018-04-10;86.40777695655746
2018-04-11;47.856614929785664
2018-04-12;65.13817032109715
2018-04-13;77.10232405354357
2018-04-16;119.64153732446417
2018-04-17;77.10232405354357
2018-04-18;70.45557197996223
2018-04-19;94.38387944485505
2018-04-20;82.41972571240865
2018-04-23;81.09037529769238
2018-04-24;110.33608442145028
2018-04-25;94.38387944485505
2018-04-26;74.44362322411104
2018-04-27;37.22181161205552
2018-04-30;62.47946949166462
2018-05-02;82.41972571240865
2018-05-03;118.3121869097479
2018-05-04;67.7968711505297
2018-05-07;61.15011907694835
2018-05-08;55.83271741808328
2018-05-09;34.56311078262298
2018-05-10;39.88051244148805
2018-05-11;49.18596534450193
2018-05-14;61.15011907694835
2018-05-15;78.43167446825984
2018-05-16;53.17401658865074
2018-05-17;66.46752073581342
2018-05-18;95.71322985957133
2018-05-21;62.47946949166462
2018-05-22;65.13817032109715
2018-05-23;53.17401658865074
2018-05-24;132.93504147162685
2018-05-25;78.43167446825984
2018-05-28;92.87961450188665
2018-05-29;99.07158880201243
2018-05-30;86.68764020176087
2018-05-31;39.21583723412992
2018-06-01;45.4078115342557
2018-06-04;72.23970016813406
2018-06-05;134.15944316939184
2018-06-06;76.36768303488458
2018-06-07;206.39914333752589
2018-06-08;117.64751170238976
2018-06-11;115.5835202690145
