Date;Bouygues
2017-03-01;89.0
2017-03-02;75.0
2017-03-03;73.0
2017-03-06;91.0
2017-03-07;85.0
2017-03-08;86.0
2017-03-09;84.0
2017-03-10;73.0
2017-03-13;92.0
2017-03-14;85.0
2017-03-15;88.0
2017-03-16;82.0
2017-03-17;71.0
2017-03-20;86.0
2017-03-21;83.0
2017-03-22;83.0
2017-03-23;81.0
2017-03-24;94.0
2017-03-27;95.0
2017-03-28;100.0
2017-03-29;98.0
2017-03-30;98.0
2017-03-31;98.0
2017-04-03;91.0
2017-04-04;97.0
2017-04-05;93.0
2017-04-06;96.0
2017-04-07;82.0
2017-04-10;93.0
2017-04-11;86.0
2017-04-12;86.0
2017-04-13;82.0
2017-04-18;86.0
2017-04-19;76.0
2017-04-20;76.0
2017-04-21;72.0
2017-04-24;83.0
2017-04-25;75.0
2017-04-26;79.0
2017-04-27;79.0
2017-04-28;74.0
2017-05-02;80.0
2017-05-03;84.0
2017-05-04;76.0
2017-05-05;73.0
2017-05-08;59.0
2017-05-09;81.0
2017-05-10;85.0
2017-05-11;86.0
2017-05-12;86.0
2017-05-15;79.0
2017-05-16;78.0
2017-05-17;79.0
2017-05-18;86.0
2017-05-19;80.0
2017-05-22;87.0
2017-05-23;82.0
2017-05-24;77.0
2017-05-25;58.0
2017-05-26;70.0
2017-05-29;97.0
2017-05-30;92.0
2017-05-31;88.11267605633803
2017-06-01;90.70422535211267
2017-06-02;79.04225352112677
2017-06-05;67.38028169014085
2017-06-06;95.88732394366198
2017-06-07;88.11267605633803
2017-06-08;95.88732394366198
2017-06-09;95.88732394366198
2017-06-12;103.66197183098592
2017-06-13;98.47887323943662
2017-06-14;104.95774647887325
2017-06-15;107.54929577464789
2017-06-16;92.0
2017-06-19;95.88732394366198
2017-06-20;94.59154929577466
2017-06-21;92.0
2017-06-22;93.29577464788733
2017-06-23;94.59154929577466
2017-06-26;126.98591549295776
2017-06-27;114.02816901408451
2017-06-28;108.84507042253522
2017-06-29;104.95774647887325
2017-06-30;103.66197183098592
2017-07-03;115.32394366197184
2017-07-04;110.14084507042254
2017-07-05;106.25352112676057
2017-07-06;114.02816901408451
2017-07-07;98.47887323943662
2017-07-10;107.54929577464789
2017-07-11;99.77464788732395
2017-07-12;98.47887323943662
2017-07-13;94.59154929577466
