Date;TechnipFMC
2018-01-25;103.44827586206897
2018-01-26;97.24137931034484
2018-01-29;84.82758620689656
2018-01-30;66.20689655172414
2018-01-31;101.37931034482759
2018-02-01;66.20689655172414
2018-02-02;68.27586206896552
2018-02-05;37.24137931034483
2018-02-06;47.58620689655173
2018-02-07;47.58620689655173
2018-02-08;132.41379310344828
2018-02-09;78.62068965517241
2018-02-12;95.17241379310346
2018-02-13;18.620689655172416
2018-02-14;47.58620689655173
2018-02-15;97.24137931034484
2018-02-16;117.93103448275863
2018-02-19;64.13793103448276
2018-02-20;82.75862068965517
2018-02-21;82.75862068965517
2018-02-22;95.17241379310346
2018-02-23;78.62068965517241
2018-02-26;65.94827586206897
2018-02-27;80.17241379310344
2018-02-28;75.0
2018-03-01;78.87931034482759
2018-03-02;41.37931034482759
2018-03-05;78.87931034482759
2018-03-06;109.91379310344828
2018-03-07;80.17241379310344
2018-03-08;67.24137931034483
2018-03-09;84.05172413793103
2018-03-12;91.8103448275862
2018-03-13;43.96551724137931
2018-03-14;84.05172413793103
2018-03-15;89.22413793103449
2018-03-16;73.70689655172414
2018-03-19;58.189655172413794
2018-03-20;71.12068965517241
2018-03-21;75.0
2018-03-22;49.13793103448276
2018-03-23;69.82758620689656
2018-03-26;84.05172413793103
2018-03-27;85.3448275862069
2018-03-28;46.55172413793103
2018-03-29;104.74137931034483
2018-04-03;102.15517241379311
2018-04-04;89.22413793103449
2018-04-05;128.01724137931035
2018-04-06;94.39655172413794
2018-04-09;107.32758620689656
2018-04-10;65.94827586206897
2018-04-11;80.17241379310344
2018-04-12;121.55172413793103
2018-04-13;56.896551724137936
2018-04-16;65.94827586206897
2018-04-17;58.189655172413794
2018-04-18;81.46551724137932
2018-04-19;68.5344827586207
2018-04-20;75.0
2018-04-23;47.8448275862069
2018-04-24;91.8103448275862
2018-04-25;80.17241379310344
2018-04-26;76.29310344827586
2018-04-27;67.24137931034483
2018-04-30;82.75862068965517
2018-05-02;93.10344827586206
2018-05-03;63.362068965517246
2018-05-04;89.22413793103449
2018-05-07;41.37931034482759
2018-05-08;80.17241379310344
2018-05-09;113.79310344827587
2018-05-10;104.74137931034483
2018-05-11;64.65517241379311
2018-05-14;72.41379310344828
2018-05-15;111.20689655172414
2018-05-16;108.62068965517241
2018-05-17;99.56896551724138
2018-05-18;99.56896551724138
2018-05-21;73.70689655172414
2018-05-22;129.31034482758622
2018-05-23;95.6896551724138
2018-05-24;68.5344827586207
2018-05-25;124.13793103448276
2018-05-28;67.54563894523326
2018-05-29;98.58012170385396
2018-05-30;120.4868154158215
2018-05-31;118.66125760649088
2018-06-01;104.05679513184585
2018-06-04;87.62677484787018
2018-06-05;182.5557809330629
2018-06-06;82.1501014198783
2018-06-07;122.31237322515213
2018-06-08;156.9979716024341
2018-06-11;133.2657200811359
2018-06-12;147.87018255578093
2018-06-13;115.01014198782961
2018-06-14;115.01014198782961
2018-06-15;116.83569979716025
2018-06-18;104.05679513184585
2018-06-19;135.09127789046653
2018-06-20;104.05679513184585
2018-06-21;87.62677484787018
2018-06-22;91.27789046653145
2018-06-25;87.62677484787018
2018-06-26;65.72008113590263
2018-06-27;147.87018255578093
2018-06-28;100.40567951318458
2018-06-29;71.19675456389453
2018-07-02;125.9634888438134
2018-07-03;83.97565922920893
2018-07-04;80.32454361054766
2018-07-05;80.32454361054766
2018-07-06;60.24340770791075
2018-07-09;131.44016227180526
2018-07-10;111.35902636916836
2018-07-11;113.184584178499
2018-07-12;80.32454361054766
2018-07-13;116.83569979716025
2018-07-16;107.7079107505071
2018-07-17;83.97565922920893
2018-07-18;78.49898580121705
2018-07-19;102.23123732251521
2018-07-20;133.2657200811359
2018-07-23;125.9634888438134
2018-07-24;107.7079107505071
2018-07-25;151.5212981744422
2018-07-26;164.3002028397566
2018-07-27;131.44016227180526
2018-07-30;89.45233265720081
2018-07-31;71.19675456389453
2018-08-01;87.62677484787018
2018-08-02;111.35902636916836
2018-08-03;104.05679513184585
2018-08-06;93.10344827586206
2018-08-07;118.66125760649088
2018-08-08;54.766734279918865
2018-08-09;104.05679513184585
2018-08-10;67.54563894523326
2018-08-13;94.9290060851927
2018-08-14;125.9634888438134
2018-08-15;113.184584178499
2018-08-16;107.7079107505071
2018-08-17;73.02231237322515
2018-08-20;62.06896551724138
2018-08-21;105.88235294117648
2018-08-22;102.23123732251521
2018-08-23;96.75456389452333
2018-08-24;115.36121079731628
2018-08-27;80.00858168200968
2018-08-28;106.0578873459198
2018-08-29;106.0578873459198
2018-08-30;96.75456389452333
2018-08-31;104.1972226556405
2018-09-03;85.59057575284756
2018-09-04;119.08254017787486
2018-09-05;104.1972226556405
2018-09-06;87.45124044312685
2018-09-07;119.08254017787486
2018-09-10;72.56592292089249
2018-09-11;66.98392885005461
2018-09-12;113.50054610703698
2018-09-13;89.31190513340614
2018-09-14;130.24652831955063
2018-09-17;104.1972226556405
2018-09-18;133.96785770010922
2018-09-19;104.1972226556405
2018-09-20;186.06646902792946
2018-09-21;65.12326415977532
2018-09-24;113.50054610703698
2018-09-25;104.1972226556405
2018-09-26;96.75456389452333
2018-09-27;141.4105164612264
2018-09-28;111.63988141675769
2018-10-01;119.08254017787486
2018-10-02;81.86924637228897
2018-10-03;72.56592292089249
2018-10-04;109.77921672647838
2018-10-05;59.54127008893743
2018-10-08;46.516617256982364
2018-10-09;94.89389920424404
2018-10-10;89.31190513340614
2018-10-11;80.00858168200968
2018-10-12;100.47589327508192
2018-10-15;96.75456389452333
2018-10-16;83.72991106256826
2018-10-17;137.6891870806678
2018-10-18;63.26259946949602
2018-10-19;83.72991106256826
2018-10-22;78.14791699173038
2018-10-23;93.03323451396473
2018-10-24;182.34513964737087
2018-10-25;158.15649867374006
2018-10-26;87.45124044312685
2018-10-29;120.94320486815415
2018-10-30;104.1972226556405
2018-10-31;133.96785770010922
2018-11-01;132.10719300982993
2018-11-02;111.63988141675769
2018-11-05;115.36121079731628
2018-11-06;61.401934779216724
2018-11-07;76.28725230145108
2018-11-08;122.80386955843345
2018-11-09;81.86924637228897
2018-11-12;115.36121079731628
2018-11-13;104.1972226556405
2018-11-14;100.47589327508192
2018-11-15;85.59057575284756
2018-11-16;96.75456389452333
2018-11-19;89.31190513340614
2018-11-20;66.98392885005461
2018-11-21;128.38586362927134
2018-11-22;62.90907317834296
2018-11-23;25.677172725854266
2018-11-26;100.14097363083164
2018-11-27;66.7606490872211
2018-11-28;68.0445077235138
2018-11-29;50.07048681541582
2018-11-30;73.17994226868466
2018-12-03;88.58624590419723
2018-12-04;53.92206272429396
2018-12-05;92.43782181307536
2018-12-06;51.35434545170853
2018-12-07;97.57325635824621
2018-12-10;69.32836635980652
2018-12-11;68.0445077235138
2018-12-12;62.90907317834296
2018-12-13;68.0445077235138
2018-12-14;43.65119363395225
2018-12-17;68.0445077235138
2018-12-18;42.36733499765954
2018-12-19;79.59923545014823
2018-12-20;73.17994226868466
2018-12-21;52.638204088001245
2018-12-24;34.66418317990326
2018-12-27;59.05749726946481
2018-12-28;47.50276954283039
2018-12-31;42.36733499765954
2019-01-02;68.0445077235138
2019-01-03;82.16695272273365
2019-01-04;68.0445077235138
2019-01-07;65.47679045092838
2019-01-08;68.0445077235138
2019-01-09;83.45081135902637
2019-01-10;83.45081135902637
2019-01-11;62.90907317834296
2019-01-14;60.341355905757524
2019-01-15;102.70869090341706
2019-01-16;61.625214542050244
2019-01-17;92.43782181307536
2019-01-18;66.7606490872211
2019-01-21;86.0185286316118
2019-01-22;84.73466999531908
2019-01-23;55.20592136058667
2019-01-24;60.341355905757524
2019-01-25;112.97955999375877
2019-01-28;97.57325635824621
2019-01-29;91.15396317678265
2019-01-30;87.3023872679045
2019-01-31;78.31537681385551
2019-02-01;75.74765954127008
2019-02-04;70.61222499609923
2019-02-05;71.89608363239195
2019-02-06;66.7606490872211
2019-02-07;62.90907317834296
2019-02-08;47.50276954283039
2019-02-11;61.625214542050244
2019-02-12;83.45081135902637
2019-02-13;78.31537681385551
2019-02-14;70.61222499609923
2019-02-15;65.47679045092838
2019-02-18;66.7606490872211
2019-02-19;100.14097363083164
2019-02-20;96.80294117647058
2019-02-21;166.90162271805272
2019-02-22;96.80294117647058
2019-02-25;71.76769776876267
2019-02-26;51.73950304259635
2019-02-27;75.10573022312373
2019-02-28;105.14802231237323
2019-03-01;65.09163286004056
