Date;Bnp Paribas
2017-03-01;54.0
2017-03-02;51.0
2017-03-03;49.0
2017-03-06;60.0
2017-03-07;63.0
2017-03-08;64.0
2017-03-09;58.0
2017-03-10;61.0
2017-03-13;77.0
2017-03-14;81.0
2017-03-15;95.0
2017-03-16;100.0
2017-03-17;98.0
2017-03-20;69.0
2017-03-21;54.0
2017-03-22;48.0
2017-03-23;41.0
2017-03-24;44.0
2017-03-27;52.0
2017-03-28;51.0
2017-03-29;55.0
2017-03-30;51.0
2017-03-31;45.0
2017-04-03;55.0
2017-04-04;55.0
2017-04-05;52.0
2017-04-06;50.0
2017-04-07;45.0
2017-04-10;54.0
2017-04-11;47.0
2017-04-12;44.0
2017-04-13;45.0
2017-04-18;52.0
2017-04-19;54.0
2017-04-20;46.0
2017-04-21;47.0
2017-04-24;56.0
2017-04-25;55.0
2017-04-26;58.0
2017-04-27;62.0
2017-04-28;53.0
2017-05-02;59.0
2017-05-03;55.0
2017-05-04;61.0
2017-05-05;59.0
2017-05-08;46.0
2017-05-09;58.0
2017-05-10;54.0
2017-05-11;49.0
2017-05-12;44.0
2017-05-15;48.0
2017-05-16;47.0
2017-05-17;46.0
2017-05-18;45.0
2017-05-19;44.0
2017-05-22;47.0
2017-05-23;50.0
2017-05-24;43.0
2017-05-25;31.0
2017-05-26;41.0
2017-05-29;58.0
2017-05-30;54.0
2017-05-31;61.51898734177215
2017-06-01;55.36708860759494
2017-06-02;49.21518987341772
2017-06-05;39.64556962025316
2017-06-06;68.35443037974683
2017-06-07;58.10126582278481
2017-06-08;51.949367088607595
2017-06-09;50.58227848101266
2017-06-12;58.78481012658228
2017-06-13;55.36708860759494
2017-06-14;48.53164556962025
2017-06-15;44.43037974683544
2017-06-16;38.962025316455694
2017-06-19;52.63291139240506
2017-06-20;60.151898734177216
2017-06-21;51.265822784810126
2017-06-22;43.74683544303797
2017-06-23;41.0126582278481
2017-06-26;50.58227848101266
2017-06-27;56.734177215189874
2017-06-28;60.151898734177216
2017-06-29;53.31645569620253
2017-06-30;50.58227848101266
2017-07-03;56.050632911392405
2017-07-04;62.88607594936709
2017-07-05;54.68354430379747
2017-07-06;51.949367088607595
2017-07-07;48.53164556962025
2017-07-10;52.63291139240506
