Date;Veolia Environ.
2018-01-25;100.504447739066
2018-01-26;81.21571534469979
2018-01-29;94.4132690882135
2018-01-30;81.21571534469979
2018-01-31;81.21571534469979
2018-02-01;92.38287620459602
2018-02-02;75.1245366938473
2018-02-05;68.01816160118608
2018-02-06;80.20051890289105
2018-02-07;89.33728687916977
2018-02-08;79.1853224610823
2018-02-09;75.1245366938473
2018-02-12;82.23091178650853
2018-02-13;71.06375092661231
2018-02-14;70.04855448480356
2018-02-15;96.443661971831
2018-02-16;75.1245366938473
2018-02-19;100.504447739066
2018-02-20;78.17012601927354
2018-02-21;87.30689399555227
2018-02-22;88.32209043736103
2018-02-23;76.13973313565606
2018-02-26;86.29169755374352
2018-02-27;74.10934025203855
2018-02-28;88.32209043736103
2018-03-01;77.1549295774648
2018-03-02;64.97257227575983
2018-03-05;83.24610822831728
2018-03-06;83.24610822831728
2018-03-07;82.23091178650853
2018-03-08;71.06375092661231
2018-03-09;72.07894736842107
2018-03-12;83.24610822831728
2018-03-13;101.51964418087474
2018-03-14;91.36767976278726
2018-03-15;91.36767976278726
2018-03-16;70.04855448480356
2018-03-19;75.1245366938473
2018-03-20;81.21571534469979
2018-03-21;71.06375092661231
2018-03-22;74.10934025203855
2018-03-23;82.23091178650853
2018-03-26;84.26130467012604
2018-03-27;80.20051890289105
2018-03-28;77.1549295774648
2018-03-29;71.06375092661231
2018-04-03;86.29169755374352
2018-04-04;84.26130467012604
2018-04-05;81.21571534469979
2018-04-06;67.00296515937733
2018-04-09;95.42846553002225
2018-04-10;77.1549295774648
2018-04-11;77.1549295774648
2018-04-12;89.33728687916977
2018-04-13;60.91178650852484
2018-04-16;80.20051890289105
2018-04-17;81.21571534469979
2018-04-18;81.21571534469979
2018-04-19;80.20051890289105
2018-04-20;72.07894736842107
2018-04-23;78.17012601927354
2018-04-24;90.35248332097851
2018-04-25;77.1549295774648
2018-04-26;77.1549295774648
2018-04-27;71.06375092661231
2018-04-30;81.21571534469979
2018-05-02;83.24610822831728
2018-05-03;82.23091178650853
2018-05-04;76.13973313565606
2018-05-07;83.24610822831728
2018-05-08;55.835804299481104
2018-05-09;81.21571534469979
2018-05-10;50.75982209043737
2018-05-11;65.98776871756857
2018-05-14;93.39807264640476
2018-05-15;84.26130467012604
2018-05-16;88.32209043736103
2018-05-17;93.39807264640476
2018-05-18;80.20051890289105
2018-05-21;56.85100074128985
2018-05-22;90.35248332097851
2018-05-23;83.24610822831728
2018-05-24;87.30689399555227
2018-05-25;77.1549295774648
2018-05-28;78.22652582159625
2018-05-29;93.22887323943662
2018-05-30;90.01408450704226
2018-05-31;87.87089201877934
2018-06-01;83.58450704225353
2018-06-04;101.80164319248827
2018-06-05;96.44366197183099
2018-06-06;90.01408450704226
2018-06-07;91.08568075117371
2018-06-08;78.22652582159625
2018-06-11;90.01408450704226
2018-06-12;94.30046948356808
2018-06-13;96.44366197183099
2018-06-14;83.58450704225353
2018-06-15;78.22652582159625
2018-06-18;92.15727699530517
2018-06-19;87.87089201877934
2018-06-20;79.29812206572771
2018-06-21;80.36971830985917
2018-06-22;80.36971830985917
2018-06-25;95.37206572769954
2018-06-26;83.58450704225353
2018-06-27;83.58450704225353
2018-06-28;93.22887323943662
2018-06-29;83.58450704225353
2018-07-02;107.15962441314555
2018-07-03;96.44366197183099
2018-07-04;93.22887323943662
2018-07-05;86.79929577464789
2018-07-06;68.58215962441315
2018-07-09;78.22652582159625
2018-07-10;80.36971830985917
2018-07-11;102.87323943661973
2018-07-12;86.79929577464789
2018-07-13;70.72535211267606
2018-07-16;82.51291079812208
2018-07-17;82.51291079812208
2018-07-18;75.01173708920189
2018-07-19;85.72769953051645
2018-07-20;72.86854460093898
2018-07-23;92.15727699530517
2018-07-24;85.72769953051645
2018-07-25;91.08568075117371
2018-07-26;87.87089201877934
2018-07-27;71.79694835680752
2018-07-30;85.72769953051645
2018-07-31;85.72769953051645
2018-08-01;87.87089201877934
2018-08-02;86.79929577464789
2018-08-03;79.29812206572771
2018-08-06;81.44131455399062
2018-08-07;77.1549295774648
2018-08-08;62.152582159624416
2018-08-09;65.36737089201878
2018-08-10;64.29577464788733
2018-08-13;78.22652582159625
2018-08-14;66.43896713615024
2018-08-15;50.36502347417841
2018-08-16;76.08333333333334
2018-08-17;64.29577464788733
2018-08-20;73.94014084507043
2018-08-21;76.08333333333334
2018-08-22;78.22652582159625
2018-08-23;64.29577464788733
2018-08-24;61.32827735644637
2018-08-27;68.25243770314194
2018-08-28;76.16576381365114
2018-08-29;84.07908992416036
2018-08-30;76.16576381365114
2018-08-31;71.21993499458289
2018-09-03;85.068255687974
2018-09-04;77.1549295774648
2018-09-05;85.068255687974
2018-09-06;78.14409534127844
2018-09-07;71.21993499458289
2018-09-10;85.068255687974
2018-09-11;82.10075839653305
2018-09-12;74.18743228602384
2018-09-13;77.1549295774648
2018-09-14;66.27410617551463
2018-09-17;83.0899241603467
2018-09-18;85.068255687974
2018-09-19;75.1765980498375
2018-09-20;71.21993499458289
2018-09-21;74.18743228602384
2018-09-24;71.21993499458289
2018-09-25;81.1115926327194
2018-09-26;78.14409534127844
2018-09-27;68.25243770314194
2018-09-28;65.28494041170097
2018-10-01;86.05742145178765
2018-10-02;82.10075839653305
2018-10-03;82.10075839653305
2018-10-04;75.1765980498375
2018-10-05;71.21993499458289
2018-10-08;92.9815817984832
2018-10-09;69.24160346695558
2018-10-10;88.03575297941495
2018-10-11;89.02491874322861
2018-10-12;78.14409534127844
2018-10-15;90.01408450704226
2018-10-16;85.068255687974
2018-10-17;91.00325027085592
2018-10-18;85.068255687974
2018-10-19;76.16576381365114
2018-10-22;87.0465872156013
2018-10-23;91.00325027085592
2018-10-24;75.1765980498375
2018-10-25;92.9815817984832
2018-10-26;66.27410617551463
2018-10-29;81.1115926327194
2018-10-30;88.03575297941495
2018-10-31;63.306608884073675
2018-11-01;49.45828819068256
2018-11-02;63.306608884073675
2018-11-05;86.05742145178765
2018-11-06;91.00325027085592
2018-11-07;98.91657638136512
2018-11-08;90.01408450704226
2018-11-09;75.1765980498375
2018-11-12;89.02491874322861
2018-11-13;91.99241603466956
2018-11-14;84.07908992416036
2018-11-15;72.20910075839653
2018-11-16;75.1765980498375
2018-11-19;87.0465872156013
2018-11-20;79.13326110509209
2018-11-21;86.05742145178765
2018-11-22;83.22036360172872
2018-11-23;65.25233055135547
2018-11-26;87.94879335182694
2018-11-27;84.16604955174836
2018-11-28;79.43761980165014
2018-11-29;86.05742145178765
2018-11-30;76.6005619515912
2018-12-03;87.0031074018073
2018-12-04;87.0031074018073
2018-12-05;91.73153715190551
2018-12-06;90.78585120188588
2018-12-07;74.70919005155191
2018-12-10;87.0031074018073
2018-12-11;87.0031074018073
2018-12-12;81.32899170168943
2018-12-13;88.89447930184659
2018-12-14;73.76350410153228
2018-12-17;78.49193385163049
2018-12-18;80.38330575166978
2018-12-19;79.43761980165014
2018-12-20;73.76350410153228
2018-12-21;72.81781815151263
2018-12-24;35.936066100746494
2018-12-27;69.03507435143405
2018-12-28;63.36095865131618
2018-12-31;43.50155370090365
2019-01-02;73.76350410153228
2019-01-03;93.6229090519448
2019-01-04;74.70919005155191
2019-01-07;91.73153715190551
2019-01-08;93.6229090519448
2019-01-09;94.56859500196445
2019-01-10;87.94879335182694
2019-01-11;77.54624790161085
2019-01-14;83.22036360172872
2019-01-15;81.32899170168943
2019-01-16;72.81781815151263
2019-01-17;76.6005619515912
2019-01-18;67.14370245139476
2019-01-21;87.0031074018073
2019-01-22;83.22036360172872
2019-01-23;79.43761980165014
2019-01-24;88.89447930184659
2019-01-25;69.9807603014537
2019-01-28;81.32899170168943
2019-01-29;69.03507435143405
2019-01-30;84.16604955174836
2019-01-31;81.32899170168943
2019-02-01;79.43761980165014
2019-02-04;86.05742145178765
2019-02-05;88.89447930184659
2019-02-06;83.22036360172872
2019-02-07;73.76350410153228
2019-02-08;70.92644625147334
2019-02-11;78.49193385163049
2019-02-12;82.27467765170907
2019-02-13;70.92644625147334
2019-02-14;75.65487600157157
2019-02-15;72.81781815151263
2019-02-18;83.22036360172872
2019-02-19;87.0031074018073
2019-02-20;88.00314311906945
2019-02-21;88.00314311906945
2019-02-22;78.00278594644791
2019-02-25;88.00314311906945
2019-02-26;100.00357172621528
2019-02-27;80.00285738097222
2019-02-28;90.00321455359375
2019-03-01;83.00296453275868
