Date;Engie
2017-03-01;76.0
2017-03-02;85.0
2017-03-03;78.0
2017-03-06;88.0
2017-03-07;82.0
2017-03-08;81.0
2017-03-09;63.0
2017-03-10;63.0
2017-03-13;81.0
2017-03-14;79.0
2017-03-15;77.0
2017-03-16;79.0
2017-03-17;80.0
2017-03-20;90.0
2017-03-21;90.0
2017-03-22;77.0
2017-03-23;78.0
2017-03-24;85.0
2017-03-27;99.0
2017-03-28;86.0
2017-03-29;80.0
2017-03-30;78.0
2017-03-31;78.0
2017-04-03;86.0
2017-04-04;91.0
2017-04-05;80.0
2017-04-06;78.0
2017-04-07;69.0
2017-04-10;81.0
2017-04-11;94.0
2017-04-12;85.0
2017-04-13;76.0
2017-04-18;83.0
2017-04-19;85.0
2017-04-20;73.0
2017-04-21;66.0
2017-04-24;73.0
2017-04-25;84.0
2017-04-26;82.0
2017-04-27;76.0
2017-04-28;68.0
2017-05-02;86.0
2017-05-03;89.0
2017-05-04;82.0
2017-05-05;79.0
2017-05-08;59.0
2017-05-09;93.0
2017-05-10;91.0
2017-05-11;96.0
2017-05-12;88.0
2017-05-15;84.0
2017-05-16;78.0
2017-05-17;73.0
2017-05-18;89.0
2017-05-19;69.0
2017-05-22;95.0
2017-05-23;89.0
2017-05-24;76.0
2017-05-25;47.0
2017-05-26;58.0
2017-05-29;100.0
2017-05-30;97.0
2017-05-31;92.14999999999999
2017-06-01;74.69
2017-06-02;64.99
2017-06-05;41.71
2017-06-06;87.3
2017-06-07;71.78
2017-06-08;79.53999999999999
2017-06-09;77.6
2017-06-12;77.6
2017-06-13;78.57
2017-06-14;73.72
2017-06-15;72.75
2017-06-16;62.08
2017-06-19;80.50999999999999
2017-06-20;76.63
2017-06-21;80.50999999999999
2017-06-22;72.75
2017-06-23;64.02
2017-06-26;82.45
2017-06-27;89.24
2017-06-28;80.50999999999999
2017-06-29;74.69
2017-06-30;73.72
2017-07-03;90.21
2017-07-04;83.42
2017-07-05;83.42
2017-07-06;79.53999999999999
2017-07-07;66.92999999999999
2017-07-10;87.3
2017-07-11;80.50999999999999
2017-07-12;78.57
2017-07-13;73.72
2017-07-14;42.68
2017-07-17;82.45
2017-07-18;75.66
2017-07-19;72.75
2017-07-20;73.72
2017-07-21;63.05
2017-07-24;79.53999999999999
2017-07-25;76.63
2017-07-26;82.45
2017-07-27;79.53999999999999
2017-07-28;76.63
2017-07-31;95.06
2017-08-01;84.39
2017-08-02;92.14999999999999
2017-08-03;77.6
2017-08-04;78.57
2017-08-07;79.53999999999999
2017-08-08;81.48
2017-08-09;71.78
2017-08-10;67.89999999999999
2017-08-11;65.96
2017-08-14;59.17
2017-08-15;47.53
2017-08-16;78.57
2017-08-17;86.33
2017-08-18;66.92999999999999
2017-08-21;76.63
2017-08-22;71.78
2017-08-23;73.72
2017-08-24;74.69
2017-08-25;71.78
2017-08-28;86.33
2017-08-29;81.25176470588235
2017-08-30;97.7560294117647
2017-08-31;85.06044117647059
2017-09-01;82.52132352941176
2017-09-04;93.94735294117646
2017-09-05;104.10382352941176
2017-09-06;105.37338235294118
2017-09-07;91.40823529411765
2017-09-08;88.86911764705883
2017-09-11;100.29514705882353
2017-09-12;97.7560294117647
2017-09-13;97.7560294117647
2017-09-14;90.13867647058824
2017-09-15;87.5995588235294
2017-09-18;102.83426470588235
2017-09-19;91.40823529411765
2017-09-20;92.67779411764705
2017-09-21;86.33
2017-09-22;90.13867647058824
2017-09-25;102.83426470588235
2017-09-26;102.83426470588235
2017-09-27;112.99073529411764
2017-09-28;106.64294117647059
2017-09-29;90.13867647058824
2017-10-02;114.26029411764705
2017-10-03;102.83426470588235
2017-10-04;105.37338235294118
2017-10-05;99.02558823529412
2017-10-06;90.13867647058824
2017-10-09;101.56470588235294
2017-10-10;97.7560294117647
2017-10-11;100.29514705882353
2017-10-12;99.02558823529412
2017-10-13;81.25176470588235
2017-10-16;101.56470588235294
2017-10-17;101.56470588235294
2017-10-18;92.67779411764705
2017-10-19;100.29514705882353
2017-10-20;81.25176470588235
2017-10-23;112.99073529411764
2017-10-24;104.10382352941176
2017-10-25;99.02558823529412
2017-10-26;91.40823529411765
2017-10-27;92.67779411764705
2017-10-30;109.18205882352942
2017-10-31;101.56470588235294
2017-11-01;68.55617647058824
2017-11-02;109.18205882352942
2017-11-03;87.5995588235294
2017-11-06;111.72117647058823
2017-11-07;106.64294117647059
2017-11-08;126.95588235294117
2017-11-09;118.06897058823529
2017-11-10;91.40823529411765
2017-11-13;114.26029411764705
2017-11-14;111.72117647058823
2017-11-15;107.9125
2017-11-16;104.10382352941176
2017-11-17;99.02558823529412
2017-11-20;109.18205882352942
2017-11-21;105.37338235294118
2017-11-22;106.64294117647059
2017-11-23;101.56470588235294
2017-11-24;85.06044117647059
2017-11-27;105.07269736842105
2017-11-28;98.89195046439627
2017-11-29;97.65580108359133
2017-11-30;100.12809984520123
2017-12-01;92.71120356037152
2017-12-04;112.48959365325076
2017-12-05;103.8365479876161
2017-12-06;91.47505417956656
2017-12-07;102.60039860681114
2017-12-08;89.00275541795665
2017-12-11;111.25344427244582
2017-12-12;107.54499613003095
2017-12-13;98.89195046439627
2017-12-14;100.12809984520123
2017-12-15;91.47505417956656
2017-12-18;103.8365479876161
2017-12-19;97.65580108359133
2017-12-20;93.94735294117646
2017-12-21;81.58585913312693
2017-12-22;82.82200851393189
2017-12-27;82.82200851393189
2017-12-28;85.2943072755418
2017-12-29;80.34970975232198
2018-01-02;93.94735294117646
2018-01-03;107.54499613003095
2018-01-04;100.12809984520123
2018-01-05;96.41965170278637
2018-01-08;123.61493808049535
2018-01-09;101.3642492260062
2018-01-10;112.48959365325076
2018-01-11;103.8365479876161
2018-01-12;91.47505417956656
2018-01-15;97.65580108359133
2018-01-16;107.54499613003095
2018-01-17;105.07269736842105
2018-01-18;103.8365479876161
2018-01-19;87.7666060371517
2018-01-22;105.07269736842105
2018-01-23;106.308846749226
2018-01-24;90.23890479876161
2018-01-25;95.18350232198142
2018-01-26;89.00275541795665
2018-01-29;102.60039860681114
2018-01-30;110.01729489164086
2018-01-31;97.65580108359133
2018-02-01;105.07269736842105
2018-02-02;95.18350232198142
2018-02-05;110.01729489164086
2018-02-06;102.60039860681114
2018-02-07;101.3642492260062
2018-02-08;91.47505417956656
2018-02-09;85.2943072755418
2018-02-12;107.54499613003095
2018-02-13;107.54499613003095
2018-02-14;90.23890479876161
2018-02-15;102.60039860681114
2018-02-16;96.41965170278637
2018-02-19;106.308846749226
2018-02-20;103.8365479876161
2018-02-21;89.00275541795665
2018-02-22;90.23890479876161
2018-02-23;86.53045665634674
2018-02-26;96.75678335209683
2018-02-27;94.45305041514214
2018-02-28;105.97171509991557
2018-03-01;103.66798216296088
2018-03-02;100.21238275752886
2018-03-05;101.3642492260062
2018-03-06;99.06051628905152
2018-03-07;100.21238275752886
2018-03-08;104.81984863143823
2018-03-09;85.23811866732339
2018-03-12;109.42731450534761
2018-03-13;105.97171509991557
2018-03-14;101.3642492260062
2018-03-15;100.21238275752886
2018-03-16;88.69371807275543
2018-03-19;108.27544803687026
2018-03-20;110.57918097382495
2018-03-21;86.38998513580074
2018-03-22;90.99745100971012
2018-03-23;88.69371807275543
2018-03-26;104.81984863143823
2018-03-27;97.90864982057417
2018-03-28;104.81984863143823
2018-03-29;92.14931747818746
2018-04-03;112.88291391077964
2018-04-04;111.73104744230228
2018-04-05;102.51611569448355
2018-04-06;89.84558454123277
2018-04-09;103.66798216296088
2018-04-10;99.06051628905152
2018-04-11;97.90864982057417
2018-04-12;107.12358156839292
2018-04-13;86.38998513580074
2018-04-16;93.30118394666479
2018-04-17;102.51611569448355
2018-04-18;96.75678335209683
2018-04-19;90.99745100971012
2018-04-20;87.54185160427808
2018-04-23;103.66798216296088
2018-04-24;103.66798216296088
2018-04-25;93.30118394666479
2018-04-26;99.06051628905152
2018-04-27;87.54185160427808
2018-04-30;94.45305041514214
2018-05-02;107.12358156839292
2018-05-03;96.75678335209683
2018-05-04;93.30118394666479
2018-05-07;88.69371807275543
2018-05-08;65.65638870320856
2018-05-09;95.60491688361948
2018-05-10;66.8082551716859
2018-05-11;79.47878632493668
2018-05-14;115.18664684773432
2018-05-15;115.18664684773432
2018-05-16;104.81984863143823
2018-05-17;108.27544803687026
2018-05-18;86.38998513580074
2018-05-21;58.745189892344506
2018-05-22;105.97171509991557
2018-05-23;95.60491688361948
2018-05-24;97.90864982057417
2018-05-25;89.84558454123277
2018-05-28;102.68066804712316
2018-05-29;105.01431959364868
2018-05-30;116.68257732627632
2018-05-31;103.84749382038592
2018-06-01;93.34606186102106
2018-06-04;115.51575155301356
2018-06-05;108.51479691343697
2018-06-06;114.34892577975079
2018-06-07;106.18114536691145
2018-06-08;93.34606186102106
2018-06-11;110.8484484599625
2018-06-12;105.01431959364868
2018-06-13;101.51384227386039
2018-06-14;103.84749382038592
2018-06-15;98.0133649540721
2018-06-18;102.68066804712316
2018-06-19;107.34797114017421
2018-06-20;99.18019072733487
2018-06-21;96.84653918080934
2018-06-22;81.67780412839342
2018-06-25;100.34701650059763
2018-06-26;103.84749382038592
2018-06-27;87.51193299470724
2018-06-28;93.34606186102106
2018-06-29;91.01241031449553
2018-07-02;100.34701650059763
2018-07-03;98.0133649540721
2018-07-04;87.51193299470724
2018-07-05;95.67971340754657
2018-07-06;74.67684948881684
2018-07-09;99.18019072733487
2018-07-10;95.67971340754657
2018-07-11;89.84558454123277
2018-07-12;88.67875876797
2018-07-13;82.84462990165619
2018-07-16;89.84558454123277
2018-07-17;95.67971340754657
2018-07-18;100.34701650059763
2018-07-19;85.1782814481817
2018-07-20;81.67780412839342
2018-07-23;84.01145567491895
2018-07-24;93.34606186102106
2018-07-25;88.67875876797
2018-07-26;88.67875876797
2018-07-27;85.1782814481817
2018-07-30;96.84653918080934
2018-07-31;94.51288763428381
2018-08-01;102.68066804712316
2018-08-02;89.84558454123277
2018-08-03;79.34415258186789
2018-08-06;89.84558454123277
2018-08-07;88.67875876797
2018-08-08;86.34510722144448
2018-08-09;88.67875876797
2018-08-10;73.51002371555408
2018-08-13;87.51193299470724
2018-08-14;77.01050103534237
2018-08-15;47.839856703773286
2018-08-16;75.8436752620796
2018-08-17;74.67684948881684
2018-08-20;92.17923608775828
2018-08-21;84.01145567491895
2018-08-22;82.84462990165619
2018-08-23;85.1782814481817
2018-08-24;79.68290845152482
2018-08-27;112.65514643146614
2018-08-28;108.53361668397348
2018-08-29;94.79518419233126
2018-08-30;89.29981119567438
2018-08-31;94.79518419233126
2018-09-03;109.90745993313769
2018-09-04;104.4120869364808
2018-09-05;104.4120869364808
2018-09-06;104.4120869364808
2018-09-07;97.5428706906597
2018-09-10;101.66440043815237
2018-09-11;105.78593018564503
2018-09-12;98.91671393982392
2018-09-13;109.90745993313769
2018-09-14;89.29981119567438
2018-09-17;120.89820592645147
2018-09-18;104.4120869364808
2018-09-19;112.65514643146614
2018-09-20;100.29055718898815
2018-09-21;89.29981119567438
2018-09-24;107.15977343480925
2018-09-25;126.39357892310835
2018-09-26;109.90745993313769
2018-09-27;98.91671393982392
2018-09-28;105.78593018564503
2018-10-01;127.76742217227257
2018-10-02;131.88895191976525
2018-10-03;107.15977343480925
2018-10-04;115.40283292979458
2018-10-05;98.91671393982392
2018-10-08;115.40283292979458
2018-10-09;111.28130318230191
2018-10-10;104.4120869364808
2018-10-11;109.90745993313769
2018-10-12;107.15977343480925
2018-10-15;114.02898968063036
2018-10-16;115.40283292979458
2018-10-17;107.15977343480925
2018-10-18;118.15051942812302
2018-10-19;109.90745993313769
2018-10-22;104.4120869364808
2018-10-23;137.38432491642212
2018-10-24;116.7766761789588
2018-10-25;103.0382436873166
2018-10-26;107.15977343480925
2018-10-29;127.76742217227257
2018-10-30;125.01973567394413
2018-10-31;116.7766761789588
2018-11-01;87.92596794651016
2018-11-02;97.5428706906597
2018-11-05;131.88895191976525
2018-11-06;130.51510867060102
2018-11-07;127.76742217227257
2018-11-08;112.65514643146614
2018-11-09;107.15977343480925
2018-11-12;136.0104816672579
2018-11-13;122.27204917561569
2018-11-14;137.38432491642212
2018-11-15;103.0382436873166
2018-11-16;100.29055718898815
2018-11-19;125.01973567394413
2018-11-20;115.40283292979458
2018-11-21;131.88895191976525
2018-11-22;126.02722072333124
2018-11-23;99.64943033937818
2018-11-26;128.95808632154825
2018-11-27;118.70005672778872
2018-11-28;127.49265352243974
2018-11-29;108.4420271340292
2018-11-30;99.64943033937818
2018-12-03;137.75068311619927
2018-12-04;134.81981751798224
2018-12-05;115.76919112957172
2018-12-06;118.70005672778872
2018-12-07;111.37289273224621
2018-12-10;145.07784711174176
2018-12-11;121.63092232600573
2018-12-12;120.16548952689723
2018-12-13;137.75068311619927
2018-12-14;99.64943033937818
2018-12-17;133.35438471887375
2018-12-18;118.70005672778872
2018-12-19;121.63092232600573
2018-12-20;128.95808632154825
2018-12-21;117.23462392868022
2018-12-24;54.2210135670146
2018-12-27;108.4420271340292
2018-12-28;111.37289273224621
2018-12-31;64.47904316077413
2019-01-02;124.56178792422274
2019-01-03;123.09635512511423
2019-01-04;127.49265352243974
2019-01-07;140.68154871441627
2019-01-08;131.88895191976525
2019-01-09;128.95808632154825
2019-01-10;136.28525031709077
2019-01-11;117.23462392868022
