Date;Engie
2019-01-14;136.28525031709077
2019-01-15;128.95808632154825
2019-01-16;126.02722072333124
2019-01-17;115.76919112957172
2019-01-18;118.70005672778872
2019-01-21;128.95808632154825
2019-01-22;140.68154871441627
2019-01-23;140.68154871441627
2019-01-24;133.35438471887375
2019-01-25;112.83832553135471
2019-01-28;137.75068311619927
2019-01-29;120.16548952689723
2019-01-30;136.28525031709077
2019-01-31;131.88895191976525
2019-02-01;121.63092232600573
2019-02-04;139.21611591530777
2019-02-05;139.21611591530777
2019-02-06;128.95808632154825
2019-02-07;139.21611591530777
2019-02-08;120.16548952689723
2019-02-11;131.88895191976525
2019-02-12;143.61241431263326
2019-02-13;128.95808632154825
2019-02-14;109.9074599331377
2019-02-15;109.9074599331377
2019-02-18;146.5432799108503
2019-02-19;114.30375833046321
2019-02-20;113.01944643910969
2019-02-21;104.02926319963505
2019-02-22;95.03907996016042
2019-02-25;115.58807022181672
2019-02-26;111.73513454775618
2019-02-27;111.73513454775618
2019-02-28;128.43118913535193
2019-03-01;120.72531778723081
