Date;Lvmh
2018-01-12;23.510260869565222
2018-01-15;22.848000000000006
2018-01-16;22.18573913043479
2018-01-17;20.861217391304354
2018-01-18;22.516869565217398
2018-01-19;19.867826086956526
2018-01-22;23.510260869565222
2018-01-23;24.834782608695658
2018-01-24;22.18573913043479
2018-01-25;28.146086956521746
2018-01-26;33.11304347826088
2018-01-29;20.861217391304354
2018-01-30;25.165913043478266
2018-01-31;19.20556521739131
2018-02-01;21.52347826086957
2018-02-02;19.53669565217392
2018-02-05;18.212173913043483
2018-02-06;22.18573913043479
2018-02-07;22.848000000000006
2018-02-08;22.516869565217398
2018-02-09;20.198956521739134
2018-02-12;21.192347826086962
2018-02-13;20.198956521739134
2018-02-14;20.861217391304354
2018-02-15;18.212173913043483
2018-02-16;15.232000000000005
2018-02-19;19.20556521739131
2018-02-20;22.18573913043479
2018-02-21;21.85460869565218
2018-02-22;20.530086956521746
2018-02-23;14.238608695652177
2018-02-26;19.006886956521743
2018-02-27;21.324800000000003
2018-02-28;18.54330434782609
2018-03-01;12.51673043478261
2018-03-02;18.079721739130438
2018-03-05;16.22539130434783
2018-03-06;35.23227826086957
2018-03-07;46.35826086956523
2018-03-08;29.669286956521745
2018-03-09;19.470469565217396
2018-03-12;23.179130434782614
2018-03-13;23.642713043478267
2018-03-14;18.079721739130438
2018-03-15;20.86121739130435
2018-03-16;17.616139130434785
2018-03-19;18.079721739130438
2018-03-20;17.616139130434785
2018-03-21;18.079721739130438
2018-03-22;22.71554782608696
2018-03-23;16.22539130434783
2018-03-26;23.642713043478267
2018-03-27;18.54330434782609
2018-03-28;18.54330434782609
2018-03-29;18.54330434782609
2018-04-03;19.470469565217396
2018-04-04;16.688973913043483
2018-04-05;17.152556521739132
2018-04-06;19.470469565217396
2018-04-09;24.56987826086957
2018-04-10;32.914365217391314
2018-04-11;22.25196521739131
2018-04-12;22.25196521739131
2018-04-13;21.324800000000003
2018-04-16;19.470469565217396
2018-04-17;20.397634782608698
2018-04-18;19.470469565217396
2018-04-19;18.079721739130438
2018-04-20;17.152556521739132
2018-04-23;18.54330434782609
2018-04-24;19.93405217391305
2018-04-25;21.324800000000003
2018-04-26;19.470469565217396
2018-04-27;16.22539130434783
2018-04-30;15.298226086956525
2018-05-02;20.86121739130435
2018-05-03;20.86121739130435
2018-05-04;19.006886956521743
2018-05-07;18.079721739130438
2018-05-08;17.616139130434785
2018-05-09;17.152556521739132
2018-05-10;13.443895652173916
2018-05-11;13.443895652173916
2018-05-14;22.25196521739131
2018-05-15;17.616139130434785
2018-05-16;17.152556521739132
2018-05-17;19.93405217391305
2018-05-18;20.397634782608698
2018-05-21;20.86121739130435
2018-05-22;18.079721739130438
2018-05-23;17.152556521739132
2018-05-24;29.205704347826092
2018-05-25;21.788382608695656
2018-05-28;19.633487625418063
2018-05-29;17.957458193979935
2018-05-30;17.23915986622074
2018-05-31;17.23915986622074
2018-06-01;18.915189297658866
2018-06-04;18.4363237458194
2018-06-05;18.915189297658866
2018-06-06;23.464412040133784
2018-06-07;23.943277591973246
2018-06-08;18.196890969899666
2018-06-11;18.196890969899666
2018-06-12;17.718025418060204
2018-06-13;17.47859264214047
2018-06-14;16.760294314381273
2018-06-15;16.520861538461542
2018-06-18;13.64766822742475
2018-06-19;16.520861538461542
2018-06-20;15.802563210702344
2018-06-21;18.4363237458194
2018-06-22;18.915189297658866
2018-06-25;20.830651505016725
2018-06-26;15.563130434782611
2018-06-27;16.281428762541807
2018-06-28;17.718025418060204
2018-06-29;16.281428762541807
2018-07-02;12.929369899665554
2018-07-03;16.520861538461542
2018-07-04;16.999727090301004
2018-07-05;17.718025418060204
2018-07-06;17.23915986622074
2018-07-09;15.563130434782611
2018-07-10;16.999727090301004
2018-07-11;15.563130434782611
2018-07-12;16.520861538461542
2018-07-13;16.999727090301004
2018-07-16;15.084264882943145
2018-07-17;15.084264882943145
2018-07-18;15.563130434782611
2018-07-19;17.957458193979935
2018-07-20;13.408235451505018
2018-07-23;13.887101003344483
2018-07-24;22.746113712374584
2018-07-25;21.788382608695656
2018-07-26;16.520861538461542
2018-07-27;17.718025418060204
2018-07-30;12.450504347826088
2018-07-31;13.887101003344483
2018-08-01;15.323697658862878
2018-08-02;14.844832107023413
2018-08-03;15.323697658862878
2018-08-06;14.605399331103682
2018-08-07;16.520861538461542
2018-08-08;15.084264882943145
2018-08-09;14.844832107023413
2018-08-10;12.689937123745821
2018-08-13;14.126533779264216
2018-08-14;12.211071571906356
2018-08-15;12.450504347826088
2018-08-16;13.408235451505018
2018-08-17;14.126533779264216
2018-08-20;16.999727090301004
2018-08-21;12.211071571906356
2018-08-22;18.915189297658866
2018-08-23;14.844832107023413
2018-08-24;13.148279866220737
2018-08-27;13.996555986622074
2018-08-28;16.54138434782609
2018-08-29;16.965522408026757
2018-08-30;14.420694046822742
2018-08-31;12.300003745819398
2018-09-03;16.11724628762542
2018-09-04;13.996555986622074
2018-09-05;17.389660468227426
2018-09-06;19.51035076923077
2018-09-07;15.268970167224081
2018-09-10;18.237936588628763
2018-09-11;14.420694046822742
2018-09-12;15.268970167224081
2018-09-13;22.055179130434784
2018-09-14;19.0862127090301
2018-09-17;16.11724628762542
2018-09-18;16.965522408026757
2018-09-19;17.389660468227426
2018-09-20;19.0862127090301
2018-09-21;18.237936588628763
2018-09-24;19.934488829431437
2018-09-25;27.993111973244147
2018-09-26;24.175869431438127
2018-09-27;19.0862127090301
2018-09-28;18.237936588628763
2018-10-01;20.358626889632106
2018-10-02;19.51035076923077
2018-10-03;19.934488829431437
2018-10-04;19.934488829431437
2018-10-05;20.782764949832778
2018-10-08;22.055179130434784
2018-10-09;34.35518287625418
2018-10-10;33.506906755852846
2018-10-11;33.931044816053515
2018-10-12;42.41380602006689
2018-10-15;19.0862127090301
2018-10-16;27.14483585284281
2018-10-17;20.782764949832778
2018-10-18;23.32759331103679
2018-10-19;17.389660468227426
2018-10-22;20.358626889632106
2018-10-23;18.237936588628763
2018-10-24;20.782764949832778
2018-10-25;14.844832107023413
2018-10-26;19.934488829431437
2018-10-29;19.51035076923077
2018-10-30;17.389660468227426
2018-10-31;18.237936588628763
2018-11-01;14.420694046822742
2018-11-02;16.11724628762542
2018-11-05;22.90345525083612
2018-11-06;19.0862127090301
2018-11-07;16.965522408026757
2018-11-08;15.69310822742475
2018-11-09;15.268970167224081
2018-11-12;16.965522408026757
2018-11-13;17.813798528428094
2018-11-14;19.51035076923077
2018-11-15;13.572417926421405
2018-11-16;15.69310822742475
2018-11-19;17.813798528428094
2018-11-20;19.51035076923077
2018-11-21;17.813798528428094
2018-11-22;15.905177257525086
2018-11-23;13.996555986622075
2018-11-26;15.905177257525086
2018-11-27;19.404316254180603
2018-11-28;16.223280802675585
2018-11-29;18.7681091638796
2018-11-30;16.223280802675585
2018-12-03;17.813798528428094
2018-12-04;14.632763076923078
2018-12-05;13.678452441471574
2018-12-06;13.360348896321073
2018-12-07;16.859487892976592
2018-12-10;16.223280802675585
2018-12-11;14.95086662207358
2018-12-12;20.040523344481606
2018-12-13;16.223280802675585
2018-12-14;29.265526153846157
2018-12-17;18.4500056187291
2018-12-18;17.17759143812709
2018-12-19;18.131902073578598
2018-12-20;18.4500056187291
2018-12-21;15.268970167224083
2018-12-24;9.861209899665553
2018-12-27;12.406038260869567
2018-12-28;11.769831170568564
2018-12-31;9.22500280936455
2019-01-02;14.95086662207358
2019-01-03;17.495694983277595
2019-01-04;14.314659531772577
2019-01-07;14.632763076923078
2019-01-08;17.495694983277595
2019-01-09;17.495694983277595
2019-01-10;17.813798528428094
2019-01-11;15.268970167224083
2019-01-14;14.632763076923078
2019-01-15;16.223280802675585
2019-01-16;12.406038260869567
2019-01-17;21.631041070234115
2019-01-18;23.539662341137127
2019-01-21;17.813798528428094
2019-01-22;16.54138434782609
2019-01-23;16.54138434782609
2019-01-24;15.905177257525086
2019-01-25;16.223280802675585
2019-01-28;17.17759143812709
2019-01-29;23.539662341137127
2019-01-30;28.629319063545154
2019-01-31;24.812076521739133
2019-02-01;23.539662341137127
2019-02-04;15.905177257525086
2019-02-05;19.722419799331107
2019-02-06;18.131902073578598
2019-02-07;16.859487892976592
2019-02-08;16.54138434782609
2019-02-11;15.905177257525086
2019-02-12;17.813798528428094
2019-02-13;20.35862688963211
2019-02-14;15.268970167224083
2019-02-15;16.54138434782609
2019-02-18;17.17759143812709
2019-02-19;31.81035451505017
2019-02-20;24.17586943143813
2019-02-21;19.404316254180603
2019-02-22;15.905177257525086
2019-02-25;19.404316254180603
2019-02-26;20.994833979933112
2019-02-27;17.495694983277595
2019-02-28;20.35862688963211
2019-03-01;17.495694983277595
