Date;EssilorLuxottica
2018-01-24;62.861674447556794
2018-01-25;49.33447868036103
2018-01-26;52.51734827264238
2018-01-29;73.20600062247121
2018-01-30;64.45310924369747
2018-01-31;67.63597883597883
2018-02-01;58.087370059134756
2018-02-02;62.06595704948646
2018-02-05;57.29165266106442
2018-02-06;58.88308745720509
2018-02-07;56.49593526299408
2018-02-08;50.925913476501705
2018-02-09;58.88308745720509
2018-02-12;56.49593526299408
2018-02-13;51.72163087457204
2018-02-14;54.9045004668534
2018-02-15;63.65739184562713
2018-02-16;71.61456582633052
2018-02-19;57.29165266106442
2018-02-20;65.2488266417678
2018-02-21;77.1845876128229
2018-02-22;60.474522253345775
2018-02-23;62.06595704948646
2018-02-26;75.73597388813073
2018-02-27;92.30321817615933
2018-02-28;68.63572633611847
2018-03-01;118.33745920020426
2018-03-02;106.50371328018383
2018-03-05;61.53547878410622
2018-03-06;82.83622144014299
2018-03-07;74.55259929612869
2018-03-08;80.4694722561389
2018-03-09;76.91934848013277
2018-03-12;66.26897715211439
2018-03-13;88.7530944001532
2018-03-14;81.65284684814094
2018-03-15;114.78733542419813
2018-03-16;80.4694722561389
2018-03-19;69.81910092812052
2018-03-20;68.63572633611847
2018-03-21;67.45235174411643
2018-03-22;89.93646899215524
2018-03-23;62.71885337610826
2018-03-26;68.63572633611847
2018-03-27;50.88510745608784
2018-03-28;78.10272307213481
2018-03-29;80.4694722561389
2018-04-03;62.71885337610826
2018-04-04;62.71885337610826
2018-04-05;73.36922470412665
2018-04-06;80.4694722561389
2018-04-09;61.53547878410622
2018-04-10;85.20297062414707
2018-04-11;86.38634521614911
2018-04-12;88.7530944001532
2018-04-13;71.00247552012256
2018-04-16;68.63572633611847
2018-04-17;74.55259929612869
2018-04-18;65.08560256011235
2018-04-19;74.55259929612869
2018-04-20;80.4694722561389
2018-04-23;66.26897715211439
2018-04-24;84.01959603214503
2018-04-25;68.63572633611847
2018-04-26;65.08560256011235
2018-04-27;79.28609766413686
2018-04-30;73.36922470412665
2018-05-02;69.81910092812052
2018-05-03;87.56971980815115
2018-05-04;84.01959603214503
2018-05-07;60.35210419210418
2018-05-08;63.9022279681103
2018-05-09;61.53547878410622
2018-05-10;66.26897715211439
2018-05-11;54.43523123209396
2018-05-14;87.56971980815115
2018-05-15;67.45235174411643
2018-05-16;88.7530944001532
2018-05-17;61.53547878410622
2018-05-18;76.91934848013277
2018-05-21;61.53547878410622
2018-05-22;89.93646899215524
2018-05-23;89.93646899215524
2018-05-24;76.91934848013277
2018-05-25;81.65284684814094
2018-05-28;94.89384903973135
2018-05-29;80.54942999884173
2018-05-30;86.06651424533774
2018-05-31;60.6879267114561
2018-06-01;84.96309739603853
2018-06-04;59.5845098621569
2018-06-05;82.75626369744013
2018-06-06;58.4810930128577
2018-06-07;73.92892890304653
2018-06-08;78.34259630024333
2018-06-11;75.03234575234572
2018-06-12;97.10068273832977
2018-06-13;100.41093328622736
2018-06-14;87.16993109463694
2018-06-15;69.51526150584971
2018-06-18;70.61867835514892
2018-06-19;91.58359849183375
2018-06-20;94.89384903973135
2018-06-21;77.23917945094412
2018-06-22;100.41093328622736
2018-06-25;90.48018164253455
2018-06-26;76.13576260164493
2018-06-27;69.51526150584971
2018-06-28;87.16993109463694
2018-06-29;69.51526150584971
2018-07-02;82.75626369744013
2018-07-03;92.68701534113295
2018-07-04;81.65284684814094
2018-07-05;76.13576260164493
2018-07-06;73.92892890304653
2018-07-09;71.72209520444812
2018-07-10;100.41093328622736
2018-07-11;66.20501095795211
2018-07-12;82.75626369744013
2018-07-13;78.34259630024333
2018-07-16;72.82551205374732
2018-07-17;98.20409958762896
2018-07-18;90.48018164253455
2018-07-19;86.06651424533774
2018-07-20;80.54942999884173
2018-07-23;94.89384903973135
2018-07-24;92.68701534113295
2018-07-25;92.68701534113295
2018-07-26;110.34168492992018
2018-07-27;95.99726588903056
2018-07-30;69.51526150584971
2018-07-31;78.34259630024333
2018-08-01;79.44601314954252
2018-08-02;65.1015941086529
2018-08-03;62.8947604100545
2018-08-06;81.65284684814094
2018-08-07;77.23917945094412
2018-08-08;77.23917945094412
2018-08-09;79.44601314954252
2018-08-10;57.37767616355849
2018-08-13;73.92892890304653
2018-08-14;71.72209520444812
2018-08-15;56.27425931425929
2018-08-16;70.61867835514892
2018-08-17;62.8947604100545
2018-08-20;72.82551205374732
2018-08-21;75.03234575234572
2018-08-22;76.13576260164493
2018-08-23;81.65284684814094
2018-08-24;70.84585241235759
2018-08-27;72.04662957188907
2018-08-28;70.84585241235759
2018-08-29;78.05051536954649
2018-08-30;80.45206968860946
2018-08-31;60.03885797657422
2018-09-03;51.63341785985383
2018-09-04;68.44429809329462
2018-09-05;74.44818389095204
2018-09-06;69.6450752528261
2018-09-07;55.23574933844829
2018-09-10;74.44818389095204
2018-09-11;68.44429809329462
2018-09-12;74.44818389095204
2018-09-13;92.4598412839243
2018-09-14;64.84196661470015
2018-09-17;58.83808081704274
2018-09-18;75.64896105048352
2018-09-19;64.84196661470015
2018-09-20;68.44429809329462
2018-09-21;73.24740673142055
2018-09-24;76.849738210015
2018-09-25;70.84585241235759
2018-09-26;79.25129252907797
2018-09-27;87.65673264579837
2018-09-28;82.85362400767242
2018-10-01;86.45595548626687
2018-10-02;120.07771595314844
2018-10-03;108.0699443578336
2018-10-04;98.46372708158172
2018-10-05;73.24740673142055
2018-10-08;82.85362400767242
2018-10-09;81.65284684814094
2018-10-10;87.65673264579837
2018-10-11;85.25517832673539
2018-10-12;84.0544011672039
2018-10-15;73.24740673142055
2018-10-16;90.05828696486134
2018-10-17;87.65673264579837
2018-10-18;86.45595548626687
2018-10-19;72.04662957188907
2018-10-22;61.239635136105704
2018-10-23;97.26294992205024
2018-10-24;80.45206968860946
2018-10-25;102.06605856017617
2018-10-26;84.0544011672039
2018-10-29;84.0544011672039
2018-10-30;73.24740673142055
2018-10-31;70.84585241235759
2018-11-01;58.83808081704274
2018-11-02;66.04274377423164
2018-11-05;67.24352093376314
2018-11-06;90.05828696486134
2018-11-07;66.04274377423164
2018-11-08;88.85750980532985
2018-11-09;73.24740673142055
2018-11-12;66.04274377423164
2018-11-13;72.04662957188907
2018-11-14;73.24740673142055
2018-11-15;76.849738210015
2018-11-16;76.849738210015
2018-11-19;73.24740673142055
2018-11-20;94.86139560298727
2018-11-21;69.6450752528261
2018-11-22;66.47939001406128
2018-11-23;59.35659822684043
2018-11-26;64.89654739467886
2018-11-27;69.6450752528261
2018-11-28;69.6450752528261
2018-11-29;79.14213096912057
2018-11-30;55.3994916783844
2018-12-03;60.93944084622284
2018-12-04;71.22791787220851
2018-12-05;64.10512608498766
2018-12-06;58.56517691714922
2018-12-07;53.81664905900199
2018-12-10;57.773755607458014
2018-12-11;68.8536539431349
2018-12-12;52.23380643961958
2018-12-13;74.39360311097334
2018-12-14;62.522283465605256
2018-12-17;48.276699891163545
2018-12-18;69.6450752528261
2018-12-19;66.47939001406128
2018-12-20;53.81664905900199
2018-12-21;55.3994916783844
2018-12-24;32.44827369733943
2018-12-27;62.522283465605256
2018-12-28;49.859542510545964
2018-12-31;27.6997458391922
2019-01-02;53.02522774931079
2019-01-03;65.68796870437008
2019-01-04;55.3994916783844
2019-01-07;55.3994916783844
2019-01-08;75.97644573035575
2019-01-09;56.98233429776681
2019-01-10;60.148019536531635
2019-01-11;63.31370477529646
2019-01-14;57.773755607458014
2019-01-15;72.01933918189972
2019-01-16;60.148019536531635
2019-01-17;67.27081132375248
2019-01-18;65.68796870437008
2019-01-21;63.31370477529646
2019-01-22;67.27081132375248
2019-01-23;71.22791787220851
2019-01-24;65.68796870437008
2019-01-25;67.27081132375248
2019-01-28;66.47939001406128
2019-01-29;60.93944084622284
2019-01-30;53.02522774931079
2019-01-31;66.47939001406128
2019-02-01;71.22791787220851
2019-02-04;56.19091298807561
2019-02-05;64.89654739467886
2019-02-06;60.148019536531635
2019-02-07;64.10512608498766
2019-02-08;56.19091298807561
2019-02-11;75.18502442066455
2019-02-12;72.01933918189972
2019-02-13;64.10512608498766
2019-02-14;60.93944084622284
2019-02-15;57.773755607458014
2019-02-18;65.68796870437008
2019-02-19;72.81076049159093
2019-02-20;80.27853079842076
2019-02-21;67.20993276146855
2019-02-22;76.54464564500584
2019-02-25;63.47604760805363
2019-02-26;61.60910503134617
2019-02-27;63.47604760805363
2019-02-28;65.34299018476109
2019-03-01;63.47604760805363
