Date;Orange
2018-05-31;90.91308688683719
2018-06-01;90.91308688683719
2018-06-04;91.99538554025193
2018-06-05;89.83078823342247
2018-06-06;88.74848958000774
2018-06-07;86.58389227317828
2018-06-08;82.25469765951937
2018-06-11;87.66619092659302
2018-06-12;89.83078823342247
2018-06-13;84.41929496634883
2018-06-14;85.50159361976355
2018-06-15;85.50159361976355
2018-06-18;87.66619092659302
2018-06-19;86.58389227317828
2018-06-20;85.50159361976355
2018-06-21;82.25469765951937
2018-06-22;81.17239900610464
2018-06-25;84.41929496634883
2018-06-26;83.33699631293409
2018-06-27;84.41929496634883
2018-06-28;84.41929496634883
2018-06-29;85.50159361976355
2018-07-02;87.66619092659302
2018-07-03;85.50159361976355
2018-07-04;87.66619092659302
2018-07-05;83.33699631293409
2018-07-06;82.25469765951937
2018-07-09;90.91308688683719
2018-07-10;86.58389227317828
2018-07-11;83.33699631293409
2018-07-12;87.66619092659302
2018-07-13;83.33699631293409
2018-07-16;88.74848958000774
2018-07-17;87.66619092659302
2018-07-18;82.25469765951937
2018-07-19;85.50159361976355
2018-07-20;84.41929496634883
2018-07-23;87.66619092659302
2018-07-24;85.50159361976355
2018-07-25;83.33699631293409
2018-07-26;89.83078823342247
2018-07-27;107.14756668805812
2018-07-30;108.22986534147286
2018-07-31;101.73607342098448
2018-08-01;99.57147611415502
2018-08-02;94.15998284708138
2018-08-03;94.15998284708138
2018-08-06;94.15998284708138
2018-08-07;96.32458015391084
2018-08-08;93.07768419366666
2018-08-09;91.99538554025193
2018-08-10;90.91308688683719
2018-08-13;90.91308688683719
2018-08-14;82.25469765951937
2018-08-15;77.92550304586045
2018-08-16;81.17239900610464
2018-08-17;82.25469765951937
2018-08-20;84.41929496634883
2018-08-21;85.50159361976355
2018-08-22;84.41929496634883
2018-08-23;79.00780169927518
2018-08-24;79.00780169927518
2018-08-27;85.8780453252991
2018-08-28;85.8780453252991
2018-08-29;85.01926487204611
2018-08-30;82.44292351228714
2018-08-31;81.58414305903415
2018-09-03;85.01926487204611
2018-09-04;83.30170396554013
2018-09-05;81.58414305903415
2018-09-06;80.72536260578116
2018-09-07;79.00780169927518
2018-09-10;80.72536260578116
2018-09-11;79.86658215252817
2018-09-12;79.86658215252817
2018-09-13;80.72536260578116
2018-09-14;79.00780169927518
2018-09-17;79.86658215252817
2018-09-18;81.58414305903415
2018-09-19;79.86658215252817
2018-09-20;78.14902124602219
2018-09-21;79.86658215252817
2018-09-24;79.86658215252817
2018-09-25;79.00780169927518
2018-09-26;79.00780169927518
2018-09-27;78.14902124602219
2018-09-28;77.2902407927692
2018-10-01;79.86658215252817
2018-10-02;79.86658215252817
2018-10-03;79.00780169927518
2018-10-04;79.86658215252817
2018-10-05;78.14902124602219
2018-10-08;80.72536260578116
2018-10-09;78.14902124602219
2018-10-10;77.2902407927692
2018-10-11;78.14902124602219
2018-10-12;77.2902407927692
2018-10-15;81.58414305903415
2018-10-16;77.2902407927692
2018-10-17;79.00780169927518
2018-10-18;77.2902407927692
2018-10-19;78.14902124602219
2018-10-22;78.14902124602219
2018-10-23;78.14902124602219
2018-10-24;75.57267988626322
2018-10-25;75.57267988626322
2018-10-26;74.71389943301021
2018-10-29;77.2902407927692
2018-10-30;76.4314603395162
2018-10-31;74.71389943301021
2018-11-01;66.9848753537333
2018-11-02;75.57267988626322
2018-11-05;81.58414305903415
2018-11-06;79.86658215252817
2018-11-07;81.58414305903415
2018-11-08;77.2902407927692
2018-11-09;76.4314603395162
2018-11-12;77.2902407927692
2018-11-13;80.72536260578116
2018-11-14;76.4314603395162
2018-11-15;77.2902407927692
2018-11-16;79.00780169927518
2018-11-19;80.72536260578116
2018-11-20;79.86658215252817
2018-11-21;83.30170396554013
2018-11-22;79.33495615765726
2018-11-23;77.35158225371583
2018-11-26;78.34326920568654
2018-11-27;77.35158225371583
2018-11-28;77.35158225371583
2018-11-29;76.35989530174511
2018-11-30;77.35158225371583
2018-12-03;79.33495615765726
2018-12-04;79.33495615765726
2018-12-05;77.35158225371583
2018-12-06;77.35158225371583
2018-12-07;76.35989530174511
2018-12-10;79.33495615765726
2018-12-11;79.33495615765726
2018-12-12;79.33495615765726
2018-12-13;78.34326920568654
2018-12-14;77.35158225371583
2018-12-17;79.33495615765726
2018-12-18;79.33495615765726
2018-12-19;80.32664310962798
2018-12-20;79.33495615765726
2018-12-21;78.34326920568654
2018-12-24;73.38483444583296
2018-12-27;80.32664310962798
2018-12-28;91.23519958130585
2018-12-31;73.38483444583296
2019-01-02;81.31833006159869
2019-01-03;79.33495615765726
2019-01-04;78.34326920568654
2019-01-07;79.33495615765726
2019-01-08;80.32664310962798
2019-01-09;81.31833006159869
2019-01-10;77.35158225371583
2019-01-11;77.35158225371583
2019-01-14;77.35158225371583
2019-01-15;79.33495615765726
2019-01-16;78.34326920568654
2019-01-17;78.34326920568654
2019-01-18;78.34326920568654
2019-01-21;78.34326920568654
2019-01-22;79.33495615765726
2019-01-23;76.35989530174511
2019-01-24;76.35989530174511
2019-01-25;74.37652139780369
2019-01-28;80.32664310962798
2019-01-29;79.33495615765726
2019-01-30;79.33495615765726
2019-01-31;78.34326920568654
2019-02-01;74.37652139780369
2019-02-04;79.33495615765726
2019-02-05;81.31833006159869
2019-02-06;78.34326920568654
2019-02-07;77.35158225371583
2019-02-08;78.34326920568654
2019-02-11;76.35989530174511
2019-02-12;78.34326920568654
2019-02-13;75.36820834977439
2019-02-14;72.39314749386224
2019-02-15;74.37652139780369
2019-02-18;76.35989530174511
2019-02-19;76.35989530174511
2019-02-20;75.55610693014779
2019-02-21;75.55610693014779
2019-02-22;76.35989530174511
2019-02-25;74.75231855855048
2019-02-26;75.55610693014779
2019-02-27;74.75231855855048
2019-02-28;75.55610693014779
2019-03-01;74.75231855855048
