Date;Orange
2017-03-01;90.0
2017-03-02;89.0
2017-03-03;89.0
2017-03-06;96.0
2017-03-07;92.0
2017-03-08;93.0
2017-03-09;90.0
2017-03-10;91.0
2017-03-13;90.0
2017-03-14;91.0
2017-03-15;92.0
2017-03-16;88.0
2017-03-17;90.0
2017-03-20;92.0
2017-03-21;91.0
2017-03-22;91.0
2017-03-23;90.0
2017-03-24;88.0
2017-03-27;93.0
2017-03-28;94.0
2017-03-29;92.0
2017-03-30;90.0
2017-03-31;86.0
2017-04-03;90.0
2017-04-04;89.0
2017-04-05;88.0
2017-04-06;87.0
2017-04-07;86.0
2017-04-10;92.0
2017-04-11;91.0
2017-04-12;90.0
2017-04-13;94.0
2017-04-18;90.0
2017-04-19;89.0
2017-04-20;90.0
2017-04-21;90.0
2017-04-24;89.0
2017-04-25;94.0
2017-04-26;94.0
2017-04-27;93.0
2017-04-28;93.0
2017-05-02;100.0
2017-05-03;95.0
2017-05-04;93.0
2017-05-05;92.0
2017-05-08;84.0
2017-05-09;93.0
2017-05-10;94.0
2017-05-11;95.0
2017-05-12;92.0
2017-05-15;95.0
2017-05-16;91.0
2017-05-17;88.0
2017-05-18;89.0
2017-05-19;91.0
2017-05-22;93.0
2017-05-23;90.0
2017-05-24;85.0
2017-05-25;77.0
2017-05-26;82.0
2017-05-29;97.0
2017-05-30;94.0
2017-05-31;94.0
2017-06-01;96.54054054054053
2017-06-02;90.18918918918918
2017-06-05;91.45945945945945
2017-06-06;100.35135135135134
2017-06-07;96.54054054054053
2017-06-08;97.8108108108108
2017-06-09;127.02702702702702
2017-06-12;120.67567567567566
2017-06-13;115.59459459459458
2017-06-14;113.05405405405405
2017-06-15;113.05405405405405
2017-06-16;109.24324324324323
2017-06-19;109.24324324324323
2017-06-20;104.16216216216216
2017-06-21;102.89189189189189
2017-06-22;99.08108108108107
2017-06-23;97.8108108108108
2017-06-26;106.7027027027027
2017-06-27;101.62162162162161
2017-06-28;100.35135135135134
2017-06-29;101.62162162162161
2017-06-30;101.62162162162161
2017-07-03;102.89189189189189
2017-07-04;96.54054054054053
2017-07-05;96.54054054054053
2017-07-06;97.8108108108108
2017-07-07;94.0
2017-07-10;105.43243243243242
2017-07-11;97.8108108108108
2017-07-12;99.08108108108107
2017-07-13;91.45945945945945
2017-07-14;83.83783783783784
2017-07-17;95.27027027027026
2017-07-18;99.08108108108107
2017-07-19;97.8108108108108
2017-07-20;94.0
2017-07-21;90.18918918918918
2017-07-24;96.54054054054053
2017-07-25;92.72972972972973
2017-07-26;96.54054054054053
2017-07-27;101.62162162162161
2017-07-28;94.0
2017-07-31;97.8108108108108
2017-08-01;96.54054054054053
2017-08-02;97.8108108108108
2017-08-03;94.0
2017-08-04;91.45945945945945
2017-08-07;91.45945945945945
2017-08-08;92.72972972972973
2017-08-09;96.54054054054053
2017-08-10;94.0
2017-08-11;90.18918918918918
2017-08-14;85.1081081081081
2017-08-15;81.29729729729729
2017-08-16;90.18918918918918
2017-08-17;90.18918918918918
2017-08-18;87.64864864864865
2017-08-21;92.72972972972973
2017-08-22;90.18918918918918
2017-08-23;90.18918918918918
2017-08-24;91.45945945945945
2017-08-25;92.72972972972973
2017-08-28;96.54054054054053
2017-08-29;94.39519519519519
2017-08-30;98.68588588588587
2017-08-31;97.6132132132132
2017-09-01;95.46786786786785
2017-09-04;100.83123123123121
2017-09-05;97.6132132132132
2017-09-06;96.54054054054053
2017-09-07;96.54054054054053
2017-09-08;95.46786786786785
2017-09-11;101.9039039039039
2017-09-12;94.39519519519519
2017-09-13;97.6132132132132
2017-09-14;94.39519519519519
2017-09-15;95.46786786786785
2017-09-18;97.6132132132132
2017-09-19;95.46786786786785
2017-09-20;94.39519519519519
2017-09-21;94.39519519519519
2017-09-22;92.24984984984984
2017-09-25;98.68588588588587
2017-09-26;97.6132132132132
2017-09-27;94.39519519519519
2017-09-28;94.39519519519519
2017-09-29;93.3225225225225
2017-10-02;95.46786786786785
2017-10-03;95.46786786786785
2017-10-04;92.24984984984984
2017-10-05;95.46786786786785
2017-10-06;92.24984984984984
2017-10-09;107.26726726726726
2017-10-10;105.12192192192191
2017-10-11;95.46786786786785
2017-10-12;94.39519519519519
2017-10-13;92.24984984984984
2017-10-16;102.97657657657656
2017-10-17;94.39519519519519
2017-10-18;92.24984984984984
2017-10-19;94.39519519519519
2017-10-20;92.24984984984984
2017-10-23;99.75855855855855
2017-10-24;95.46786786786785
2017-10-25;91.17717717717717
2017-10-26;91.17717717717717
2017-10-27;93.3225225225225
2017-10-30;92.24984984984984
2017-10-31;90.10450450450449
2017-11-01;79.37777777777777
2017-11-02;95.46786786786785
2017-11-03;94.39519519519519
2017-11-06;93.3225225225225
2017-11-07;93.3225225225225
2017-11-08;97.6132132132132
2017-11-09;92.24984984984984
2017-11-10;92.24984984984984
2017-11-13;96.54054054054053
2017-11-14;95.46786786786785
2017-11-15;96.54054054054053
2017-11-16;92.24984984984984
2017-11-17;91.17717717717717
2017-11-20;94.39519519519519
2017-11-21;96.54054054054053
2017-11-22;94.39519519519519
2017-11-23;94.39519519519519
2017-11-24;93.3225225225225
2017-11-27;92.0731743508214
2017-11-28;92.0731743508214
2017-11-29;90.15498321851263
2017-11-30;91.11407878466702
2017-12-01;87.27769652004946
2017-12-04;94.95046104928457
2017-12-05;93.03226991697579
2017-12-06;88.23679208620385
2017-12-07;92.0731743508214
2017-12-08;89.19588765235824
2017-12-11;92.0731743508214
2017-12-12;93.99136548313018
2017-12-13;89.19588765235824
2017-12-14;89.19588765235824
2017-12-15;90.15498321851263
2017-12-18;93.03226991697579
2017-12-19;93.03226991697579
2017-12-20;91.11407878466702
2017-12-21;91.11407878466702
2017-12-22;92.0731743508214
2017-12-27;94.95046104928457
2017-12-28;90.15498321851263
2017-12-29;93.03226991697579
2018-01-02;93.99136548313018
2018-01-03;92.0731743508214
2018-01-04;94.95046104928457
2018-01-05;89.19588765235824
2018-01-08;93.99136548313018
2018-01-09;91.11407878466702
2018-01-10;93.99136548313018
2018-01-11;91.11407878466702
2018-01-12;90.15498321851263
2018-01-15;93.03226991697579
2018-01-16;91.11407878466702
2018-01-17;90.15498321851263
2018-01-18;89.19588765235824
2018-01-19;87.27769652004946
2018-01-22;90.15498321851263
2018-01-23;90.15498321851263
2018-01-24;90.15498321851263
2018-01-25;90.15498321851263
2018-01-26;89.19588765235824
2018-01-29;90.15498321851263
2018-01-30;91.11407878466702
2018-01-31;88.23679208620385
2018-02-01;90.15498321851263
2018-02-02;88.23679208620385
2018-02-05;90.15498321851263
2018-02-06;91.11407878466702
2018-02-07;89.19588765235824
2018-02-08;90.15498321851263
2018-02-09;87.27769652004946
2018-02-12;93.03226991697579
2018-02-13;91.11407878466702
2018-02-14;86.31860095389507
2018-02-15;88.23679208620385
2018-02-16;88.23679208620385
2018-02-19;89.19588765235824
2018-02-20;86.31860095389507
2018-02-21;86.31860095389507
2018-02-22;86.31860095389507
2018-02-23;83.44131425543189
2018-02-26;86.65853355962068
2018-02-27;87.666190926593
2018-02-28;88.67384829356534
2018-03-01;85.65087619264834
2018-03-02;90.68916302751
2018-03-05;87.666190926593
2018-03-06;86.65853355962068
2018-03-07;87.666190926593
2018-03-08;86.65853355962068
2018-03-09;85.65087619264834
2018-03-12;89.68150566053768
2018-03-13;88.67384829356534
2018-03-14;84.643218825676
2018-03-15;87.666190926593
2018-03-16;86.65853355962068
2018-03-19;88.67384829356534
2018-03-20;84.643218825676
2018-03-21;83.63556145870368
2018-03-22;84.643218825676
2018-03-23;84.643218825676
2018-03-26;89.68150566053768
2018-03-27;88.67384829356534
2018-03-28;90.68916302751
2018-03-29;89.68150566053768
2018-04-03;89.68150566053768
2018-04-04;87.666190926593
2018-04-05;88.67384829356534
2018-04-06;88.67384829356534
2018-04-09;90.68916302751
2018-04-10;85.65087619264834
2018-04-11;85.65087619264834
2018-04-12;83.63556145870368
2018-04-13;84.643218825676
2018-04-16;87.666190926593
2018-04-17;84.643218825676
2018-04-18;83.63556145870368
2018-04-19;86.65853355962068
2018-04-20;84.643218825676
2018-04-23;86.65853355962068
2018-04-24;85.65087619264834
2018-04-25;85.65087619264834
2018-04-26;86.65853355962068
2018-04-27;85.65087619264834
2018-04-30;86.65853355962068
2018-05-02;93.71213512842701
2018-05-03;90.68916302751
2018-05-04;89.68150566053768
2018-05-07;89.68150566053768
2018-05-08;79.60493199081434
2018-05-09;87.666190926593
2018-05-10;81.62024672475901
2018-05-11;90.68916302751
2018-05-14;100.76573669723334
2018-05-15;94.71979249539935
2018-05-16;91.69682039448234
2018-05-17;92.70447776145468
2018-05-18;89.68150566053768
2018-05-21;79.60493199081434
2018-05-22;87.666190926593
2018-05-23;88.67384829356534
2018-05-24;85.65087619264834
2018-05-25;87.666190926593
2018-05-28;90.91308688683719
2018-05-29;89.83078823342247
2018-05-30;88.74848958000774
