Date,^FCHI
2017-03-01,4970.64013671875
2017-03-02,4972.8798828125
2017-03-03,5002.31982421875
2017-03-06,4985.240234375
2017-03-07,4974.7900390625
2017-03-08,4976.0400390625
2017-03-09,4988.6298828125
2017-03-10,5022.10009765625
2017-03-13,5013.080078125
2017-03-14,5006.0498046875
2017-03-15,4989.2998046875
2017-03-16,5031.56982421875
2017-03-17,5037.85009765625
2017-03-20,5030.06005859375
2017-03-21,5054.91015625
2017-03-22,5005.06005859375
2017-03-23,5032.93994140625
2017-03-24,5027.18994140625
2017-03-27,5017.8798828125
2017-03-28,5048.10986328125
2017-03-29,5073.22998046875
2017-03-30,5090.919921875
2017-03-31,5122.509765625
2017-04-03,5132.93017578125
2017-04-04,5101.1298828125
2017-04-05,5123.77978515625
2017-04-06,5126.740234375
2017-04-07,5135.27978515625
2017-04-10,5127.35986328125
2017-04-11,5119.18017578125
2017-04-12,5142.81005859375
2017-04-13,5090.47998046875
2017-04-18,5080.02978515625
2017-04-19,5011.330078125
2017-04-20,5093.60009765625
2017-04-21,5081.60986328125
2017-04-24,5295.47021484375
2017-04-25,5293.39013671875
2017-04-26,5296.52001953125
2017-04-27,5278.9599609375
2017-04-28,5287.85009765625
2017-05-02,5305.9501953125
2017-05-03,5301.60986328125
2017-05-04,5372.419921875
2017-05-05,5432.39990234375
2017-05-08,5442.10009765625
2017-05-09,5413.60009765625
2017-05-10,5402.33984375
2017-05-11,5409.990234375
2017-05-12,5405.419921875
2017-05-15,5417.39990234375
2017-05-16,5417.169921875
2017-05-17,5394.8798828125
2017-05-18,5322.7001953125
2017-05-19,5334.4501953125
2017-05-22,5339.41015625
2017-05-23,5368.8798828125
2017-05-24,5353.009765625
2017-05-25,5366.7001953125
2017-05-26,5336.759765625
2017-05-29,5335.77978515625
2017-05-30,5309.35986328125
2017-05-31,5334.56982421875
2017-06-01,5327.60009765625
2017-06-02,5372.97021484375
2017-06-05,5343.7900390625
2017-06-06,5296.419921875
2017-06-07,5320.0400390625
2017-06-08,5290.5
2017-06-09,5320.169921875
2017-06-12,5286.10009765625
2017-06-13,5273.8701171875
2017-06-14,5314.9599609375
2017-06-15,5235.8798828125
2017-06-16,5273.68017578125
2017-06-19,5331.31982421875
2017-06-20,5339.5498046875
2017-06-21,5286.06005859375
2017-06-22,5286.4599609375
2017-06-23,5283.8798828125
2017-06-26,5323.72998046875
2017-06-27,5284.9599609375
2017-06-28,5273.9501953125
2017-06-29,5272.93994140625
2017-06-30,5192.39013671875
2017-07-03,5200.72998046875
2017-07-04,5197.81005859375
2017-07-05,5192.509765625
2017-07-06,5177.6201171875
2017-07-07,5155.419921875
2017-07-10,5179.33984375
2017-07-11,5186.43994140625
2017-07-12,5239.02001953125
2017-07-13,5259.47021484375
2017-07-14,5246.77978515625
2017-07-17,5246.22998046875
2017-07-18,5233.14990234375
2017-07-19,5218.990234375
2017-07-20,5251.25
2017-07-21,5208.85009765625
2017-07-24,5143.47998046875
2017-07-25,5193.18994140625
2017-07-26,5208.330078125
2017-07-27,5218.56005859375
2017-07-28,5144.02978515625
2017-07-31,5148.14990234375
2017-08-01,5148.490234375
2017-08-02,5135.14013671875
2017-08-03,5142.91015625
2017-08-04,5216.39990234375
2017-08-07,5220.58984375
2017-08-08,5231.64990234375
2017-08-09,5183.3701171875
2017-08-10,5148.47021484375
2017-08-11,5086.06005859375
2017-08-14,5136.18994140625
2017-08-15,5158.5
2017-08-16,5200.16015625
2017-08-17,5180.259765625
2017-08-18,5117.0400390625
2017-08-21,5105.93994140625
2017-08-22,5137.5400390625
2017-08-23,5149.080078125
2017-08-24,5136.2998046875
2017-08-25,5141.0498046875
2017-08-28,5106.25
2017-08-29,5041.89013671875
2017-08-30,5069.1201171875
2017-08-31,5104.77978515625
2017-09-01,5138.419921875
2017-09-04,5114.7001953125
2017-09-05,5125.7998046875
2017-09-06,5114.2900390625
2017-09-07,5148.06005859375
2017-09-08,5117.89013671875
2017-09-11,5180.25
2017-09-12,5219.080078125
2017-09-13,5227.0
2017-09-14,5233.5400390625
2017-09-15,5237.169921875
2017-09-18,5239.8798828125
2017-09-19,5238.2900390625
2017-09-20,5248.7900390625
2017-09-21,5275.419921875
2017-09-22,5295.93017578125
2017-09-25,5286.830078125
2017-09-26,5274.580078125
2017-09-27,5289.89013671875
2017-09-28,5295.27001953125
2017-09-29,5329.81005859375
2017-10-02,5350.43994140625
2017-10-03,5370.89013671875
2017-10-04,5369.4501953125
2017-10-05,5381.740234375
2017-10-06,5378.06982421875
2017-10-09,5378.509765625
2017-10-10,5372.27001953125
2017-10-11,5367.3798828125
2017-10-12,5361.919921875
2017-10-13,5371.64990234375
2017-10-16,5371.6201171875
2017-10-17,5376.68994140625
2017-10-18,5394.22998046875
2017-10-19,5377.81005859375
2017-10-20,5392.08984375
2017-10-23,5408.740234375
2017-10-24,5413.02978515625
2017-10-25,5416.5400390625
2017-10-26,5459.60986328125
2017-10-27,5513.52978515625
2017-10-30,5507.56005859375
2017-10-31,5511.25
2017-11-01,5536.39990234375
2017-11-02,5520.81005859375
2017-11-03,5521.919921875
2017-11-06,5513.31005859375
2017-11-07,5525.5498046875
2017-11-08,5496.080078125
2017-11-09,5479.7001953125
2017-11-10,5415.8798828125
2017-11-13,5384.759765625
2017-11-14,5365.64013671875
2017-11-15,5312.39013671875
2017-11-16,5345.22998046875
2017-11-17,5350.25
2017-11-20,5348.14990234375
2017-11-21,5385.85986328125
2017-11-22,5391.009765625
2017-11-23,5391.89013671875
2017-11-24,5419.8798828125
