Date;CAC 40
2017-03-01;41.0
2017-03-02;38.0
2017-03-03;41.0
2017-03-06;39.0
2017-03-07;39.0
2017-03-08;40.0
2017-03-09;47.0
2017-03-10;46.0
2017-03-13;45.0
2017-03-14;37.0
2017-03-15;41.0
2017-03-16;63.0
2017-03-17;41.0
2017-03-20;41.0
2017-03-21;39.0
2017-03-22;42.0
2017-03-23;47.0
2017-03-24;43.0
2017-03-27;37.0
2017-03-28;36.0
2017-03-29;38.0
2017-03-30;45.0
2017-03-31;42.0
2017-04-03;39.0
2017-04-04;33.0
2017-04-05;38.0
2017-04-06;46.0
2017-04-07;41.0
2017-04-10;44.0
2017-04-11;43.0
2017-04-12;43.0
2017-04-13;33.0
2017-04-18;45.0
2017-04-19;38.0
2017-04-20;39.0
2017-04-21;48.0
2017-04-24;100.0
2017-04-25;67.0
2017-04-26;57.0
2017-04-27;53.0
2017-04-28;44.0
2017-05-02;44.0
2017-05-03;43.0
2017-05-04;57.0
2017-05-05;50.0
2017-05-08;61.0
2017-05-09;58.0
2017-05-10;55.0
2017-05-11;48.0
2017-05-12;46.0
2017-05-15;41.0
2017-05-16;52.0
2017-05-17;46.0
2017-05-18;44.0
2017-05-19;48.0
2017-05-22;52.0
2017-05-23;38.0
2017-05-24;41.0
2017-05-25;37.0
2017-05-26;40.0
2017-05-29;38.0
2017-05-30;40.0
2017-05-31;35.051546391752574
2017-06-01;31.34020618556701
2017-06-02;37.93814432989691
2017-06-05;30.51546391752577
2017-06-06;30.92783505154639
2017-06-07;30.92783505154639
2017-06-08;33.4020618556701
2017-06-09;38.76288659793814
2017-06-12;35.876288659793815
2017-06-13;37.113402061855666
2017-06-14;34.63917525773196
2017-06-15;35.876288659793815
2017-06-16;38.350515463917525
2017-06-19;40.824742268041234
2017-06-20;36.28865979381443
2017-06-21;34.22680412371134
2017-06-22;33.81443298969072
2017-06-23;34.63917525773196
2017-06-26;35.876288659793815
2017-06-27;37.93814432989691
2017-06-28;34.22680412371134
2017-06-29;37.113402061855666
2017-06-30;37.52577319587628
2017-07-03;37.113402061855666
2017-07-04;34.22680412371134
2017-07-05;38.350515463917525
2017-07-06;34.22680412371134
2017-07-07;33.81443298969072
2017-07-10;32.16494845360825
2017-07-11;26.804123711340203
2017-07-12;36.28865979381443
2017-07-13;37.52577319587628
2017-07-14;23.505154639175256
2017-07-17;31.752577319587626
2017-07-18;33.4020618556701
2017-07-19;31.752577319587626
2017-07-20;32.98969072164948
2017-07-21;36.28865979381443
2017-07-24;32.577319587628864
2017-07-25;34.63917525773196
2017-07-26;35.876288659793815
2017-07-27;40.824742268041234
2017-07-28;36.28865979381443
2017-07-31;37.52577319587628
2017-08-01;34.63917525773196
2017-08-02;32.98969072164948
2017-08-03;35.46391752577319
2017-08-04;39.17525773195876
2017-08-07;35.876288659793815
2017-08-08;33.81443298969072
2017-08-09;35.876288659793815
2017-08-10;41.23711340206185
2017-08-11;35.46391752577319
2017-08-14;32.577319587628864
2017-08-15;27.62886597938144
2017-08-16;41.23711340206185
2017-08-17;40.0
2017-08-18;35.051546391752574
2017-08-21;33.81443298969072
2017-08-22;37.113402061855666
2017-08-23;35.051546391752574
2017-08-24;34.22680412371134
2017-08-25;34.63917525773196
2017-08-28;32.16494845360825
2017-08-29;36.41314919276405
2017-08-30;35.80626337288466
2017-08-31;32.77183427348765
2017-09-01;38.23380665240226
2017-09-04;33.98560591324645
2017-09-05;34.592491733125854
2017-09-06;34.592491733125854
2017-09-07;33.98560591324645
2017-09-08;32.77183427348765
2017-09-11;38.23380665240226
2017-09-12;29.130519354211245
2017-09-13;39.44757829216106
2017-09-14;36.41314919276405
2017-09-15;33.37872009336705
2017-09-18;33.98560591324645
2017-09-19;38.23380665240226
2017-09-20;37.626920832522856
2017-09-21;34.592491733125854
2017-09-22;33.37872009336705
2017-09-25;38.84069247228166
2017-09-26;32.16494845360825
2017-09-27;35.80626337288466
2017-09-28;35.80626337288466
2017-09-29;33.98560591324645
2017-10-02;38.23380665240226
2017-10-03;35.199377553005256
2017-10-04;31.55806263372885
2017-10-05;33.37872009336705
2017-10-06;39.44757829216106
2017-10-09;32.77183427348765
2017-10-10;35.80626337288466
2017-10-11;33.98560591324645
2017-10-12;37.020035012643454
2017-10-13;33.98560591324645
2017-10-16;35.199377553005256
2017-10-17;33.98560591324645
2017-10-18;36.41314919276405
2017-10-19;34.592491733125854
2017-10-20;37.020035012643454
2017-10-23;33.37872009336705
2017-10-24;29.737405174090647
2017-10-25;32.16494845360825
2017-10-26;40.05446411204046
2017-10-27;60.6885819879401
2017-10-30;40.05446411204046
2017-10-31;44.90955067107567
2017-11-01;30.951176813849447
2017-11-02;44.30266485119627
2017-11-03;44.30266485119627
2017-11-06;44.90955067107567
2017-11-07;33.98560591324645
2017-11-08;43.088893211437465
2017-11-09;43.088893211437465
2017-11-10;35.80626337288466
2017-11-13;40.661349931919865
2017-11-14;40.661349931919865
2017-11-15;41.87512157167866
2017-11-16;37.626920832522856
2017-11-17;35.199377553005256
2017-11-20;35.80626337288466
2017-11-21;34.592491733125854
2017-11-22;40.05446411204046
2017-11-23;36.41314919276405
2017-11-24;38.84069247228166
2017-11-27;13.654930947286521
2017-11-28;16.841081501653377
2017-11-29;16.841081501653377
2017-11-30;16.841081501653377
2017-12-01;17.296245866562927
2017-12-04;17.296245866562927
2017-12-05;19.11690332620113
2017-12-06;15.475588406924723
2017-12-07;16.385917136743824
2017-12-08;17.751410231472477
2017-12-11;15.020424042015174
2017-12-12;15.020424042015174
2017-12-13;15.930752771834275
2017-12-14;16.841081501653377
2017-12-15;16.385917136743824
2017-12-18;16.385917136743824
2017-12-19;17.296245866562927
2017-12-20;16.385917136743824
2017-12-21;16.841081501653377
2017-12-22;17.296245866562927
2017-12-27;15.020424042015174
2017-12-28;15.020424042015174
2017-12-29;16.841081501653377
2018-01-02;12.74460221746742
2018-01-03;18.66173896129158
2018-01-04;19.11690332620113
2018-01-05;19.11690332620113
2018-01-08;20.02723205602023
2018-01-09;20.02723205602023
2018-01-10;19.57206769111068
2018-01-11;17.751410231472477
2018-01-12;16.841081501653377
2018-01-15;15.930752771834275
2018-01-16;18.66173896129158
2018-01-17;18.206574596382026
2018-01-18;17.296245866562927
2018-01-19;17.296245866562927
2018-01-22;16.841081501653377
2018-01-23;19.11690332620113
2018-01-24;17.751410231472477
2018-01-25;18.206574596382026
2018-01-26;18.206574596382026
2018-01-29;16.841081501653377
2018-01-30;16.841081501653377
2018-01-31;16.841081501653377
2018-02-01;17.751410231472477
2018-02-02;17.751410231472477
2018-02-05;20.93756078583933
2018-02-06;45.51643649095507
2018-02-07;32.77183427348765
2018-02-08;29.130519354211245
2018-02-09;33.2269986383972
2018-02-12;30.040848084030348
2018-02-13;26.85469752966349
2018-02-14;26.85469752966349
2018-02-15;26.85469752966349
2018-02-16;24.57887570511574
2018-02-19;21.847889515658434
2018-02-20;21.392725150748884
2018-02-21;21.392725150748884
2018-02-22;23.668546975296636
2018-02-23;23.668546975296636
2018-02-26;17.75141023147248
2018-02-27;17.523828049017705
2018-02-28;18.66173896129158
2018-03-01;15.475588406924725
2018-03-02;19.572067691110682
2018-03-05;19.344485508655907
2018-03-06;18.66173896129158
2018-03-07;20.02723205602023
2018-03-08;18.20657459638203
2018-03-09;18.889321143746358
2018-03-12;14.792841859560399
2018-03-13;17.978992413927255
2018-03-14;17.75141023147248
2018-03-15;17.978992413927255
2018-03-16;17.75141023147248
2018-03-19;16.841081501653377
2018-03-20;16.613499319198603
2018-03-21;14.565259677105624
2018-03-22;18.434156778836805
2018-03-23;22.758218245477536
2018-03-26;21.16514296829411
2018-03-27;20.482396420929785
2018-03-28;21.392725150748884
2018-03-29;19.116903326201133
2018-04-03;18.434156778836805
2018-04-04;18.66173896129158
2018-04-05;19.344485508655907
2018-04-06;19.116903326201133
2018-04-09;21.392725150748884
2018-04-10;18.20657459638203
2018-04-11;17.523828049017705
2018-04-12;16.613499319198603
2018-04-13;15.930752771834277
2018-04-16;16.841081501653377
2018-04-17;15.475588406924725
2018-04-18;17.296245866562927
2018-04-19;17.523828049017705
2018-04-20;20.02723205602023
2018-04-23;17.978992413927255
2018-04-24;18.66173896129158
2018-04-25;16.613499319198603
2018-04-26;18.434156778836805
2018-04-27;16.613499319198603
2018-04-30;15.24800622446995
2018-05-02;20.02723205602023
2018-05-03;17.75141023147248
2018-05-04;16.158334954289053
2018-05-07;16.841081501653377
2018-05-08;12.517020035012646
2018-05-09;17.296245866562927
2018-05-10;15.24800622446995
2018-05-11;16.158334954289053
2018-05-14;21.392725150748884
2018-05-15;20.482396420929785
2018-05-16;18.20657459638203
2018-05-17;19.572067691110682
2018-05-18;18.889321143746358
2018-05-21;15.24800622446995
2018-05-22;19.116903326201133
2018-05-23;18.434156778836805
2018-05-24;20.482396420929785
2018-05-25;17.75141023147248
2018-05-28;17.75141023147248
2018-05-29;19.5877630140386
2018-05-30;18.159488627598286
2018-05-31;18.975645419849894
2018-06-01;18.771606221786993
2018-06-04;14.078704666340244
2018-06-05;17.95544942953538
2018-06-06;18.567567023724088
2018-06-07;17.139292637283774
2018-06-08;16.73121424115797
2018-06-11;16.935253439220872
2018-06-12;14.894861458591851
2018-06-13;12.650430279899929
2018-06-14;17.343331835346678
2018-06-15;17.343331835346678
2018-06-18;15.098900656654754
2018-06-19;16.527175043095067
2018-06-20;16.73121424115797
2018-06-21;16.119096646969265
2018-06-22;17.54737103340958
2018-06-25;15.71101825084346
2018-06-26;18.771606221786993
2018-06-27;16.323135845032166
2018-06-28;20.403919806290208
2018-06-29;14.894861458591851
2018-07-02;15.915057448906362
2018-07-03;19.383723815975696
2018-07-04;16.119096646969265
2018-07-05;17.139292637283774
2018-07-06;14.69082226052895
2018-07-09;14.894861458591851
2018-07-10;16.73121424115797
2018-07-11;15.302939854717655
2018-07-12;16.73121424115797
2018-07-13;16.323135845032166
2018-07-16;14.69082226052895
2018-07-17;14.078704666340244
2018-07-18;16.73121424115797
2018-07-19;16.119096646969265
2018-07-20;12.85446947796283
2018-07-23;13.466587072151537
2018-07-24;13.466587072151537
2018-07-25;15.098900656654754
2018-07-26;16.323135845032166
2018-07-27;14.486783062466047
2018-07-30;14.894861458591851
2018-07-31;15.71101825084346
2018-08-01;14.078704666340244
2018-08-02;14.078704666340244
2018-08-03;15.915057448906362
2018-08-06;16.119096646969265
2018-08-07;12.446391081837026
2018-08-08;14.894861458591851
2018-08-09;14.894861458591851
2018-08-10;16.935253439220872
2018-08-13;16.527175043095067
2018-08-14;13.67062627021444
2018-08-15;12.038312685711222
2018-08-16;16.73121424115797
2018-08-17;17.75141023147248
2018-08-20;15.302939854717655
2018-08-21;15.302939854717655
2018-08-22;16.119096646969265
2018-08-23;15.506979052780558
2018-08-24;14.00630366057599
2018-08-27;12.505628268371419
2018-08-28;13.75619109520856
2018-08-29;15.50697905278056
2018-08-30;13.75619109520856
2018-08-31;12.755740833738846
2018-09-03;14.00630366057599
2018-09-04;14.506528791310846
2018-09-05;16.007204183515416
2018-09-06;15.006753922045702
2018-09-07;14.506528791310846
2018-09-10;14.756641356678275
2018-09-11;12.755740833738846
2018-09-12;13.75619109520856
2018-09-13;13.506078529841131
2018-09-14;13.75619109520856
2018-09-17;13.506078529841131
2018-09-18;12.25551570300399
2018-09-19;13.255965964473704
2018-09-20;14.506528791310846
2018-09-21;16.257316748882843
2018-09-24;14.756641356678275
2018-09-25;14.506528791310846
2018-09-26;14.506528791310846
2018-09-27;13.005853399106275
2018-09-28;15.50697905278056
2018-10-01;13.506078529841131
2018-10-02;14.00630366057599
2018-10-03;13.255965964473704
2018-10-04;14.256416225943417
2018-10-05;14.00630366057599
2018-10-08;14.756641356678275
2018-10-09;14.506528791310846
2018-10-10;15.50697905278056
2018-10-11;24.51103140600798
2018-10-12;21.259568056231412
2018-10-15;20.759342925496554
2018-10-16;20.00900522939427
2018-10-17;20.759342925496554
2018-10-18;17.507879575719986
2018-10-19;18.75844240255713
2018-10-22;15.50697905278056
2018-10-23;22.260018317701125
2018-10-24;22.009905752333697
2018-10-25;25.011256536742838
2018-10-26;25.011256536742838
2018-10-29;24.761143971375407
2018-10-30;21.75979318696627
2018-10-31;21.50968062159884
2018-11-01;16.507429314250274
2018-11-02;21.009455490863985
2018-11-05;19.008554967924557
2018-11-06;17.00765444498513
2018-11-07;20.509230360129127
2018-11-08;18.5083298371897
2018-11-09;18.008104706454844
2018-11-12;18.5083298371897
2018-11-13;19.258667533291984
2018-11-14;18.75844240255713
2018-11-15;20.2591177947617
2018-11-16;17.507879575719986
2018-11-19;20.00900522939427
2018-11-20;21.259568056231412
2018-11-21;19.508780098659415
2018-11-22;19.508780098659415
2018-11-23;16.081561973219245
2018-11-26;18.71788360817322
2018-11-27;17.399722790696234
2018-11-28;16.081561973219245
2018-11-29;17.926987117687027
2018-11-30;17.136090627200836
2018-12-03;18.98151577166862
2018-12-04;18.71788360817322
2018-12-05;18.190619281182425
2018-12-06;24.517791205071966
2018-12-07;25.835952022548952
2018-12-10;21.88146957011799
2018-12-11;22.672366060604183
2018-12-12;22.408733897108785
2018-12-13;22.93599822409958
2018-12-14;19.508780098659415
2018-12-17;18.71788360817322
2018-12-18;20.563308752641003
2018-12-19;20.8269409161364
2018-12-20;23.99052687808117
2018-12-21;23.463262551090374
2018-12-24;19.77241226215481
2018-12-27;26.363216349539748
2018-12-28;26.09958418604435
2018-12-31;16.345194136714642
2019-01-02;23.463262551090374
2019-01-03;24.254159041576568
2019-01-04;25.04505553206276
2019-01-07;21.88146957011799
2019-01-08;22.672366060604183
2019-01-09;24.781423368567363
2019-01-10;24.254159041576568
2019-01-11;22.672366060604183
2019-01-14;19.245147935164017
2019-01-15;21.61783740662259
2019-01-16;22.145101733613387
2019-01-17;21.354205243127197
2019-01-18;21.61783740662259
2019-01-21;21.354205243127197
2019-01-22;19.245147935164017
2019-01-23;21.0905730796318
2019-01-24;20.8269409161364
2019-01-25;23.463262551090374
2019-01-28;20.563308752641003
2019-01-29;21.0905730796318
2019-01-30;21.61783740662259
2019-01-31;21.61783740662259
2019-02-01;23.463262551090374
2019-02-04;20.036044425650207
2019-02-05;23.99052687808117
2019-02-06;22.672366060604183
2019-02-07;21.0905730796318
2019-02-08;21.0905730796318
2019-02-11;20.036044425650207
2019-02-12;21.61783740662259
2019-02-13;22.672366060604183
2019-02-14;22.93599822409958
2019-02-15;24.517791205071966
2019-02-18;21.0905730796318
2019-02-19;21.0905730796318
2019-02-20;20.836469789515753
2019-02-21;24.139812561024346
2019-02-22;23.631605980792255
2019-02-25;22.10698624009598
2019-02-26;21.852882949979936
2019-02-27;21.59877965986389
2019-02-28;21.344676369747845
2019-03-01;23.37750269067621
