Date,AC.PA,ACA.PA,AI.PA,AIR.PA,ATO.PA,BN.PA,BNP.PA,CA.PA,CAP.PA,CS.PA,DG.PA,DSY.PA,EL.PA,EN.PA,ENGI.PA,FP.PA,FR.PA,FTI.PA,GLE.PA,KER.PA,LR.PA,MC.PA,ML.PA,MT.AS,OR.PA,ORA.PA,PUB.PA,RI.PA,RMS.PA,RNO.PA,SAF.PA,SAN.PA,SGO.PA,STM.PA,SU.PA,SW.PA,UG.PA,URW.AS,VIE.PA,VIV.PA
2017-04-03,808286.0,4965415.0,748174.0,1272288.0,199413.0,1642270.0,3344854.0,2385591.0,398621.0,7197975.0,1265564.0,243096.0,,1050861.0,5250452.0,4938414.0,747671.0,970267.0,3297301.0,214740.0,582781.0,634209.0,581413.0,5455564.0,410484.0,5437236.0,593704.0,315652.0,48195.0,620396.0,1217023.0,1806452.0,1641964.0,1637350.0,1113349.0,216497.0,2220816.0,324238.0,2555472.0,3880493.0
2017-04-04,1260720.0,6196417.0,721314.0,1165031.0,194180.0,1634219.0,3359772.0,2549079.0,599995.0,5100320.0,1440197.0,189179.0,,863501.0,4382835.0,5165283.0,906745.0,867177.0,4682877.0,204464.0,649744.0,495445.0,531747.0,5945443.0,394484.0,5264366.0,438584.0,429646.0,36294.0,859429.0,716160.0,1888482.0,1070968.0,1286654.0,1104545.0,158108.0,3208803.0,220326.0,2510248.0,4536895.0
2017-04-05,854993.0,6119200.0,676987.0,1311847.0,240255.0,1179713.0,4681167.0,2226012.0,895786.0,5415174.0,1341834.0,208684.0,,1000886.0,4809976.0,7045883.0,769328.0,1818059.0,3579762.0,155340.0,533611.0,599855.0,442042.0,6347384.0,475263.0,4720680.0,490131.0,305802.0,34746.0,995975.0,833234.0,1832959.0,1157383.0,2803677.0,1264579.0,172482.0,2491379.0,269404.0,2030172.0,2441097.0
2017-04-06,1023047.0,6721139.0,820339.0,1382952.0,216647.0,1489443.0,3907978.0,2436905.0,613798.0,7093438.0,1060652.0,199773.0,,782591.0,4733386.0,5862628.0,557905.0,2059850.0,3687980.0,300380.0,387349.0,590482.0,523835.0,6346881.0,460965.0,5369804.0,670975.0,336380.0,30428.0,1162387.0,1199934.0,2048280.0,1284993.0,1975824.0,1280063.0,176681.0,3895504.0,277605.0,1532401.0,3375487.0
2017-04-07,1093003.0,4999429.0,915255.0,1424663.0,176960.0,1290676.0,2703926.0,7108357.0,513225.0,6610272.0,1043240.0,173913.0,,597775.0,4574976.0,6411689.0,638844.0,1060381.0,3530499.0,431118.0,378151.0,583511.0,344459.0,5729616.0,478166.0,6083467.0,503727.0,221354.0,35582.0,877889.0,1201384.0,2284015.0,1232876.0,2029189.0,827899.0,182833.0,3089996.0,242169.0,1335035.0,2160851.0
2017-04-10,699331.0,5914038.0,698593.0,1920441.0,188286.0,928292.0,2942441.0,2677376.0,422897.0,5308566.0,846668.0,140022.0,,845712.0,4017968.0,4025918.0,571445.0,850531.0,3871626.0,217277.0,454273.0,478866.0,478292.0,4214005.0,464870.0,4108111.0,322408.0,304063.0,34225.0,997595.0,1050741.0,1353000.0,1267730.0,1472436.0,938821.0,172176.0,2305880.0,172777.0,1943579.0,2563819.0
2017-04-11,748886.0,9056504.0,890351.0,1967151.0,266628.0,1198916.0,4574423.0,2541954.0,547759.0,6887438.0,1814511.0,147657.0,,981834.0,4911094.0,4802317.0,828453.0,827598.0,3888968.0,318962.0,632040.0,1009031.0,479351.0,7131970.0,541314.0,4721164.0,412433.0,444774.0,49460.0,1056546.0,860349.0,2198333.0,1653968.0,3219254.0,1250148.0,197093.0,2896127.0,235685.0,3344597.0,3442739.0
2017-04-12,906674.0,7278938.0,638023.0,1625849.0,231193.0,1219063.0,3248594.0,2796898.0,400413.0,7141632.0,1335662.0,195194.0,,1161099.0,4167879.0,4641557.0,716643.0,738281.0,3955561.0,172269.0,635487.0,533672.0,420157.0,10951184.0,442256.0,6358811.0,485364.0,461998.0,25981.0,998589.0,702779.0,1842174.0,1098687.0,1546760.0,953529.0,230720.0,2814830.0,240314.0,2737314.0,4252170.0
2017-04-13,769892.0,8865776.0,924811.0,1754341.0,241911.0,1726221.0,4836489.0,3329125.0,595980.0,10062693.0,1515149.0,138897.0,,780257.0,4869169.0,6073831.0,864923.0,1092677.0,6388069.0,201972.0,540039.0,612536.0,490224.0,5252924.0,623284.0,6664734.0,619105.0,417774.0,28826.0,895119.0,817667.0,2435006.0,1482149.0,1890129.0,1407833.0,379569.0,2608238.0,246437.0,2293073.0,2658566.0
2017-04-18,1095915.0,10364962.0,933177.0,2099125.0,338639.0,1695744.0,5836104.0,7087552.0,656298.0,10540320.0,1819981.0,246733.0,,1239084.0,8025764.0,6557281.0,1292250.0,976551.0,5208594.0,220384.0,752300.0,656074.0,794985.0,13517506.0,774787.0,8609088.0,864293.0,492616.0,51141.0,1026374.0,1158698.0,3639380.0,1781417.0,2177266.0,1504896.0,297358.0,4084239.0,286727.0,2617325.0,4673729.0
2017-04-19,1092557.0,8864916.0,745520.0,1324250.0,331667.0,1693980.0,4987203.0,4276993.0,1024569.0,9582439.0,1986686.0,248897.0,,874453.0,5089690.0,5935992.0,907212.0,832298.0,5714553.0,178814.0,800401.0,573350.0,493088.0,9741520.0,928554.0,6235145.0,877864.0,584227.0,56725.0,1228374.0,859463.0,2610355.0,1316062.0,2473702.0,1299009.0,275324.0,3195595.0,316915.0,2950366.0,3793838.0
2017-04-20,1431281.0,11872288.0,894924.0,2341444.0,330388.0,1877648.0,7687773.0,5098931.0,851605.0,11587322.0,2120481.0,242046.0,,954684.0,6034209.0,7457833.0,1050813.0,1295409.0,6625803.0,305315.0,799576.0,761787.0,557700.0,8653083.0,749589.0,7885165.0,1343808.0,867902.0,40947.0,1165017.0,1011488.0,2746704.0,2161890.0,1445880.0,2688911.0,359463.0,4977284.0,423817.0,4007680.0,4360024.0
2017-04-21,2019923.0,12265858.0,1592021.0,2834463.0,327038.0,4537934.0,9830775.0,3067920.0,831520.0,13283241.0,2272707.0,333818.0,,1033942.0,13456058.0,13081961.0,1010531.0,1645518.0,7888960.0,290115.0,865979.0,1064956.0,1058118.0,9969545.0,923412.0,10402112.0,696499.0,740429.0,42950.0,1062142.0,1351792.0,4652135.0,2722783.0,1948119.0,3043278.0,336542.0,3422795.0,479954.0,6449265.0,4887667.0
2017-04-24,2802235.0,31044897.0,2292450.0,3392539.0,406512.0,3688643.0,15635826.0,5485368.0,1314369.0,22122997.0,3998482.0,394362.0,,2261304.0,13716814.0,12326186.0,1245163.0,1959164.0,16473952.0,332269.0,1259132.0,1455423.0,889851.0,8025484.0,1302253.0,16580010.0,896485.0,621932.0,61190.0,1593723.0,2190150.0,4752506.0,4783360.0,2294509.0,3855062.0,420777.0,8065734.0,660838.0,6820664.0,8045872.0
