Date,AC.PA,ACA.PA,AI.PA,AIR.PA,ATO.PA,BN.PA,BNP.PA,CA.PA,CAP.PA,CS.PA,DG.PA,DSY.PA,EL.PA,EN.PA,ENGI.PA,FP.PA,FR.PA,FTI.PA,GLE.PA,KER.PA,LR.PA,MC.PA,ML.PA,MT.AS,OR.PA,ORA.PA,PUB.PA,RI.PA,RMS.PA,RNO.PA,SAF.PA,SAN.PA,SGO.PA,STM.PA,SU.PA,SW.PA,UG.PA,URW.AS,VIE.PA,VIV.PA
2017-03-01,35.769813537597656,10.357823371887207,98.78730010986328,67.67533111572266,108.22309112548828,59.486473083496094,52.33063507080078,21.42845916748047,79.68551635742188,20.841371536254883,65.82535552978516,76.15048217773438,,34.148651123046875,10.382540702819824,42.56110763549805,57.059688568115234,30.268199920654297,39.63829803466797,210.53363037109375,52.48728942871094,187.8612823486328,101.2393798828125,26.147632598876953,170.26197814941406,13.145442962646484,60.70500946044922,105.42410278320312,411.6875,79.4355239868164,66.16471862792969,74.78604888916016,43.563018798828125,14.17739486694336,61.627506256103516,98.79081726074219,17.488487243652344,188.78250122070312,14.453925132751465,16.021879196166992
2017-03-02,35.564842224121094,10.401632308959961,98.02410125732422,68.22724151611328,107.49382781982422,59.36344528198242,52.40332794189453,21.437856674194336,80.78042602539062,20.986103057861328,66.00471496582031,75.9033432006836,,34.03820037841797,11.238463401794434,42.60121536254883,57.078853607177734,30.538970947265625,39.769012451171875,208.28875732421875,51.88721466064453,186.70700073242188,100.9563217163086,25.597156524658203,169.73171997070312,13.118057250976562,60.34786605834961,105.23065185546875,413.31201171875,78.95744323730469,66.9828872680664,74.62351989746094,43.0858154296875,14.2208833694458,61.485877990722656,99.45225524902344,17.59773063659668,187.47964477539062,14.82947063446045,15.973997116088867
2017-03-03,35.55530548095703,10.695446968078613,98.0718002319336,67.72290802001953,107.591064453125,59.17417907714844,53.89356231689453,21.461353302001953,81.41023254394531,21.352453231811523,66.08023834228516,75.39916229248047,,34.29132080078125,11.407866477966309,42.85078430175781,57.01177215576172,30.215015411376953,41.585506439208984,208.8277587890625,51.60653305053711,186.94744873046875,100.48456573486328,25.157373428344727,170.11734008789062,13.122621536254883,59.29523468017578,104.84378051757812,411.6382751464844,80.2813720703125,66.81730651855469,75.48135375976562,43.62916564941406,14.23537826538086,61.65583419799805,99.26326751708984,18.1059513092041,188.86932373046875,14.893588066101074,15.844710350036621
2017-03-06,35.51240539550781,10.607739448547363,98.0718002319336,67.60872650146484,107.25074005126953,59.145790100097656,53.33926773071289,21.531841278076172,80.644775390625,21.32079315185547,66.07080078125,75.53756713867188,,34.2084846496582,11.367743492126465,42.81067657470703,56.54218292236328,29.262483596801758,40.75162887573242,209.86036682128906,51.52910614013672,186.37030029296875,100.05998229980469,24.69664764404297,169.97274780273438,13.145442962646484,58.6467399597168,104.89212799072266,412.13055419921875,79.19648742675781,67.2069091796875,74.45195770263672,43.01494216918945,13.955117225646973,61.54253005981445,98.88530731201172,18.59992218017578,188.56536865234375,14.902748107910156,15.86386489868164
2017-03-07,35.736446380615234,10.58141803741455,97.40399169921875,66.7903823852539,107.78553009033203,58.549598693847656,53.46648025512695,21.42375946044922,81.01296997070312,21.3298397064209,66.13687133789062,75.81437683105469,,33.987571716308594,11.291958808898926,42.52099609375,56.73385238647461,29.00138282775879,40.702049255371094,209.05186462402344,51.296817779541016,186.37030029296875,100.67327117919922,24.424402236938477,169.20144653320312,13.095235824584961,58.74072265625,104.02166748046875,412.22900390625,79.4631118774414,67.0121078491211,73.86499786376953,43.23228073120117,14.08558464050293,61.627506256103516,97.94039154052734,18.69966697692871,186.39395141601562,14.673757553100586,16.026670455932617
2017-03-08,35.51240539550781,10.58141803741455,97.54708862304688,67.05682373046875,107.6396713256836,58.511749267578125,53.92990493774414,21.34857177734375,81.05172729492188,21.461002349853516,66.38231658935547,75.61665344238281,,34.22689437866211,11.229547500610352,42.03968048095703,56.63801574707031,29.020727157592773,41.292518615722656,209.86036682128906,51.39360427856445,187.3803253173828,100.6260986328125,24.346616744995117,168.81581115722656,13.13175106048584,58.91929626464844,104.16674041748047,416.7579040527344,78.74598693847656,67.4991226196289,74.1810531616211,43.298431396484375,14.27886962890625,61.580299377441406,98.46009063720703,18.72341537475586,187.1756591796875,14.64627742767334,16.11286163330078
2017-03-09,36.24172592163086,10.870861053466797,97.59480285644531,66.66667175292969,109.09820556640625,59.09847640991211,55.238399505615234,20.488615036010742,80.6253890991211,21.71880531311035,66.77880096435547,75.93299865722656,,34.53984451293945,11.340996742248535,41.70542907714844,55.861759185791016,28.372812271118164,42.14893341064453,212.6432647705078,51.277462005615234,188.1979522705078,99.11647033691406,24.038469314575195,170.0691375732422,13.359971046447754,59.154258728027344,104.55361938476562,416.51177978515625,78.45177459716797,67.34326934814453,74.33455657958984,43.67641830444336,13.911629676818848,60.9099235534668,98.83805847167969,18.52392578125,188.825927734375,14.792831420898438,16.610849380493164
2017-03-10,36.322757720947266,11.090174674987793,97.59480285644531,66.66667175292969,108.75788879394531,59.46754455566406,56.21067810058594,20.267751693725586,80.27657318115234,21.637393951416016,66.40119934082031,75.54744720458984,,34.89881896972656,11.198342323303223,42.128807067871094,55.861759185791016,28.498525619506836,43.0459098815918,211.34117126464844,51.21938705444336,188.91937255859375,100.15433502197266,23.59868621826172,170.9850616455078,13.478645324707031,58.56215286254883,104.45690155029297,422.4190368652344,77.84497833251953,67.25562286376953,74.26232147216797,43.586647033691406,13.71351146697998,61.618064880371094,99.07428741455078,18.314939498901367,185.2213897705078,14.705816268920898,16.591697692871094
2017-03-13,36.0367546081543,10.97614574432373,98.69189453125,66.56200408935547,109.48714447021484,59.60002899169922,55.59278106689453,20.530906677246094,79.84054565429688,21.646440505981445,65.99527740478516,75.93299865722656,,35.16114807128906,11.256295204162598,41.98173904418945,56.705101013183594,28.73061180114746,42.95576477050781,214.57321166992188,51.471031188964844,190.69891357421875,101.42808532714844,24.71160888671875,170.11734008789062,13.414741516113281,58.25199890136719,104.94049835205078,422.51751708984375,79.25164794921875,66.93418884277344,74.08171081542969,43.68586730957031,13.756999015808105,61.485877990722656,99.3577651977539,18.500179290771484,185.78594970703125,14.806571960449219,16.51508331298828
2017-03-14,36.00815200805664,10.818219184875488,98.78730010986328,66.79989624023438,110.16780090332031,59.297203063964844,54.384239196777344,20.441621780395508,80.51880645751953,21.465526580810547,65.86311340332031,75.4683609008789,,35.032283782958984,11.10472583770752,41.2686767578125,57.63468933105469,28.285776138305664,42.320213317871094,214.39356994628906,51.65492630004883,190.79510498046875,101.38090515136719,24.609888076782227,171.17788696289062,13.323455810546875,58.87229919433594,105.23065185546875,423.2066955566406,78.45177459716797,66.62250518798828,74.2352294921875,43.34567642211914,13.810154914855957,61.52364730834961,98.74356842041016,18.52392578125,185.26483154296875,14.660016059875488,16.366641998291016
